recipe_id,slug,base_recipe_id,variant_id,name_ru,historical_name,alt_names,recipe_type,subcategory,description_ru,period_from,period_to,valid_for_1230,region_scope,cultural_scope,historical_confidence,recipe_evidence_type,evidence_basis,source_ids,social_scope,profession_scope,religious_scope,fasting_status,season_scope,month_scope,ingredient_ids,ingredient_quantities_historical,ingredient_quantities_reconstruction,optional_ingredient_ids,substitutions,intermediate_product_ids,tool_ids,vessel_ids,fuel_ids,location_ids,preparation_steps,heating_method,estimated_temperature_c,temperature_basis,historical_time,reconstruction_time_minutes,fermentation_time,resting_time,drying_time,yield,servings,portion_mass_estimate,portion_basis,finished_item_id,finished_item_state,byproduct_ids,waste_item_ids,storage_container_ids,storage_location_ids,estimated_shelf_life,shelf_life_basis,rarity,relative_cost,relative_cost_basis,made_by_activity_ids,profession_ids,image_refs,anachronism_risk,do_not_confuse_with,notes_for_gameplay,notes_for_image_generation,notes_for_modern_reconstruction,modern_food_safety_notes,technical_profile,automatic_generation_policy
RCP0063,porridge_rye_groats_medium_onion,RCP0039,onion,Ржаная каша с луком,unknown,[],dish,porridge_variant,Исторически осторожная технологическая запись: Ржаная каша с луком.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0010"",""ING0001"",""ING0041""]","{""ING0010"":""unknown"",""ING0001"":""unknown"",""ING0041"":""unknown""}","{""ING0010"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0041"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015"",""POT0004""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000338"",""RST000339"",""RST000340"",""RST000341"",""RST000342"",""RST000343"",""RST000344""]",boil_then_residual_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":180}",none,none,none,one household batch,4,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0052,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,,Вариант не является отдельной универсальной вещью: готовый item сохраняет базовый тип каши и composition facts.,"Added component mixed into porridge, not decorative topping.",,Apply modern safety rules for milk and leftovers.,{},enabled
RCP0064,porridge_wheat_groats_medium_milk,RCP0042,milk,Пшеничная каша с молоком,unknown,[],dish,porridge_variant,Исторически осторожная технологическая запись: Пшеничная каша с молоком.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046"",""SRC040"",""SRC045"",""SRC046"",""FSRC010""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_forbidden,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0014"",""ING0001"",""ING0089""]","{""ING0014"":""unknown"",""ING0001"":""unknown"",""ING0089"":""unknown""}","{""ING0014"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0089"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015"",""POT0004""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000345"",""RST000346"",""RST000347"",""RST000348"",""RST000349"",""RST000350"",""RST000351""]",boil_then_residual_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":180}",none,none,none,one household batch,4,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0053,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,uncommon,medium,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,,Вариант не является отдельной универсальной вещью: готовый item сохраняет базовый тип каши и composition facts.,"Added component mixed into porridge, not decorative topping.",,Apply modern safety rules for milk and leftovers.,{},enabled
RCP0065,porridge_wheat_groats_medium_butter,RCP0042,butter,Пшеничная каша с маслом,unknown,[],dish,porridge_variant,Исторически осторожная технологическая запись: Пшеничная каша с маслом.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046"",""SRC040"",""SRC045"",""SRC046"",""FSRC010""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_forbidden,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0014"",""ING0001"",""ING0097""]","{""ING0014"":""unknown"",""ING0001"":""unknown"",""ING0097"":""unknown""}","{""ING0014"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0097"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015"",""POT0004""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000352"",""RST000353"",""RST000354"",""RST000355"",""RST000356"",""RST000357"",""RST000358""]",boil_then_residual_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":180}",none,none,none,one household batch,4,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0053,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,uncommon,medium,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,,Вариант не является отдельной универсальной вещью: готовый item сохраняет базовый тип каши и composition facts.,"Added component mixed into porridge, not decorative topping.",,Apply modern safety rules for milk and leftovers.,{},enabled
RCP0066,porridge_wheat_groats_medium_honey,RCP0042,honey,Пшеничная каша с мёдом,unknown,[],dish,porridge_variant,Исторически осторожная технологическая запись: Пшеничная каша с мёдом.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""wealthy"",""merchant"",""boyar"",""monastery""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0014"",""ING0001"",""ING0085""]","{""ING0014"":""unknown"",""ING0001"":""unknown"",""ING0085"":""unknown""}","{""ING0014"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0085"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015"",""POT0004""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000359"",""RST000360"",""RST000361"",""RST000362"",""RST000363"",""RST000364"",""RST000365""]",boil_then_residual_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":180}",none,none,none,one household batch,4,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0053,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,uncommon,high,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,,Вариант не является отдельной универсальной вещью: готовый item сохраняет базовый тип каши и composition facts.,"Added component mixed into porridge, not decorative topping.",,Apply modern safety rules for milk and leftovers.,{},enabled
RCP0067,porridge_wheat_groats_medium_berries,RCP0042,berries,Пшеничная каша с ягодами,unknown,[],dish,porridge_variant,Исторически осторожная технологическая запись: Пшеничная каша с ягодами.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046"",""SRC044"",""FSRC001""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0014"",""ING0001"",""ING0069""]","{""ING0014"":""unknown"",""ING0001"":""unknown"",""ING0069"":""unknown""}","{""ING0014"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0069"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015"",""POT0004""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000366"",""RST000367"",""RST000368"",""RST000369"",""RST000370"",""RST000371"",""RST000372""]",boil_then_residual_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":180}",none,none,none,one household batch,4,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0053,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,uncommon,medium,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,,Вариант не является отдельной универсальной вещью: готовый item сохраняет базовый тип каши и composition facts.,"Added component mixed into porridge, not decorative topping.",,Apply modern safety rules for milk and leftovers.,{},enabled
RCP0068,porridge_wheat_groats_medium_onion,RCP0042,onion,Пшеничная каша с луком,unknown,[],dish,porridge_variant,Исторически осторожная технологическая запись: Пшеничная каша с луком.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0014"",""ING0001"",""ING0041""]","{""ING0014"":""unknown"",""ING0001"":""unknown"",""ING0041"":""unknown""}","{""ING0014"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0041"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015"",""POT0004""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000373"",""RST000374"",""RST000375"",""RST000376"",""RST000377"",""RST000378"",""RST000379""]",boil_then_residual_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":180}",none,none,none,one household batch,4,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0053,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,,Вариант не является отдельной универсальной вещью: готовый item сохраняет базовый тип каши и composition facts.,"Added component mixed into porridge, not decorative topping.",,Apply modern safety rules for milk and leftovers.,{},enabled
RCP0069,pottage_barley_groats,,,Жидкая ячменная крупяная похлёбка,unknown,[],dish,grain_pottage,Исторически осторожная технологическая запись: Жидкая ячменная крупяная похлёбка.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0011"",""ING0001""]","{""ING0011"":""unknown"",""ING0001"":""unknown""}","{""ING0011"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000380"",""RST000381"",""RST000382"",""RST000383"",""RST000384"",""RST000385""]",boiling,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":45,""max"":150}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0054,ready_to_eat,[],[],"[""POT0021""]",[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"modern soup with potatoes, tomato, standardized stock or garnish",,,,,{},enabled
RCP0070,pottage_oat_groats,,,Жидкая овсяная крупяная похлёбка,unknown,[],dish,grain_pottage,Исторически осторожная технологическая запись: Жидкая овсяная крупяная похлёбка.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0012"",""ING0001""]","{""ING0012"":""unknown"",""ING0001"":""unknown""}","{""ING0012"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000386"",""RST000387"",""RST000388"",""RST000389"",""RST000390"",""RST000391""]",boiling,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":45,""max"":150}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0054,ready_to_eat,[],[],"[""POT0021""]",[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"modern soup with potatoes, tomato, standardized stock or garnish",,,,,{},enabled
RCP0071,pottage_millet_groats,,,Жидкая пшённая крупяная похлёбка,unknown,[],dish,grain_pottage,Исторически осторожная технологическая запись: Жидкая пшённая крупяная похлёбка.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0013"",""ING0001""]","{""ING0013"":""unknown"",""ING0001"":""unknown""}","{""ING0013"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000392"",""RST000393"",""RST000394"",""RST000395"",""RST000396"",""RST000397""]",boiling,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":45,""max"":150}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0054,ready_to_eat,[],[],"[""POT0021""]",[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"modern soup with potatoes, tomato, standardized stock or garnish",,,,,{},enabled
RCP0072,pottage_rye_groats,,,Жидкая ржаная крупяная похлёбка,unknown,[],dish,grain_pottage,Исторически осторожная технологическая запись: Жидкая ржаная крупяная похлёбка.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0010"",""ING0001""]","{""ING0010"":""unknown"",""ING0001"":""unknown""}","{""ING0010"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000398"",""RST000399"",""RST000400"",""RST000401"",""RST000402"",""RST000403""]",boiling,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":45,""max"":150}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0054,ready_to_eat,[],[],"[""POT0021""]",[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"modern soup with potatoes, tomato, standardized stock or garnish",,,,,{},enabled
RCP0073,pottage_wheat_groats,,,Жидкая пшеничная крупяная похлёбка,unknown,[],dish,grain_pottage,Исторически осторожная технологическая запись: Жидкая пшеничная крупяная похлёбка.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0014"",""ING0001""]","{""ING0014"":""unknown"",""ING0001"":""unknown""}","{""ING0014"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041""]",[],[],"[""POT0002"",""POT0009""]","[""POT0021"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000404"",""RST000405"",""RST000406"",""RST000407"",""RST000408"",""RST000409""]",boiling,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":45,""max"":150}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0054,ready_to_eat,[],[],"[""POT0021""]",[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"modern soup with potatoes, tomato, standardized stock or garnish",,,,,{},enabled
RCP0074,pottage_barley_turnip,,,Ячменная похлёбка с репой,unknown,[],dish,mixed_pottage,Исторически осторожная технологическая запись: Ячменная похлёбка с репой.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046"",""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0011"",""ING0001"",""ING0039""]","{""ING0011"":""unknown"",""ING0001"":""unknown"",""ING0039"":""unknown""}","{""ING0011"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0039"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041"",""ING0042""]",[],[],"[""POT0028"",""POT0009""]","[""POT0021"",""POT0010"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000410"",""RST000411"",""RST000412"",""RST000413"",""RST000414"",""RST000415"",""RST000416"",""RST000417""]",boiling_and_gentle_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":240}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0059,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"later standardized soup, modern ukha, shchi or borscht",,,,,{},enabled
RCP0075,pottage_oat_onion,,,Овсяная похлёбка с луком,unknown,[],dish,mixed_pottage,Исторически осторожная технологическая запись: Овсяная похлёбка с луком.,1180,1260,true,Великий Новгород и Новгородская земля,"[""Novgorod Rus""]",B,ingredient_based_reconstruction,"Сочетание источников по ингредиентам, материальной технологии и близким письменным данным; точные граммы, минуты и температуры являются реконструкцией.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046"",""SRC044"",""FSRC001"",""SRC045"",""SRC046""]","[""common""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""ordinary_day""]",fasting_allowed,"[""spring"",""summer"",""autumn"",""winter""]","[""jan"",""feb"",""mar"",""apr"",""may"",""jun"",""jul"",""aug"",""sep"",""oct"",""nov"",""dec""]","[""ING0012"",""ING0001"",""ING0041""]","{""ING0012"":""unknown"",""ING0001"":""unknown"",""ING0041"":""unknown""}","{""ING0012"":{""min_g"":300,""max_g"":1000,""basis"":""modern_reconstruction""},""ING0001"":{""min_ml"":1000,""max_ml"":2800,""basis"":""modern_reconstruction""},""ING0041"":{""amount"":""as available / reconstruction range not fixed"",""basis"":""modern_reconstruction""}}","[""ING0003"",""ING0041"",""ING0042""]",[],[],"[""POT0028"",""POT0009""]","[""POT0021"",""POT0010"",""POT0015""]","[""MSC0046""]","[""ARC0020"",""INT0001""]","[""RST000418"",""RST000419"",""RST000420"",""RST000421"",""RST000422"",""RST000423"",""RST000424"",""RST000425""]",boiling_and_gentle_oven_heat,"{""min"":90,""max"":100}",modern_reconstruction,unknown,"{""min"":60,""max"":240}",none,none,none,one household batch,5,gameplay estimate; depends on household and scarcity,gameplay_estimate,FMA0059,ready_to_eat,[],[],[],[],same day,reconstruction_estimate,common,low,inferred,"[""ACT00421""]","[""PRO0099"",""PRO0101"",""PRO0333""]","[""FIMG0021"",""FIMG0022"",""FIMG0012"",""FIMG0013"",""FIMG0027"",""FIMG0028""]",low,"later standardized soup, modern ukha, shchi or borscht",,,,,{},enabled
