file,row_key,column,value,mt_ids,unresolved_tokens,out_of_scope_tokens,denylist_hits
buildings-interiors-containers/buildings/building_parts.csv,bp_ladder_shegla,default_material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_ladder,default_material,mat_pole,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_cellar_crib,default_material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_well_crib,default_material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_well_bucket_rope,default_material,mat_rope,mt_cordage;mt_hemp;mt_flax;mt_bast_linden,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_palisade_posts,default_material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_gate_leaf,default_material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_gate_post,default_material,mat_log_oak,mt_wood_oak,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_wattle_panel,default_material,mat_wattle,mt_wood_willow,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_pavement_joist,default_material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_pavement_plank,default_material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_drain_box,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_piles,default_material,mat_pile,mt_wood_oak;mt_wood_pine,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_crib_pier,default_material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_deck,default_material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_gangplank,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_kiln_pit,default_material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_drying_grates,default_material,mat_pole,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_threshing_floor,default_material,mat_earth,mt_earth,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_millstones,default_material,mat_boulder,mt_fieldstone,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_water_wheel,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_forge_hearth,default_material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_bellows,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_anvil_block,default_material,mat_iron_metal,mt_iron,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_pottery_kiln,default_material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_tanning_vats,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_masonry_wall,default_material,mat_plinfa,mt_plinfa,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_fresco,default_material,mat_lime_plaster,mt_lime,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_dome_head,default_material,mat_roof_tes,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_wall_crib_fill,default_material,mat_log_oak,mt_wood_oak,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_wall_walk,default_material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_earth_bank,default_material,mat_earth,mt_earth,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_manger,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_stall_partition,default_material,mat_pole,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_litter,default_material,mat_straw,mt_straw,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_stall_counter,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_awning,default_material,mat_roof_tes,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_drying_rack,default_material,mat_pole,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_cutting_table,default_material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_post_frame,default_material,mat_pole,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_privy_pit,default_material,mat_earth,mt_earth,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_turf_seal,default_material,mat_turf,mt_turf,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_grave_stone_setting,default_material,mat_boulder,mt_fieldstone,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_scaffold,default_material,mat_pole,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_parts.csv,bp_hoist_block,default_material,mat_rope,mt_cordage;mt_hemp;mt_flax;mt_bast_linden,,,
buildings-interiors-containers/buildings/building_types.csv,bt_izba_heated_single,materials,mat_log_conifer|mat_moss|mat_plank_hewn|mat_clay|mat_boulder|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_moss;mt_clay;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_klet_dwelling,materials,mat_log_conifer|mat_moss|mat_plank_hewn|mat_clay|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_moss;mt_clay,,,
buildings-interiors-containers/buildings/building_types.csv,bt_pyatistenok,materials,mat_log_conifer|mat_moss|mat_plank_hewn|mat_clay|mat_boulder|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_moss;mt_clay;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_three_part_house,materials,mat_log_conifer|mat_moss|mat_plank_hewn|mat_clay|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_moss;mt_clay,,,
buildings-interiors-containers/buildings/building_types.csv,bt_horomy,materials,mat_log_conifer|mat_plank_hewn|mat_clay|mat_boulder|mat_iron_metal|mat_roof_tes|mat_shingle_oak,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone;mt_iron;mt_wood_oak,,,
buildings-interiors-containers/buildings/building_types.csv,bt_monastery_cell,materials,mat_log_conifer|mat_plank_hewn|mat_clay|mat_hearth_stone|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_stone_civil_building,materials,mat_limestone|mat_plinfa|mat_lime_mortar|mat_log_conifer,mt_limestone;mt_plinfa;mt_lime;mt_quartz_sand;mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_seni,materials,mat_log_conifer|mat_plank_hewn|mat_pole|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_podklet,materials,mat_log_conifer|mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_klet_ambar,materials,mat_log_conifer|mat_plank_hewn|mat_hardwood_bar|mat_iron_hasp|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_wood_oak;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_riverside_warehouse,materials,mat_log_conifer|mat_plank_hewn|mat_hardwood_bar|mat_iron_hasp|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_wood_oak;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_cellar_log,materials,mat_log_conifer|mat_plank_hewn|mat_earth,mt_wood_pine;mt_wood_spruce;mt_earth,,,
buildings-interiors-containers/buildings/building_types.csv,bt_light_shed,materials,mat_pole|mat_plank_hewn|mat_wattle|mat_roof_tes|mat_shingle_conifer,mt_wood_generic;mt_wood_pine;mt_wood_spruce;mt_wood_willow,,,
buildings-interiors-containers/buildings/building_types.csv,bt_khlev,materials,mat_log_conifer|mat_wattle|mat_plank_hewn|mat_straw|mat_pole,mt_wood_pine;mt_wood_spruce;mt_wood_willow;mt_straw;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_konyushnya,materials,mat_log_conifer|mat_plank_hewn|mat_pole|mat_hay|mat_straw|mat_rope,mt_wood_pine;mt_wood_spruce;mt_wood_generic;mt_hay;mt_straw;mt_cordage;mt_hemp;mt_flax;mt_bast_linden,,,
buildings-interiors-containers/buildings/building_types.csv,bt_gumno_tok,materials,mat_earth|mat_clay|mat_pole,mt_earth;mt_clay;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_ovin,materials,mat_log_conifer|mat_clay|mat_boulder|mat_pole|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_malt_dryer,materials,mat_log_conifer|mat_clay|mat_hearth_stone,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_watermill,materials,mat_log_conifer|mat_plank_hewn|mat_pile|mat_boulder,mt_wood_pine;mt_wood_spruce;mt_wood_oak;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_workshop_yard,materials,mat_log_conifer|mat_plank_hewn|mat_clay|mat_boulder|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_smithy,materials,mat_log_conifer|mat_plank_hewn|mat_clay|mat_boulder|mat_charcoal,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone;mt_charcoal,,,
buildings-interiors-containers/buildings/building_types.csv,bt_pottery_workshop,materials,mat_log_conifer|mat_clay|mat_boulder|mat_plank_hewn,mt_wood_pine;mt_wood_spruce;mt_clay;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_tannery_edge,materials,mat_pole|mat_plank_hewn|mat_log_conifer,mt_wood_generic;mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_market_stall,materials,mat_plank_hewn|mat_pole|mat_roof_tes|mat_plank_split,mt_wood_pine;mt_wood_spruce;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_bathhouse,materials,mat_log_conifer|mat_moss|mat_plank_hewn|mat_hearth_stone|mat_clay|mat_roof_tes,mt_wood_pine;mt_wood_spruce;mt_moss;mt_fieldstone;mt_clay,,,
buildings-interiors-containers/buildings/building_types.csv,bt_privy,materials,mat_plank_hewn|mat_pole|mat_earth,mt_wood_pine;mt_wood_spruce;mt_wood_generic;mt_earth,,,
buildings-interiors-containers/buildings/building_types.csv,bt_well_log,materials,mat_log_conifer|mat_plank_hewn|mat_rope,mt_wood_pine;mt_wood_spruce;mt_cordage;mt_hemp;mt_flax;mt_bast_linden,,,
buildings-interiors-containers/buildings/building_types.csv,bt_charcoal_pit,materials,mat_earth|mat_turf|mat_clay,mt_earth;mt_turf;mt_clay,,,
buildings-interiors-containers/buildings/building_types.csv,bt_fishing_camp_shelter,materials,mat_pole|mat_plank_hewn|mat_rope|mat_birch_bark,mt_wood_generic;mt_wood_pine;mt_wood_spruce;mt_cordage;mt_hemp;mt_flax;mt_bast_linden;mt_birch_bark,,,
buildings-interiors-containers/buildings/building_types.csv,bt_church_wooden,materials,mat_log_conifer|mat_plank_hewn|mat_roof_tes|mat_iron_metal,mt_wood_pine;mt_wood_spruce;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_church_stone,materials,mat_limestone|mat_shell_rock|mat_plinfa|mat_lime_mortar|mat_lime_plaster|mat_pigment|mat_roof_tes,mt_limestone;mt_plinfa;mt_lime;mt_quartz_sand;mt_ochre;mt_carbon_black;mt_lazurite;mt_red_lead;mt_celadonite;mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_wall_timber_earth,materials,mat_log_oak|mat_log_conifer|mat_earth|mat_boulder,mt_wood_oak;mt_wood_pine;mt_wood_spruce;mt_earth;mt_fieldstone,,,
buildings-interiors-containers/buildings/building_types.csv,bt_rampart,materials,mat_earth|mat_log_conifer,mt_earth;mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_gate_passage,materials,mat_log_oak|mat_log_conifer|mat_plank_split|mat_iron_clamp|mat_hardwood_bar,mt_wood_oak;mt_wood_pine;mt_wood_spruce;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_guard_shelter,materials,mat_pole|mat_log_conifer|mat_plank_hewn|mat_roof_tes,mt_wood_generic;mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_moat_crossing,materials,mat_earth|mat_log_conifer|mat_plank_split,mt_earth;mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_wharf_vymol,materials,mat_pile|mat_log_conifer|mat_plank_split|mat_rope,mt_wood_oak;mt_wood_pine;mt_wood_spruce;mt_cordage;mt_hemp;mt_flax;mt_bast_linden,,,
buildings-interiors-containers/buildings/building_types.csv,bt_river_steps,materials,mat_log_conifer|mat_plank_split|mat_pole,mt_wood_pine;mt_wood_spruce;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_bank_crib,materials,mat_log_conifer|mat_boulder|mat_earth|mat_plank_hewn,mt_wood_pine;mt_wood_spruce;mt_fieldstone;mt_earth,,,
buildings-interiors-containers/buildings/building_types.csv,bt_bridge_great,materials,mat_log_conifer|mat_log_oak|mat_boulder|mat_plank_split|mat_iron_clamp,mt_wood_pine;mt_wood_spruce;mt_wood_oak;mt_fieldstone;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_bridge_small,materials,mat_log_conifer|mat_pile|mat_plank_split|mat_pole,mt_wood_pine;mt_wood_spruce;mt_wood_oak;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_street_pavement,materials,mat_log_conifer|mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_types.csv,bt_street_drain,materials,mat_plank_hewn|mat_pole|mat_log_conifer,mt_wood_pine;mt_wood_spruce;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_yard_deck,materials,mat_plank_split|mat_pole|mat_sill_log,mt_wood_pine;mt_wood_spruce;mt_wood_generic;mt_wood_oak,,,
buildings-interiors-containers/buildings/building_types.csv,bt_lane,materials,mat_plank_split|mat_earth,mt_wood_pine;mt_wood_spruce;mt_earth,,,
buildings-interiors-containers/buildings/building_types.csv,bt_palisade_fence,materials,mat_log_conifer|mat_pole,mt_wood_pine;mt_wood_spruce;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_wattle_fence,materials,mat_wattle|mat_pole,mt_wood_willow;mt_wood_generic,,,
buildings-interiors-containers/buildings/building_types.csv,bt_yard_gate,materials,mat_log_conifer|mat_plank_hewn|mat_hardwood_bar|mat_iron_hinge,mt_wood_pine;mt_wood_spruce;mt_wood_oak;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_building_site_timber,materials,mat_log_conifer|mat_moss|mat_wood_peg|mat_iron_nail,mt_wood_pine;mt_wood_spruce;mt_moss;mt_wood_generic;mt_iron,,,
buildings-interiors-containers/buildings/building_types.csv,bt_building_site_stone,materials,mat_limestone|mat_plinfa|mat_lime_mortar|mat_pole|mat_rope,mt_limestone;mt_plinfa;mt_lime;mt_quartz_sand;mt_wood_generic;mt_cordage;mt_hemp;mt_flax;mt_bast_linden,,,
buildings-interiors-containers/buildings/building_types.csv,bt_burial_ground_zhalnik,materials,mat_boulder|mat_earth,mt_fieldstone;mt_earth,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_log_crown,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_moss,mt_moss,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_sill_log,mt_wood_pine;mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_roof_tes,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_birch_bark,mt_birch_bark,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_hardwood_bar,mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_hearth_stone,mt_fieldstone,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_wood_peg,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_izba_heated_single,material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_log_crown,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_moss,mt_moss,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_sill_log,mt_wood_pine;mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_roof_tes,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_birch_bark,mt_birch_bark,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_hardwood_bar,mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_hearth_stone,mt_fieldstone,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_klet_dwelling,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_log_crown,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_moss,mt_moss,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_sill_log,mt_wood_pine;mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_log_conifer,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_roof_tes,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_birch_bark,mt_birch_bark,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_hardwood_bar,mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_log_crown,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_hearth_stone,mt_fieldstone,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_clay,mt_clay,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_wood_peg,mt_wood_generic,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_pyatistenok,material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_three_part_house,material,mat_log_crown,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_three_part_house,material,mat_moss,mt_moss,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_three_part_house,material,mat_sill_log,mt_wood_pine;mt_wood_oak,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_three_part_house,material,mat_plank_hewn,mt_wood_pine;mt_wood_spruce,,,
buildings-interiors-containers/buildings/building_type_parts.csv,bt_three_part_house,material,mat_plank_split,mt_wood_pine;mt_wood_spruce,,,
