profile_id,profile_name_ru,region_id,role_id,occupation_id,context,base_role_ids,entry_id,wp_id,category_id,slot_key,required,weight,weight_basis,source_refs,confidence,status
eq_druzhinnik_field,дружинник в походе и бою,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,field,,eq_druzhinnik_field__17,wp_bow_composite,cat_item_object_bow_v1,back,false,1,лук — отдельная специализация,bible:§11 Роль №7 — дружинник | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe,B,candidate
eq_druzhinnik_field,дружинник в походе и бою,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,field,,eq_druzhinnik_field__18,wp_arrow,cat_item_object_arrow_v1,quiver,false,1,при луке,bible:§11 Роль №7 — дружинник | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe,B,candidate
eq_druzhinnik_field,дружинник в походе и бою,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,field,,eq_druzhinnik_field__19,wp_quiver,cat_item_object_quiver_v1,belt,false,1,при луке,bible:§11 Роль №7 — дружинник | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe,B,candidate
eq_druzhinnik_field,дружинник в походе и бою,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,field,,eq_druzhinnik_field__20,wp_maintenance_kit,cat_item_object_weapon_care_kit_v1,bag,false,2,обслуживание железа,bible:§11 Роль №7 — дружинник | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe,B,candidate
eq_druzhinnik_town,дружинник в городе вне боя,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,town,,eq_druzhinnik_town__01,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,поясной нож,bible:§11 Роль №7 — дружинник | tsv:role:nov_role_princely_druzhinnik#weapon_rights | statusrules:status_weapon,C,candidate
eq_druzhinnik_town,дружинник в городе вне боя,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,town,,eq_druzhinnik_town__02,wp_sword,cat_item_object_sword_v1,belt_left,false,2,оружие возможно по статусу; в городе риск свидетелей высок,bible:§11 Роль №7 — дружинник | tsv:role:nov_role_princely_druzhinnik#weapon_rights | statusrules:status_weapon,C,candidate
eq_druzhinnik_town,дружинник в городе вне боя,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,town,,eq_druzhinnik_town__03,wp_sword_belt,cat_item_object_sword_belt_v1,belt,false,2,при мече,bible:§11 Роль №7 — дружинник | tsv:role:nov_role_princely_druzhinnik#weapon_rights | statusrules:status_weapon,C,candidate
eq_druzhinnik_town,дружинник в городе вне боя,region_novgorod_land,nov_role_princely_druzhinnik,nov_occ_druzhina_warrior,town,,eq_druzhinnik_town__04,wp_sword_scabbard,cat_container_form_sword_scabbard_v1,belt_left,false,2,при мече,bible:§11 Роль №7 — дружинник | tsv:role:nov_role_princely_druzhinnik#weapon_rights | statusrules:status_weapon,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__01,wp_spear,cat_item_object_spear_v1,main_hand,true,8,служебное оружие по приказу; копьё — самое частое,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__02,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__03,wp_shield_almond,cat_item_object_shield_v1,off_hand,false,4,обычно,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__04,wp_helmet_conical,cat_item_object_helmet_v1,head,false,2,опционально,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__05,wp_battle_axe,cat_item_object_combat_axe_v1,belt,false,2,допустим,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__06,wp_sword,cat_item_object_sword_v1,belt_left,false,1,редко,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_junior_druzhinnik,"младший дружинник, гридь",region_novgorod_land,nov_role_junior_druzhinnik,nov_occ_junior_retainer,field,,eq_junior_druzhinnik__07,wp_mail_shirt,cat_item_object_mail_armour_v1,body,false,1,для более обеспеченного,tsv:occ:nov_occ_junior_retainer#weapon_access | lit:kirpichnikov_1971_kompleks,C,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__01,wp_spear,cat_item_object_spear_v1,main_hand,true,8,копьё — главное и наиболее логичное оружие,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__02,wp_shield_almond,cat_item_object_shield_v1,off_hand,true,8,щит (матрица: копьё + щит),bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__03,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__04,wp_utility_axe,cat_item_object_working_axe_v1,belt,false,4,нож/топор логичнее меча,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__05,wp_shield_round,cat_item_object_shield_v1,off_hand,false,1,безопасный вариант по библии (источники расходятся),bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__06,wp_helmet_conical,cat_item_object_helmet_v1,head,false,2,"шлем опционально, простой железный",bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__07,wp_mail_shirt,cat_item_object_mail_armour_v1,body,false,1,кольчуга для более обеспеченной версии,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__08,wp_sword,cat_item_object_sword_v1,belt_left,false,1,меч не обязательный,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__09,wp_sulitsa,cat_item_object_javelin_v1,main_hand,false,2,допустимо,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__10,wp_bow_self,cat_item_object_bow_v1,back,false,2,стрел всегда много (Кирпичников),bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_militia,городской ополченец (сбор тысячи),region_novgorod_land,,,militia_callup,nov_role_householder | nov_role_craftsman_master | nov_role_journeyman | nov_role_local_merchant | nov_role_trader | nov_role_hired_worker | nov_role_smerd_householder,eq_militia__11,wp_arrow,cat_item_object_arrow_v1,quiver,false,2,при луке,bible:§10 Роль №6 — городской ополченец | bible:§19 Матрица персонажа | lit:kirpichnikov_1971_ratnoe | costume:anti:ANTI018,B,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__01,wp_bow_self,cat_item_object_bow_v1,main_hand,true,8,лук — оружие стрельца,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__02,wp_arrow,cat_item_object_arrow_v1,quiver,true,8,стрелы,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__03,wp_quiver,cat_item_object_quiver_v1,belt,true,8,колчан,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__04,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__05,wp_bowstring,cat_item_object_bowstring_v1,bag,false,2,запасная тетива,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__06,wp_bow_composite,cat_item_object_bow_v1,main_hand,false,2,сложный лук,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__07,wp_utility_axe,cat_item_object_working_axe_v1,belt,false,2,допустимо,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_archer,стрелец (лучник),region_novgorod_land,,,militia_callup,nov_role_hunter | nov_role_householder | nov_role_junior_druzhinnik,eq_archer__08,wp_archer_bracer,cat_item_object_archer_bracer_v1,forearm,false,1,реконструкция,lit:kirpichnikov_1971_ratnoe | lit:wiki_ognishchane | timeline:nov_hist_1234_002,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__01,wp_sword,cat_item_object_sword_v1,belt_left,true,8,меч — дорогое статусное оружие,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__02,wp_sword_scabbard,cat_container_form_sword_scabbard_v1,belt_left,true,8,при мече,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__03,wp_sword_belt,cat_item_object_sword_belt_v1,belt,true,8,при мече,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__04,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__05,wp_mail_long,cat_item_object_mail_armour_v1,body,false,4,длинная кольчуга — боярин в бою,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__06,wp_mail_shirt,cat_item_object_mail_armour_v1,body,false,2,кольчуга,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__07,wp_helmet_spheroconical,cat_item_object_helmet_v1,head,false,4,шлем,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__08,wp_helmet_halfmask,cat_item_object_helmet_v1,head,false,1,"единичные князья, бояре",costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__09,wp_barmitsa,cat_item_object_aventail_v1,neck,false,2,при шлеме,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__10,wp_shield_almond,cat_item_object_shield_v1,off_hand,false,4,обычно,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__11,wp_spear,cat_item_object_spear_v1,main_hand,false,4,обычно,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_boyar_war,боярин в походе,region_novgorod_land,nov_role_boyar,,field,,eq_boyar_war__12,wp_mace,cat_item_object_mace_v1,belt,false,1,редко,costume:AR004 | costume:AR020 | sqlite:social_groups:бояре,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__01,wp_sword,cat_item_object_sword_v1,belt_left,true,8,меч,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__02,wp_sword_scabbard,cat_container_form_sword_scabbard_v1,belt_left,true,8,при мече,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__03,wp_sword_belt,cat_item_object_sword_belt_v1,belt,true,8,при мече,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__04,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__05,wp_mail_long,cat_item_object_mail_armour_v1,body,false,4,длинная кольчуга,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__06,wp_helmet_halfmask,cat_item_object_helmet_v1,head,false,2,тип IV — XII–первая половина XIII в.; единичные князья,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__07,wp_helmet_spheroconical,cat_item_object_helmet_v1,head,false,2,шлем,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__08,wp_barmitsa,cat_item_object_aventail_v1,neck,false,4,при шлеме,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__09,wp_shield_almond,cat_item_object_shield_v1,off_hand,false,4,обычно,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_prince_war,князь в походе,region_novgorod_land,nov_role_prince,,field,,eq_prince_war__10,wp_mail_chausses,cat_item_object_mail_chausses_v1,legs,false,1,редко,costume:AR011 | lit:kirpichnikov_1971_shlemy | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__01,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__02,wp_spear,cat_item_object_spear_v1,main_hand,false,4,служебное оружие по приказу; costume AR017: стражник,tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__03,wp_staff,cat_item_object_staff_v1,main_hand,false,4,"обычно нож, топор, посох",tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__04,wp_utility_axe,cat_item_object_working_axe_v1,belt,false,2,"обычно нож, топор, посох",tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__05,wp_shield_almond,cat_item_object_shield_v1,off_hand,false,1,реконструкция,tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__06,wp_helmet_conical,cat_item_object_helmet_v1,head,false,1,реконструкция,tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_gate_guard,страж ворот на посту,region_novgorod_land,nov_role_guard,nov_occ_gate_guard,post,,eq_gate_guard__07,wp_signal_horn,cat_item_object_signal_horn_v1,belt,false,1,подать тревогу (реконструкция),tsv:occ:nov_occ_gate_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | costume:AR017,C,candidate
eq_market_guard,страж торга,region_novgorod_land,nov_role_guard,nov_occ_market_guard,post,,eq_market_guard__01,wp_knife,cat_item_object_utility_knife_v1,belt,true,8,нож,tsv:occ:nov_occ_market_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | statusrules:status_weapon,C,candidate
eq_market_guard,страж торга,region_novgorod_land,nov_role_guard,nov_occ_market_guard,post,,eq_market_guard__02,wp_staff,cat_item_object_staff_v1,main_hand,false,4,посох,tsv:occ:nov_occ_market_guard#weapon_access | tsv:role:nov_role_guard#weapon_rights | statusrules:status_weapon,C,candidate
