id	name_ru	name_lat	name_en	group	life_form	habitats	vis	flow	fruit	winter_look	cues	uses	tox	look	edib	yield	refs	conf	ev	notes
fl_hb_alopecurus_pratensis	лисохвост луговой	Alopecurus pratensis	meadow foxtail	grass	perennial_grass	MEADOW:4 WETMEADOW:4	4-10	5-6	6-7		мягкий серый колосовидный султан, ранний на пойме	корм;сено			none	охапка	gbif wiki	C	современный ареал
fl_hb_anthoxanthum_odoratum	душистый колосок	Anthoxanthum odoratum	sweet vernal grass	grass	perennial_grass	MEADOW:4 PASTURE:2	4-10	5-6	6-7		низкий злак; скошенное сено пахнет кумарином («запах свежего сена»)	корм;сено			none	охапка	gbif wiki	C	современный ареал	запах сена — ощущение сенокоса
fl_hb_nardus_stricta	белоус торчащий	Nardus stricta	mat-grass	grass	perennial_grass	PASTURE:2	1-12	6-7	7-8	жёсткие белёсые пучки под тонким снегом	жёсткие щетинистые пучки на бедных вытоптанных выгонах; скот его не ест	плохой корм			none	охапка	gbif wiki	C	современный ареал
fl_hb_elymus_repens	пырей ползучий	Elymus repens	couch grass	grass	perennial_grass	RUDERAL:4 MARGIN:4 GARDEN:2	4-10	6-7	7-8		сизые листья, длинные белые корневища в пахотной земле	корм;сорняк огорода			none	охапка	gbif wiki	C	современный ареал	корневища трудно выполоть
fl_hb_phalaris_arundinacea	двукисточник тростниковидный	Phalaris arundinacea	reed canary-grass	grass	perennial_grass	BANK:4 WETMEADOW:4 SHORE:2	1-12	6-7	7-8	сухие стебли у кромки льда	высокие стебли с широкими листьями по заливным берегам	корм;подстилка			none	охапка	gbif wiki	C	современный ареал
fl_hb_glyceria_maxima	манник большой	Glyceria maxima	reed sweet-grass	grass	perennial_grass	SHORE:4 BANK:2	1-12	6-8	8-9	полёгшие жёлтые листья на льду	высокие сочные заросли у воды, широкая метёлка	корм			none	охапка	gbif wiki	C	современный ареал
fl_hb_molinia_caerulea	молиния голубая	Molinia caerulea	purple moor-grass	grass	perennial_grass	FEN:2 BOG:1	1-12	7-8	8-9	рыжие сухие кочки	кочки с тёмно-фиолетовыми метёлками по сырым окраинам болот	подстилка			none	охапка	gbif wiki	C	современный ареал
fl_hb_melica_nutans	перловник поникающий	Melica nutans	mountain melick	grass	perennial_grass	BROADLEAF:2 MIXED:2	5-9	5-6	6-7		редкие поникшие колоски, похожие на бусины	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_milium_effusum	бор развесистый	Milium effusum	wood millet	grass	perennial_grass	BROADLEAF:2 MIXED:2	5-9	6-7	7-8		ажурная широкая метёлка в тенистых лиственных лесах	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_briza_media	трясунка средняя	Briza media	quaking grass	grass	perennial_grass	MEADOW:2	5-9	6-7	7-8		сердцевидные колоски дрожат на ветру	сено			none	пучок	gbif wiki	C	современный ареал
fl_hb_carex_nigra	осока обыкновенная (чёрная)	Carex nigra	common sedge	sedge_rush	perennial_sedge	FEN:8 WETMEADOW:4	1-12	5-6	6-7	жёлтые сухие листья под снегом по кочкам	тёмные колоски на трёхгранном стебле, сизые листья	грубый корм;подстилка			none	охапка	gbif wiki	C	современный ареал	осока режет руки
fl_hb_carex_acuta	осока острая	Carex acuta	slender tufted-sedge	sedge_rush	perennial_sedge	SHORE:8 WETMEADOW:4 BANK:4	1-12	5-6	6-7	полёглые соломенные листья у берега	высокие острые листья по разливам, режут ладонь	грубый корм;подстилка;кровля (грубая)			none	охапка	gbif wiki	C	современный ареал
fl_hb_carex_rostrata	осока вздутая	Carex rostrata	bottle sedge	sedge_rush	perennial_sedge	FEN:4 SHORE:4	1-12	6-7	7-8	сухие стебли в прибрежном льду	сизые заросли по сплавинам, вздутые мешочки плодов	подстилка			none	охапка	gbif wiki	C	современный ареал
fl_hb_carex_lasiocarpa	осока волосистоплодная	Carex lasiocarpa	slender sedge	sedge_rush	perennial_sedge	FEN:4 BOG:2	1-12	5-6	7-8	бурая щётка листьев над снегом	тонкие нитевидные листья сплошной щёткой на топких местах	—			none	охапка	src:VALDAY_BOG2023 gbif wiki	B	Валдай, верховые болота (совр.)
fl_hb_carex_limosa	осока топяная	Carex limosa	bog-sedge	sedge_rush	perennial_sedge	BOG:2	5-10	5-6	6-7		сизые листья и поникшие колоски на мочажинах, где нога проваливается	—			none	пучок	src:VALDAY_BOG2023 gbif wiki	B	Валдай, верховые болота (совр.)	указывает на топкое место
fl_hb_carex_pauciflora	осока малоцветковая	Carex pauciflora	few-flowered sedge	sedge_rush	perennial_sedge	BOG:2	5-9	5-6	6-7		крошечная осока по сфагновому ковру	—			none	пучок	src:VALDAY_BOG2023 gbif wiki	B	Валдай, верховые болота (совр.)
fl_hb_carex_digitata	осока пальчатая	Carex digitata	fingered sedge	sedge_rush	perennial_sedge	BROADLEAF:2 MIXED:2	3-11	4-5	5-6		ранние бурые колоски растопыркой в лиственном лесу	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_carex_globularis	осока шаровидная	Carex globularis	globular sedge	sedge_rush	perennial_sedge	CONIFER:2	5-10	5-6	6-7		тонкая осока в сыром ельнике-черничнике	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_eriophorum_vaginatum	пушица влагалищная	Eriophorum vaginatum	hare's-tail cottongrass	sedge_rush	perennial_sedge	BOG:8 FEN:2	1-12	4-5	5-6	плотные кочки с сухими листьями торчат из снега	кочки на болоте; весной белые пуховые головки, иногда ещё при снеге	пух (набивка, трут — реконструкция);корм оленям (не для Новгорода)			none	горсть	src:VALDAY_BOG2023 res:population-wild-flora-modern.md#WFM-03 gbif wiki	B	Валдай: цветёт весной при неполном сходе снега (WFM-03, research only)	использование пуха в XIII в. не засвидетельствовано
fl_hb_eriophorum_angustifolium	пушица узколистная	Eriophorum angustifolium	common cottongrass	sedge_rush	perennial_sedge	FEN:4 BOG:2	4-10	5-6	6-7		белые пуховые кисти, развевающиеся над мочажинами	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_juncus_effusus	ситник развесистый	Juncus effusus	soft rush	sedge_rush	perennial_rush	WETMEADOW:4 PASTURE:2 BANK:2	1-12	6-7	7-8	зелёные и рыжие дерновины над снегом	плотные пучки круглых гладких стеблей с сбоку торчащим соцветием	сердцевина — фитиль (европейская практика; для Руси не засвидетельствовано)			none	пучок	gbif wiki	C	современный ареал
fl_hb_juncus_bufonius	ситник жабий	Juncus bufonius	toad rush	sedge_rush	annual_rush	TRAMPLED:2	6-10	6-8	7-9		низкие щётки в сырых колеях и у луж	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_scheuchzeria_palustris	шейхцерия болотная	Scheuchzeria palustris	rannoch-rush	sedge_rush	perennial_herb	BOG:2	5-9	5-6	7-8		редкие стебли с вздутыми плодиками в мочажинах	—			none	пучок	src:VALDAY_BOG2023 gbif wiki	B	Валдай, верховые болота (совр.)
fl_hb_luzula_pilosa	ожика волосистая	Luzula pilosa	hairy wood-rush	sedge_rush	perennial_herb	MIXED:2 CONIFER:2	3-11	4-5	5-6		плоские листья с длинными белыми волосками по краю	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_schoenoplectus_lacustris	камыш озёрный	Schoenoplectus lacustris	common club-rush	sedge_rush	aquatic_emergent	SHORE:4 WATERSUB:2	1-12	6-7	8-9	тёмные сухие стебли вмерзают в лёд	высокие круглые тёмно-зелёные стебли без листьев в воде	циновки;плетение (реконструкция)	нет		none	вязанка	wk:claim:mb14-practical-net-draw-needs-clear-controlled-water-edge gbif wiki	C	WK упоминает камыш как помеху неводу
fl_hb_scirpus_sylvaticus	камыш лесной	Scirpus sylvaticus	wood club-rush	sedge_rush	perennial_sedge	WETMEADOW:4 FEN:2 EDGE:2	5-10	6-7	7-8		широкие листья и раскидистые бурые соцветия на сырых лесных полянах	грубый корм			none	охапка	gbif wiki	C	современный ареал
fl_hb_eleocharis_palustris	болотница болотная	Eleocharis palustris	common spike-rush	sedge_rush	perennial_sedge	SHORE:2 BANK:2	5-10	6-7	7-8		тонкие голые стебли с одним бурым колоском на илистых отмелях	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_pteridium_aquilinum	орляк обыкновенный	Pteridium aquilinum	bracken	fern	perennial_fern	PINEDRY:4 EDGE:4 MIXED:2	5-11	—	—	рыжие сухие вайи ломаются под снегом	высокие жёсткие вайи, осенью рыжие заросли в борах	подстилка	сырые растения ядовиты для скота (тиаминаза, птаквилозид); молодые побеги в сыром виде не еда		after_processing_only	охапка	gbif wiki	C	современный ареал	еда из орляка — поздняя практика, для 1230 не засвидетельствована
fl_hb_dryopteris_filix_mas	щитовник мужской	Dryopteris filix-mas	male fern	fern	perennial_fern	BROADLEAF:4 MIXED:4	5-10	—	—		широкая воронка крупных перистых вай в тенистом лесу	—	корневище ядовито	fl_hb_athyrium_filix_femina: сходная воронка вай	no	охапка	gbif wiki	C	современный ареал
fl_hb_dryopteris_carthusiana	щитовник игольчатый	Dryopteris carthusiana	narrow buckler-fern	fern	perennial_fern	CONIFER:4 MIXED:4	5-10	—	—		тонкорассечённые вайи в сыром ельнике	—	корневище ядовито	fl_hb_athyrium_filix_femina,fl_hb_dryopteris_filix_mas: другие папоротники	no	охапка	gbif wiki	C	современный ареал	
fl_hb_athyrium_filix_femina	кочедыжник женский	Athyrium filix-femina	lady fern	fern	perennial_fern	MIXED:4 BROADLEAF:2 FEN:2	5-10	—	—		нежные светло-зелёные вайи по сырым оврагам	—		fl_hb_dryopteris_filix_mas: сходная воронка вай	no	охапка	gbif wiki	C	современный ареал
fl_hb_matteuccia_struthiopteris	страусник обыкновенный	Matteuccia struthiopteris	ostrich fern	fern	perennial_fern	BANK:2 BROADLEAF:2	5-10	—	—	бурые спороносные вайи стоят всю зиму	правильная воронка вай, как перья, по пойменным лесам	—			none	охапка	gbif wiki	C	современный ареал
fl_hb_gymnocarpium_dryopteris	голокучник обыкновенный	Gymnocarpium dryopteris	oak fern	fern	perennial_fern	MIXED:2 CONIFER:2	5-9	—	—		низкие треугольные вайи на тонком черешке	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_polypodium_vulgare	многоножка обыкновенная	Polypodium vulgare	common polypody	fern	evergreen_fern	MIXED:1	1-12	—	—	зелёные вайи на замшелых валунах видны зимой	кожистые вайи на валунах и старых пнях	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_equisetum_arvense	хвощ полевой	Equisetum arvense	field horsetail	horsetail	perennial_herb	ARABLE:4 MARGIN:4 MEADOW:2 RUDERAL:2	4-10	—	—		весной бурые побеги со «шишкой», летом зелёные ёлочки	корм (ограниченно)	ядовит для лошадей в сене в больших количествах	fl_hb_equisetum_palustre: болотный хвощ ядовитее	no	пучок	gbif wiki wk:claim:novgorod-wetland-pollen-context	C	хвощи в пыльце Рюрикова городища нач. XIII в. (WK)
fl_hb_equisetum_sylvaticum	хвощ лесной	Equisetum sylvaticum	wood horsetail	horsetail	perennial_herb	MIXED:4 CONIFER:4	5-10	—	—		ажурные поникающие мутовки веточек в сыром лесу	—			none	пучок	gbif wiki wk:claim:novgorod-wetland-pollen-context	C	хвощи в пыльце (WK)
fl_hb_equisetum_fluviatile	хвощ приречный	Equisetum fluviatile	water horsetail	horsetail	aquatic_emergent	SHORE:4 FEN:2	5-11	—	—		гладкие полые стебли стоят в воде густой щёткой	корм	нет		none	охапка	gbif wiki wk:claim:novgorod-wetland-pollen-context	C	хвощи в пыльце (WK)
fl_hb_equisetum_palustre	хвощ болотный	Equisetum palustre	marsh horsetail	horsetail	perennial_herb	WETMEADOW:2 FEN:2	5-10	—	—		тонкие ребристые стебли в сыром сене	—	ядовит для скота, особенно лошадей, в сене	fl_hb_equisetum_arvense: сходный полевой хвощ	no	пучок	gbif wiki	C	современный ареал
fl_hb_equisetum_hyemale	хвощ зимующий	Equisetum hyemale	rough horsetail	horsetail	evergreen_herb	MIXED:1 BANK:1	1-12	—	—	тёмно-зелёные жёсткие стебли видны зимой	жёсткие шершавые стебли, скрипят в руке	шлифовка дерева и посуды (общеевропейская практика; для Руси — реконструкция)			none	пучок	gbif wiki	C	современный ареал	использование как абразива для Новгорода не засвидетельствовано
fl_hb_lycopodium_clavatum	плаун булавовидный	Lycopodium clavatum	stag's-horn clubmoss	clubmoss	evergreen_herb	PINEDRY:2 CONIFER:2	1-12	—	7-9	зелёные плети видны на проталинах	длинные ползучие зелёные плети с «колосками» на ножках	—	растение ядовито	fl_hb_lycopodium_annotinum,fl_hb_diphasiastrum_complanatum: другие плауны	no	пучок	gbif wiki	C	современный ареал	
fl_hb_lycopodium_annotinum	плаун годичный	Lycopodium annotinum	interrupted clubmoss	clubmoss	evergreen_herb	CONIFER:2 MIXED:2	1-12	—	7-9	зелёный под снегом	колючие «ёршики» по мху в ельнике	—	растение ядовито	fl_hb_lycopodium_clavatum: другой плаун	no	пучок	gbif wiki	C	современный ареал	
fl_hb_diphasiastrum_complanatum	дифазиаструм сплюснутый	Diphasiastrum complanatum	northern running-pine	clubmoss	evergreen_herb	PINEDRY:1	1-12	—	7-9	зелёный под снегом	плоские веточки, как крошечные туи, в сухом бору	—	растение ядовито	fl_hb_lycopodium_clavatum: другой плаун	no	пучок	gbif wiki	C	современный ареал	
fl_hb_sphagnum_magellanicum	сфагн магелланский	Sphagnum magellanicum	Magellanic bog-moss	moss	moss	BOG:8 FEN:2	1-12	—	—	под снегом; на проталинах буро-красные подушки	красноватые пружинящие подушки, выжимаются как губка	мох для конопатки и подстилки (реконструкция)	нет		none	охапка	src:VALDAY_BOG2023 wk:claim:novgorod-wetland-pollen-context res:population-wetland-stems.md#WLS-01 gbif wiki	B	сфагнум в пыльце нач. XIII в. (WK); вид — Валдай совр.
fl_hb_sphagnum_capillifolium	сфагн остролистный	Sphagnum capillifolium	red bog-moss	moss	moss	BOG:8 CONIFER:2	1-12	—	—	под снегом	плотные зелёно-красные кочки сфагнума, мокрые до щиколотки	мох для конопатки и подстилки (реконструкция)			none	охапка	src:VALDAY_BOG2023 wk:claim:novgorod-wetland-pollen-context gbif wiki	B	Валдай (как S. nemoreum); сфагнум в пыльце нач. XIII в.
fl_hb_sphagnum_fuscum	сфагн бурый	Sphagnum fuscum	rusty bog-moss	moss	moss	BOG:4	1-12	—	—	под снегом	бурые плотные кочки на вершинах верхового болота	мох (реконструкция)			none	охапка	wk:claim:novgorod-wetland-pollen-context gbif wiki	C	род — пыльца WK; вид — общая экология верховых болот
fl_hb_sphagnum_girgensohnii	сфагн Гиргензона	Sphagnum girgensohnii	Girgensohn's bog-moss	moss	moss	CONIFER:2 FEN:2	1-12	—	—	под снегом	светло-зелёные сфагновые пятна в сыром ельнике	мох (реконструкция)			none	охапка	gbif wiki	C	современный ареал
fl_hb_polytrichum_commune	кукушкин лён обыкновенный	Polytrichum commune	common haircap	moss	moss	FEN:4 CONIFER:4 MIXED:2	1-12	—	6-8	тёмно-зелёные «ёлочки» на проталинах	высокие прямые стебельки-ёлочки, коробочки на рыжих ножках	конопатка срубов и подстилка (традиционная практика; для 1230 реконструкция)			none	охапка	gbif wiki	C	современный ареал; мох в срубах — этнографическая аналогия
fl_hb_pleurozium_schreberi	плевроциум Шребера	Pleurozium schreberi	red-stemmed feathermoss	moss	moss	CONIFER:8 MIXED:4 PINEDRY:2	1-12	—	—	зелёный ковёр под снегом, виден на проталинах	сплошной мягкий ковёр с красными стебельками в сосняке-зеленомошнике	конопатка и подстилка (реконструкция)			none	охапка	gbif wiki	C	современный ареал
fl_hb_hylocomium_splendens	гилокомий блестящий	Hylocomium splendens	glittering wood-moss	moss	moss	CONIFER:8 MIXED:4	1-12	—	—	зелёный под снегом	ярусные блестящие «этажерки» мха в ельнике	конопатка и подстилка (реконструкция)			none	охапка	gbif wiki	C	современный ареал
fl_hb_dicranum_polysetum	дикранум многоножковый	Dicranum polysetum	rugose fork-moss	moss	moss	CONIFER:4 PINEDRY:2	1-12	—	—	зелёный под снегом	серповидно изогнутые листочки, «зачёсанный» мох на пнях и в бору	—			none	охапка	gbif https://en.wikipedia.org/wiki/Dicranum	C	современный ареал
fl_hb_ptilium_crista_castrensis	птилиум гребенчатый	Ptilium crista-castrensis	knight's plume moss	moss	moss	CONIFER:2	1-12	—	—	зелёный под снегом	перистые «страусовые перья» мха в старом ельнике	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_climacium_dendroides	климациум древовидный	Climacium dendroides	tree moss	moss	moss	WETMEADOW:2 FEN:2	1-12	—	—	под снегом	мох в виде крошечных деревец на сырых лугах	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_aulacomnium_palustre	аулакомниум болотный	Aulacomnium palustre	bog groove-moss	moss	moss	FEN:4 BOG:2	1-12	—	—	под снегом	желтовато-зелёные мягкие куртины на переходных болотах	—			none	пучок	gbif wiki	C	современный ареал
fl_hb_ceratodon_purpureus	цератодон пурпурный	Ceratodon purpureus	redshank moss	moss	moss	RUDERAL:4 YARDTREE:2	1-12	—	4-6	бурые подушечки на крышах и кострищах	бурая щётка мха на крышах, старых кострищах, у заборов; весной красные ножки	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_marchantia_polymorpha	маршанция изменчивая	Marchantia polymorpha	common liverwort	moss	liverwort	RUDERAL:2 BANK:2	4-11	—	5-7		плоские зелёные лопасти с «зонтиками» на сырой земле и пожарищах	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_fontinalis_antipyretica	фонтиналис противопожарный	Fontinalis antipyretica	greater water-moss	moss	aquatic_moss	WATERSUB:2	1-12	—	—	тёмные пряди колышутся подо льдом у ключей	длинные тёмные пряди мха, колышущиеся в течении на камнях и сваях	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_cladonia_rangiferina	кладония оленья (олений мох, ягель)	Cladonia rangiferina	reindeer lichen	lichen	fruticose_lichen	PINEDRY:4 BOG:4	1-12	—	—	под снегом; на проталинах серые хрусткие подушки	пепельно-серые кустистые подушки, хрустят под ногой в сухую погоду	корм оленям (северные народы; не для Новгорода)	нет		famine_only	горсть	src:CHKHOBADZE2015 gbif wiki	C	таёжные болота Вологодской обл. (аналогия)
fl_hb_cladonia_arbuscula	кладония лесная	Cladonia arbuscula	shrubby reindeer lichen	lichen	fruticose_lichen	PINEDRY:4 BOG:2	1-12	—	—	под снегом	желтовато-серые кустистые подушки в беломошном бору	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_cladonia_stellaris	кладония звёздчатая	Cladonia stellaris	star-tipped reindeer lichen	lichen	fruticose_lichen	PINEDRY:2	1-12	—	—	под снегом	плотные шапочки-«кочанчики» светлого ягеля в сухих борах	—			none	горсть	gbif wiki	C	общая бореальная экология
fl_hb_cladonia_pyxidata	кладония крыночковидная	Cladonia pyxidata	pixie-cup lichen	lichen	cup_lichen	DEADWOOD:2 PINEDRY:2	1-12	—	—	серо-зелёные «рюмочки» на пнях у проталин	крошечные серо-зелёные рюмочки на пнях и песке	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_cetraria_islandica	цетрария исландская (исландский мох)	Cetraria islandica	Iceland moss	lichen	fruticose_lichen	PINEDRY:2 BOG:2	1-12	—	—	бурые курчавые кустики у проталин	бурые кожистые курчавые лопасти с ресничками в боровом мху	голодная пища после вымачивания (Скандинавия, позднее; для Руси 1230 не засвидетельствовано)			after_processing_only	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_hypogymnia_physodes	гипогимния вздутая	Hypogymnia physodes	hooded tube lichen	lichen	foliose_lichen	EPIPHYTE:8 YARDTREE:4	1-12	—	—	серо-зелёные розетки на коре хорошо видны зимой	серо-зелёные вздутые лопасти на коре берёз, сосен, жердях изгородей	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	«банальный эпифит» (Вологодская обл., аналогия)
fl_hb_parmelia_sulcata	пармелия бороздчатая	Parmelia sulcata	hammered shield lichen	lichen	foliose_lichen	EPIPHYTE:4 YARDTREE:4	1-12	—	—	серые розетки на коре видны зимой	серые сетчато-бороздчатые розетки на коре	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_evernia_prunastri	эверния сливовая (дубовый мох)	Evernia prunastri	oakmoss	lichen	fruticose_lichen	EPIPHYTE:2 YARDTREE:2	1-12	—	—	зеленовато-серые кустики на ветвях	мягкие ремневидные кустики на ветвях лиственных деревьев	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_pseudevernia_furfuracea	псевдэверния шелушащаяся	Pseudevernia furfuracea	tree moss (lichen)	lichen	fruticose_lichen	EPIPHYTE:4	1-12	—	—	серые кустики на ветвях сосен и елей	серые оленерогие кустики на ветвях хвойных и берёз	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_usnea_hirta	уснея шершавая (бородач)	Usnea hirta	bristly beard lichen	lichen	fruticose_lichen	EPIPHYTE:2	1-12	—	—	пучки на ветвях видны зимой	серо-зелёные «бороды» на сухих ветвях старых деревьев	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_bryoria_furcellata	бриория вильчатая (конский волос)	Bryoria furcellata	horsehair lichen	lichen	fruticose_lichen	EPIPHYTE:2	1-12	—	—	тёмные космы на еловых ветвях	тёмно-бурые спутанные космы на нижних ветвях старых елей	—			none	горсть	src:CHKHOBADZE2015 gbif https://en.wikipedia.org/wiki/Bryoria	C	аналогия (Вологодская обл.)
fl_hb_vulpicida_pinastri	вульпицида сосновая	Vulpicida pinastri	powdered sunshine lichen	lichen	foliose_lichen	EPIPHYTE:2	1-12	—	—	ярко-жёлтые пятнышки на коре заметны зимой	маленькие ярко-лимонные лопасти у основания сосен	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_xanthoria_parietina	ксантория настенная	Xanthoria parietina	common orange lichen	lichen	foliose_lichen	YARDTREE:4 EPIPHYTE:1	1-12	—	—	оранжевые пятна на коре и старом дереве видны зимой	ярко-оранжевые розетки на коре осин и ив у жилья, на старых жердях	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия; любит места у жилья
fl_hb_physcia_stellaris	фисция звёздчатая	Physcia stellaris	star rosette lichen	lichen	foliose_lichen	YARDTREE:2 EPIPHYTE:2	1-12	—	—	серые звёздочки на ветвях	мелкие серые звёздчатые розетки на тонких ветвях	—			none	горсть	src:CHKHOBADZE2015 gbif wiki	C	аналогия (Вологодская обл.)
fl_hb_peltigera_canina	пельтигера собачья	Peltigera canina	dog lichen	lichen	foliose_lichen	EDGE:2 MIXED:1	3-11	—	—		крупные серо-бурые лопасти с беловатыми «корешками» на мху по опушкам	—			none	горсть	gbif wiki	C	современный ареал
fl_hb_filipendula_ulmaria	лабазник вязолистный (таволга)	Filipendula ulmaria	meadowsweet	forb_wetland	perennial_herb	WETMEADOW:8 FEN:4 BANK:4	1-12	6-7	8-9	бурые сухие стебли с метёлками стоят над снегом	пенные кремовые метёлки с медово-миндальным запахом по сырым лугам	медонос (лечебное применение для Руси 1230 не засвидетельствовано)			none	охапка	wk:claim:novgorod-wetland-pollen-context res:population-wetland-stems.md#WLS-01 gbif wiki	B	пыльца Filipendula у Рюрикова городища нач. XIII в. (WK)
fl_hb_trifolium_pratense	клевер луговой	Trifolium pratense	red clover	forb_meadow	perennial_herb	MEADOW:4 PASTURE:4	5-10	6-8	8-9		розовые шаровидные головки, листья с белым «уголком»	корм;медонос	свежий бобовый корм может вызывать тимпанию у жвачных		none	охапка	wk:claim:static-ruminant-feed-b11-legume-forage-can-support-frothy-rumen-bloat gbif wiki	C	WK: бобовый корм и тимпания
fl_hb_trifolium_repens	клевер ползучий	Trifolium repens	white clover	forb_meadow	perennial_herb	PASTURE:8 TRAMPLED:4 MEADOW:2	5-10	6-9	8-9		белые головки на ползучих стеблях по выгонам и дворам	корм;медонос	свежий бобовый корм может вызывать тимпанию у жвачных		none	охапка	wk:claim:static-ruminant-feed-b11-legume-forage-can-support-frothy-rumen-bloat gbif wiki	C	WK: бобовый корм
fl_hb_vicia_cracca	горошек мышиный	Vicia cracca	tufted vetch	forb_meadow	perennial_herb	MEADOW:4 MARGIN:4 EDGE:2	5-10	6-8	8-9		цепкие усики, лиловые односторонние кисти цветов	корм			none	охапка	gbif wiki	C	современный ареал
fl_hb_lathyrus_pratensis	чина луговая	Lathyrus pratensis	meadow vetchling	forb_meadow	perennial_herb	MEADOW:4	5-10	6-8	8-9		жёлтые мотыльковые цветы, цепляющиеся за траву	корм	семена в больших количествах вредны		none	охапка	gbif wiki	C	современный ареал
