id	name_ru	name_lat	name_en	kind	life_form	habitats	vis	flow	ripe	winter_look	cues	uses	tox	look	edib	prep	yield	food	refs	conf	ev	notes
fl_fu_xerocomus_subtomentosus	моховик зелёный	Xerocomus subtomentosus	suede bolete	fungus_bolete	mycorrhizal	MIXED:2 BROADLEAF:2 EDGE:2	7-9	—	7-9		бархатистая оливковая шляпка, жёлтые крупные поры	еда: варка			edible_fresh	варка	лукошко	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., редко (широколиств.)
fl_fu_suillus_luteus	маслёнок поздний	Suillus luteus	slippery jack	fungus_bolete	mycorrhizal	PINEDRY:4 EDGE:2	8-10	—	8-10		слизистая коричневая шляпка, плёнчатое кольцо на ножке; в молодых соснах	еда: варка (кожицу снимают)			edible_fresh	варка	корзина	master:ING0058	gbif wiki	C	современный ареал
fl_fu_suillus_bovinus	козляк	Suillus bovinus	Jersey cow mushroom	fungus_bolete	mycorrhizal	PINEDRY:4 BOG:1	8-10	—	8-10		рыжеватая шляпка, крупные угловатые поры; упругая, «резиновая» мякоть в сухих борах	еда: варка			edible_fresh	варка	корзина	master:ING0058	gbif wiki	C	современный ареал
fl_fu_suillus_variegatus	моховик пёстрый (маслёнок пёстрый)	Suillus variegatus	velvet bolete	fungus_bolete	mycorrhizal	PINEDRY:2	8-10	—	8-10		оливково-жёлтая шершавая шляпка, мякоть слегка синеет; в борах	еда: варка			edible_fresh	варка	корзина	master:ING0058	gbif wiki	C	современный ареал
fl_fu_tylopilus_felleus	желчный гриб (горчак)	Tylopilus felleus	bitter bolete	fungus_bolete	mycorrhizal	CONIFER:2 MIXED:2	7-10	—	7-10		похож на белый, но трубчатка розовеет, а ножка в тёмной сетке; мякоть очень горькая	—	несъедобен из-за горечи	fl_fu_boletus_edulis,fl_fu_leccinum_scabrum,fl_fu_imleria_badia: съедобные трубчатые грибы	not_food	—	—	—	gbif wiki	C	современный ареал	один гриб портит всё варево горечью
fl_fu_cantharellus_cibarius	лисичка обыкновенная	Cantharellus cibarius	chanterelle	fungus_agaric	mycorrhizal	CONIFER:4 MIXED:4	6-10	—	6-10		желтковые воронки с толстыми складками вместо пластинок, группами во мху	еда: варка			edible_fresh	варка	лукошко	master:ING0058	gbif wiki	C	современный ареал (в выборке Калининой нет — широколиственные)
fl_fu_lactarius_resimus	груздь настоящий	Lactarius resimus	true milk-cap	fungus_milkcap	mycorrhizal	MIXED:4 BROADLEAF:2	7-9	—	7-9		белая воронковидная шляпка с мохнатым подвёрнутым краем, едкий белый сок; прячется под листвой	засолка после вымачивания (традиционная; для 1230 реконструкция)	едкий млечный сок: сырым не едят	fl_fu_paxillus_involutus: свинушка тонкая (нет млечного сока, пластинки буреют)	edible_after_processing	вымачивание, отваривание или засолка	корзина	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., единственная находка в широколиств.	
fl_fu_lactarius_necator	груздь чёрный (чернушка)	Lactarius necator	ugly milk-cap	fungus_milkcap	mycorrhizal	MIXED:4 CONIFER:2 EDGE:2	7-10	—	7-10		оливково-чёрная липкая шляпка, едкий белый сок; у берёз по лесным дорогам	засолка после вымачивания (реконструкция)	едкий сок; сырым ядовит (раздражение ЖКТ)	fl_fu_paxillus_involutus: свинушка тонкая (нет млечного сока, пластинки буреют)	edible_after_processing	вымачивание и засолка	корзина	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., редко (широколиств.)	
fl_fu_lactarius_torminosus	волнушка розовая	Lactarius torminosus	woolly milk-cap	fungus_milkcap	mycorrhizal	MIXED:4 EDGE:4	7-10	—	7-10		розовая шляпка с кругами и мохнатым бахромчатым краем, горько-едкий сок; у старых берёз	засолка после вымачивания (реконструкция)	сырой и недовымоченный — тяжёлое расстройство ЖКТ		edible_after_processing	длительное вымачивание и засолка	корзина	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., редко (широколиств.)
fl_fu_lactarius_deterrimus	рыжик еловый	Lactarius deterrimus	false saffron milkcap	fungus_milkcap	mycorrhizal	CONIFER:4	7-10	—	7-10		оранжевая шляпка с кругами, оранжевый сок зеленеет на воздухе; в молодых ельниках	засолка (реконструкция)			edible_fresh	можно солить без вымачивания	корзина	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: СЗ России (Ленинградская обл.), редко в широколиств.
fl_fu_lactarius_rufus	горькушка	Lactarius rufus	rufous milkcap	fungus_milkcap	mycorrhizal	CONIFER:8 PINEDRY:4 BOG:2	7-10	—	7-10		красно-бурая шляпка с бугорком в центре, жгуче-горький сок; массово в сосняках и ельниках	засолка после вымачивания (реконструкция)	сырой — жгуче-горький, раздражает ЖКТ		edible_after_processing	вымачивание и засолка	корзина	master:ING0058	gbif wiki	C	современный ареал
fl_fu_russula_vesca	сыроежка пищевая	Russula vesca	bare-toothed russula	fungus_russula	mycorrhizal	MIXED:4 BROADLEAF:2 CONIFER:2	7-9	—	7-9		розовато-коричневая шляпка, кожица не доходит до края, хрупкие белые пластинки	еда: варка		fl_fu_russula_emetica,fl_fu_amanita_phalloides,fl_fu_amanita_virosa,fl_fu_amanita_pantherina: жгучая сыроежка и ядовитые мухоморы (у мухоморов кольцо и вольва)	edible_fresh	варка	лукошко	master:ING0058	gbif wiki	C	современный ареал	
fl_fu_russula_emetica	сыроежка жгучеедкая	Russula emetica	sickener	fungus_russula	mycorrhizal	BOG:4 CONIFER:2	7-10	—	7-10		ярко-красная шляпка, белые пластинки, жгучая мякоть; по сфагновым местам	—	вызывает рвоту в сыром виде	fl_fu_russula_vesca: съедобная сыроежка	not_food	—	—	—	gbif wiki	C	современный ареал
fl_fu_armillaria_borealis	опёнок осенний	Armillaria borealis	honey fungus	fungus_agaric	wood_decay	DEADWOOD:8 BROADLEAF:4 EDGE:2	8-10	—	8-10		массовые медово-бурые гроздья на пнях и стволах, плёнчатое кольцо на ножке	еда: только хорошо отваренный		fl_fu_hypholoma_fasciculare,fl_fu_galerina_marginata: ложноопёнок и смертельно ядовитая галерина на той же древесине	edible_after_processing	обязательное отваривание	корзина	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., VIII–X, нередко
fl_fu_kuehneromyces_mutabilis	опёнок летний	Kuehneromyces mutabilis	sheathed woodtuft	fungus_agaric	wood_decay	DEADWOOD:4	6-8	—	6-8		двухцветные гигрофанные шляпки пучками на лиственных пнях, чешуйчатая ножка ниже кольца	еда: варка		fl_fu_galerina_marginata: смертельно ядовитая галерина — почти неотличима	edible_fresh	варка	лукошко	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., VI–VIII, часто
fl_fu_flammulina_velutipes	опёнок зимний	Flammulina velutipes	velvet shank	fungus_agaric	wood_decay	DEADWOOD:4 BANK:2	1-3,9-12	—	9-12	оранжевые липкие шляпки на ивах и осинах видны в оттепель, даже при снеге	оранжевые слизистые шляпки с бархатной тёмной ножкой на ивах у воды, поздней осенью и в оттепели	еда: варка		fl_fu_galerina_marginata: галерина	edible_fresh	варка	лукошко	master:ING0058	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., IX–XII, часто	плодоносит в оттепели зимой
fl_fu_pleurotus_ostreatus	вёшенка обыкновенная	Pleurotus ostreatus	oyster mushroom	fungus_agaric	wood_decay	DEADWOOD:2	9-12	—	9-11		серые «ушки» черепицей на сухостое лиственных деревьев	еда: варка			edible_fresh	варка	лукошко	master:ING0058	src:KALININA2020 gbif wiki	C	Калинина 2020: Ленинградская обл., редко
fl_fu_coprinus_comatus	навозник белый	Coprinus comatus	shaggy ink cap	fungus_agaric	saprotroph	RUDERAL:2 PASTURE:2	6-10	—	6-10		белые лохматые «свечи» на унавоженной земле, быстро растекаются в чёрную жижу	еда только молодым (реконструкция)			edible_fresh	варка сразу после сбора	горсть	—	src:KALININA2020 gbif wiki	C	Калинина 2020: Новгородская обл., единственная находка
fl_fu_gyromitra_esculenta	строчок обыкновенный	Gyromitra esculenta	false morel	fungus_ascomycete	saprotroph	PINEDRY:4 EDGE:2	4-5	—	4-5		бурая морщинистая «мозговидная» шляпка весной на песчаных вырубках	—	сырой и плохо отваренный смертельно ядовит (гиромитрин)	fl_fu_morchella_esculenta: сморчок	poisonous	опасен при любой обработке	корзина	—	gbif wiki	C	современный ареал	весенний гриб; не делать безопасной едой
fl_fu_morchella_esculenta	сморчок съедобный	Morchella esculenta	morel	fungus_ascomycete	saprotroph	BROADLEAF:2 EDGE:2 GARDEN:1	4-5	—	4-5		ячеистая шляпка-соты на полой ножке весной в лиственных лесах	еда после отваривания (реконструкция)	сырой вреден	fl_fu_gyromitra_esculenta: строчок	edible_after_processing	отваривание, отвар сливают	лукошко	—	gbif wiki	C	современный ареал
fl_fu_lycoperdon_perlatum	дождевик шиповатый	Lycoperdon perlatum	common puffball	fungus_gasteroid	saprotroph	MIXED:4 CONIFER:2 EDGE:2 PASTURE:2	7-10	—	7-10		белые шарики в шипиках; старые выпускают облако бурой пыли при нажатии	еда только молодым с белой мякотью (реконструкция)		fl_fu_amanita_phalloides: «яйцо» молодой поганки; fl_fu_scleroderma_citrinum: ложнодождевик	edible_fresh	варка	горсть	—	gbif wiki	C	современный ареал
fl_fu_scleroderma_citrinum	ложнодождевик обыкновенный	Scleroderma citrinum	common earthball	fungus_gasteroid	mycorrhizal	PINEDRY:2 MIXED:2	7-10	—	7-10		жёсткий желтоватый клубень с тёмной мраморной мякотью	—	ядовит	fl_fu_lycoperdon_perlatum: дождевик	poisonous	—	—	—	gbif wiki	C	современный ареал
fl_fu_cortinarius_caperatus	колпак кольчатый	Cortinarius caperatus	gypsy mushroom	fungus_agaric	mycorrhizal	CONIFER:2 PINEDRY:2	8-10	—	8-10		соломенная шляпка «в инее», плёнчатое кольцо; в черничных борах	еда: варка		fl_fu_cortinarius_rubellus: паутинники	edible_fresh	варка	лукошко	master:ING0058	gbif wiki	C	современный ареал
fl_fu_paxillus_involutus	свинушка тонкая	Paxillus involutus	brown roll-rim	fungus_agaric	mycorrhizal	MIXED:4 CONIFER:2 EDGE:2	7-10	—	7-10		бурая шляпка с подвёрнутым краем, пластинки буреют от нажатия	—	ядовит: повторное употребление вызывает тяжёлый иммунный гемолиз	fl_fu_lactarius_resimus,fl_fu_lactarius_necator: грузди (у свинушки нет млечного сока)	poisonous	—	—	—	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., редко (широколиств.)	традиционно считалась съедобной — опасное заблуждение
fl_fu_amanita_phalloides	бледная поганка	Amanita phalloides	death cap	fungus_agaric	mycorrhizal	BROADLEAF:1 MIXED:1	8-9	—	8-9		зеленовато-оливковая шляпка, белые пластинки, кольцо и мешковидная вольва у основания	—	смертельно ядовита (аматоксины); симптомы через 6–24 ч	fl_fu_russula_vesca,fl_fu_lycoperdon_perlatum: зеленоватые сыроежки, молодые «яйца» как дождевик	poisonous	—	—	—	src:KALININA2020 gbif wiki	C	Калинина 2020: только Ленинградская и Псковская обл., редко (в дубравах)	в Новгородской земле — редко, в широколиственных
fl_fu_amanita_virosa	мухомор вонючий (белая поганка)	Amanita virosa	destroying angel	fungus_agaric	mycorrhizal	CONIFER:1 MIXED:1	7-9	—	7-9		чисто-белый гриб с кольцом, чешуйчатой ножкой и вольвой; неприятный запах	—	смертельно ядовит (аматоксины)	fl_fu_russula_vesca: белые сыроежки	poisonous	—	—	—	src:KALININA2020 gbif wiki	C	Калинина 2020: Ленинградская обл., единственная находка
fl_fu_amanita_muscaria	мухомор красный	Amanita muscaria	fly agaric	fungus_agaric	mycorrhizal	MIXED:4 CONIFER:4 BROADLEAF:2	8-10	—	8-9		ярко-красная шляпка в белых хлопьях, кольцо на ножке; у берёз и елей	—	ядовит (иботеновая кислота, мусцимол)	fl_fu_russula_emetica: красные шляпки сыроежек (без хлопьев и кольца)	poisonous	—	—	—	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., VIII–IX, часто	использование как «мухомора» (от мух) для 1230 не засвидетельствовано
fl_fu_amanita_pantherina	мухомор пантерный	Amanita pantherina	panther cap	fungus_agaric	mycorrhizal	MIXED:1 PINEDRY:1	7-9	—	7-9		бурая шляпка в белых бородавках, край ребристый	—	ядовит	fl_fu_russula_vesca: бурые сыроежки	poisonous	—	—	—	gbif wiki	C	современный ареал
fl_fu_galerina_marginata	галерина окаймлённая	Galerina marginata	funeral bell	fungus_agaric	wood_decay	DEADWOOD:4	7-10	—	7-10		мелкие медово-бурые шляпки на гнилой древесине, тонкое кольцо	—	смертельно ядовита (аматоксины)	fl_fu_kuehneromyces_mutabilis,fl_fu_armillaria_borealis,fl_fu_flammulina_velutipes: опята	poisonous	—	—	—	src:KALININA2020 gbif wiki	B	Калинина 2020: Новгородская обл., VII–X, часто
fl_fu_hypholoma_fasciculare	ложноопёнок серно-жёлтый	Hypholoma fasciculare	sulphur tuft	fungus_agaric	wood_decay	DEADWOOD:4	6-11	—	8-10		серно-жёлтые пучки на пнях, зеленоватые пластинки, горький вкус	—	ядовит	fl_fu_armillaria_borealis: осенний опёнок	poisonous	—	—	—	src:KALININA2020 gbif wiki	B	Калинина 2020: Ленинградская обл., VIII–IX, нередко
fl_fu_cortinarius_rubellus	паутинник красивейший	Cortinarius rubellus	deadly webcap	fungus_agaric	mycorrhizal	CONIFER:1 BOG:1	8-10	—	8-10		рыжевато-бурая шляпка с бугорком, ржавые пластинки, ножка с полосками; в сырых ельниках	—	смертельно ядовит (орелланин): поражение почек через дни	fl_fu_cortinarius_caperatus: колпак	poisonous	—	—	—	gbif wiki	C	современный ареал
fl_fu_tricholoma_equestre	зеленушка	Tricholoma equestre	man on horseback	fungus_agaric	mycorrhizal	PINEDRY:2	9-11	—	9-11		зеленовато-жёлтая шляпка в песке молодых сосняков, жёлтые пластинки	—	при частом употреблении описаны тяжёлые поражения мышц; не считать безопасной	fl_fu_amanita_phalloides: зеленоватые шляпки бледной поганки (у поганки кольцо и вольва)	poisonous	—	—	—	gbif wiki	C	современный ареал	
fl_fu_entoloma_sinuatum	энтолома ядовитая	Entoloma sinuatum	livid pinkgill	fungus_agaric	mycorrhizal	BROADLEAF:1	8-9	—	8-9		крупная серая шляпка, желтоватые затем розовые пластинки, мучной запах	—	ядовита (тяжёлое расстройство ЖКТ)	съедобные рядовки и говорушки (в таблице нет); розовые пластинки у зрелых	poisonous	—	—	—	src:KALININA2020 gbif wiki	C	Калинина 2020: Псковская обл. (Локнянский, Новосокольнический р-ны), редко; находки в Новгородской области у Калининой нет (прежняя запись была ошибкой парсера, см. VERIFICATION.md)	
fl_fu_fomes_fomentarius	трутовик настоящий	Fomes fomentarius	tinder fungus	fungus_bracket	wood_decay	DEADWOOD:8 EPIPHYTE:4	1-12	—	1-12	серые копыта на берёзах видны круглый год	серые копытообразные наросты на стволах берёз	трут для огнива (общеевропейская практика; для Новгорода реконструкция)			not_food	—	штука	—	gbif wiki	C	современный ареал
fl_fu_fomitopsis_betulina	берёзовая губка	Fomitopsis betulina	birch polypore	fungus_bracket	wood_decay	DEADWOOD:4 EPIPHYTE:2	1-12	—	8-10	старые белёсые «лепёшки» на сухих берёзах видны зимой	белые округлые «подушки» на мёртвых берёзах	—			not_food	—	штука	—	gbif wiki	C	современный ареал
fl_fu_inonotus_obliquus	чага (трутовик скошенный)	Inonotus obliquus	chaga	fungus_bracket	wood_decay	EPIPHYTE:2 MIXED:2	1-12	—	1-12	чёрные растрескавшиеся наросты на живых берёзах видны зимой	чёрный угольный нарост с рыжей сердцевиной на стволе живой берёзы	—			not_food	—	штука	—	gbif wiki	C	современный ареал	употребление как напитка в XIII в. не засвидетельствовано (легенды позднее)
fl_fu_laetiporus_sulphureus	трутовик серно-жёлтый	Laetiporus sulphureus	chicken of the woods	fungus_bracket	wood_decay	BROADLEAF:1 BANK:1	6-9	—	6-9		ярусы сочных оранжево-жёлтых «языков» на старых ивах и дубах	еда молодым после отваривания (реконструкция)	сырой вызывает расстройство	—	edible_after_processing	отваривание	штука	—	gbif wiki	C	современный ареал
fl_fu_claviceps_purpurea	спорынья	Claviceps purpurea	ergot	fungus_ascomycete	parasite	RYEHEAD:2	7-8	—	7-8		тёмно-фиолетовые рожки вместо зёрен в колосьях ржи, чаще после сырого лета	—	очень ядовита: отравление хлебом с примесью рожков (эрготизм — судороги, гангрена)	fl_cu_secale_cereale: зерно ржи	poisonous	—	горсть	—	gbif wiki	C	общая фитопатология ржи; для Новгорода XIII в. находок в выборке нет	опасность для голодного хлеба 1230 г. — реконструкция
