id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	g1_type	place_template_id	place_template_title	template_type_note	name_status	evidence_status	primary_landscape_template_id	primary_water_body_template_id	land_use_template_ids	route_template_ids_guidance	authority_or_control	economic_function	game_use	limits	known_to_player_default	known_to_character_default	status	confidence	sources	audit_notes	scale_class	household_estimate	household_mix	site_extent_note	g4_target	historical_gameplay_profile	scale_audit_status
gn_nov_g1_02_03_g3_006_gluhaya_luka_u_ilmen_derevnya	staraya_gluhaya_luka_u_ilmenya_derevnya	Старая Глухая Лука у Ильменя: деревня	place	G3	gn_nov_g1_02_03_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_hamlet	Малое сельское поселение	деревня	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой	v6_scale_checked
gn_nov_g1_02_03_g3_007_olshanik_na_ilmen_pristan	staryy_olshanik_na_ilmene_pristan	Старый Ольшаник на Ильмене: пристань	place	G3	gn_nov_g1_02_03_g2_03_landing_zone	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_02_03_g3_008_staryy_sled_u_ilmen_derevnya	nizhnee_sledovo_u_ilmenya_derevnya	Нижнее Следово у Ильменя: деревня	place	G3	gn_nov_g1_02_03_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_hamlet	Малое сельское поселение	деревня	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой	v6_scale_checked
gn_nov_g1_02_03_g3_009_kamenka_na_ilmen_pristan	nizhnyaya_kamenka_na_ilmene_pristan	Нижняя Каменка на Ильмене: пристань	place	G3	gn_nov_g1_02_03_g2_03_landing_zone	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_02_03_g3_010_zareche_u_ilmen_derevnya	staroe_zareche_u_ilmenya_derevnya	Старое Заречье у Ильменя: деревня	place	G3	gn_nov_g1_02_03_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_hamlet	Малое сельское поселение	деревня	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой	v6_scale_checked
gn_nov_g1_02_03_g3_011_podbore_na_ilmen_pristan	nizhnee_podbore_na_ilmene_pristan	Нижнее Подборье на Ильмене: пристань	place	G3	gn_nov_g1_02_03_g2_03_landing_zone	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_02_03_g3_012_ruchi_na_ilmen_pristan	verhnie_ruchi_na_ilmene_pristan	Верхние Ручьи на Ильмене: пристань	place	G3	gn_nov_g1_02_03_g2_03_landing_zone	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_02_03_g3_013_malyy_bor_u_ilmen_derevnya	nizhniy_malyy_bor_u_ilmenya_derevnya	Нижний Малый Бор у Ильменя: деревня	place	G3	gn_nov_g1_02_03_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_hamlet	Малое сельское поселение	деревня	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой	v6_scale_checked
gn_nov_g1_02_03_g3_014_verhnie_luga_u_ilmen_derevnya	verhnie_luga_u_ilmenya_derevnya	Верхние Луга у Ильменя: деревня	place	G3	gn_nov_g1_02_03_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_hamlet	Малое сельское поселение	деревня	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой	v6_scale_checked
gn_nov_g1_02_03_g3_015_nizhniy_pochinok_na_ilmen_pristan	dalnee_pochine_na_ilmene_pristan	Дальнее Починье на Ильмене: пристань	place	G3	gn_nov_g1_02_03_g2_03_landing_zone	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_02_03_g3_016_bereze_u_ilmen_derevnya	nizhnee_bereze_u_ilmenya_derevnya	Нижнее Березье у Ильменя: деревня	place	G3	gn_nov_g1_02_03_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_03	dense_river_road	pt_hamlet	Малое сельское поселение	деревня	fictional_historicized_name	historically_plausible_construct	lt_marsh_lake_margin	wb_large_fresh_lake	"[""lu_inland_capture_fishing"", ""lu_fish_weir_trap_operation"", ""lu_hay_meadow_cutting"", ""lu_reed_sedge_harvest""]"	"[""rt_lake_route"", ""rt_river_route"", ""rt_ford"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой	v6_scale_checked
gn_nov_g1_02_04_g3_001_ruchi_u_ilmen_selo	nizhnie_ruchi_u_ilmenya_selo	Нижние Ручьи у Ильменя: село	place	G3	gn_nov_g1_02_04_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_04	dense_river_road	pt_village	Сельское поселение	село	fictional_historicized_name	historically_plausible_construct	lt_mesic_meadow	wb_brook	"[""lu_rainfed_arable"", ""lu_open_field_strip_cultivation"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_kitchen_garden"", ""lu_fiber_crop_plot""]"	"[""rt_local_road"", ""rt_cart_track"", ""rt_path"", ""rt_winter_road""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы	v6_scale_checked
gn_nov_g1_02_04_g3_002_malyy_bor_u_ilmen_pogost	malyy_bor_u_ilmenya_pogost	Малый Бор у Ильменя: погост	place	G3	gn_nov_g1_02_04_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_04	dense_river_road	pt_pogost_center	Погостовый центр	погост	fictional_historicized_name	historically_plausible_construct	lt_mesic_meadow	wb_brook	"[""lu_rainfed_arable"", ""lu_open_field_strip_cultivation"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_kitchen_garden"", ""lu_fiber_crop_plot""]"	"[""rt_local_road"", ""rt_cart_track"", ""rt_path"", ""rt_winter_road""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов	v6_scale_checked
gn_nov_g1_02_04_g3_003_verhnie_luga_u_ilmen_selo	nizhnie_luga_u_ilmenya_selo	Нижние Луга у Ильменя: село	place	G3	gn_nov_g1_02_04_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_04	dense_river_road	pt_village	Сельское поселение	село	fictional_historicized_name	historically_plausible_construct	lt_mesic_meadow	wb_brook	"[""lu_rainfed_arable"", ""lu_open_field_strip_cultivation"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_kitchen_garden"", ""lu_fiber_crop_plot""]"	"[""rt_local_road"", ""rt_cart_track"", ""rt_path"", ""rt_winter_road""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы	v6_scale_checked
gn_nov_g1_02_04_g3_004_nizhniy_pochinok_u_ilmen_selo	nizhniy_pochinok_u_ilmenya_selo	Нижний Починок у Ильменя: село	place	G3	gn_nov_g1_02_04_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_04	dense_river_road	pt_village	Сельское поселение	село	fictional_historicized_name	historically_plausible_construct	lt_mesic_meadow	wb_brook	"[""lu_rainfed_arable"", ""lu_open_field_strip_cultivation"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_kitchen_garden"", ""lu_fiber_crop_plot""]"	"[""rt_local_road"", ""rt_cart_track"", ""rt_path"", ""rt_winter_road""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы	v6_scale_checked
gn_nov_g1_02_04_g3_005_bereze_tserkovnyy_dvor	bereze_tserkovnyy_dvor	Березье: церковный двор	place	G3	gn_nov_g1_02_04_g2_06_rural_supply_belt	region_novgorod_land	nov_g1_02_04	dense_river_road	pt_rural_church_center	Сельский церковно-общинный центр	церковный двор	fictional_historicized_name	historically_plausible_construct	lt_mesic_meadow	wb_brook	"[""lu_rainfed_arable"", ""lu_open_field_strip_cultivation"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_kitchen_garden"", ""lu_fiber_crop_plot""]"	"[""rt_local_road"", ""rt_cart_track"", ""rt_path"", ""rt_winter_road""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов	v6_scale_checked
