inventory_profile_id,name_ru,owner_context,state_modifier,availability_class,canonical_existing_item_ids,common_new_item_ids,contextual_new_item_ids,max_items,selection_rule,property_rule,quantity_rule,forbidden_rules,notes
INV011,Кузнечный лом для перековки,blacksmith_or_salvage_trader,normal_1230,common_or_context_bound_by_item,"[""CRF0122""]","[""OMI00735"",""OMI00736"",""OMI00748"",""OMI00747"",""OMI00723"",""OMI00724"",""OMI00727"",""OMI00732"",""OMI00733"",""OMI00734"",""OMI00738"",""OMI00742"",""OMI00743""]","[""OMI02275"",""OMI00729"",""OMI00750"",""OMI00728"",""OMI00730"",""OMI00731"",""OMI00737""]",14,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV012,Кожевенный ремонтный свёрток,shoemaker_leatherworker_or_household,normal_1230,common_or_context_bound_by_item,"[""CRF0108"",""CRF0025"",""HOU0034""]","[""OMI00476"",""OMI00477"",""OMI00500"",""OMI00501"",""OMI00502"",""OMI00506"",""OMI01871"",""OMI00266"",""OMI00267"",""OMI00268""]","[""OMI00270"",""OMI00269"",""OMI00280"",""OMI00281"",""OMI00291""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV013,Косторезный мешочек заготовок,boneworker_or_apprentice,normal_1230,common_or_context_bound_by_item,"[""HOU0035"",""HOU0038""]","[""OMI00869"",""OMI00871"",""OMI00909"",""OMI00915"",""OMI00928"",""OMI00868"",""OMI00872"",""OMI00873"",""OMI00875"",""OMI00876""]","[""OMI00879"",""OMI00904"",""OMI00881"",""OMI00888"",""OMI00890""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV014,Гончарный запас мелких добавок и проб,potter_or_workshop,normal_1230,common_or_context_bound_by_item,"[""CRF0065"",""FSH0029""]","[""OMI01039"",""OMI01035"",""OMI01066"",""OMI01183"",""OMI01009"",""OMI01010"",""OMI01016"",""OMI01019"",""OMI01037"",""OMI01055""]","[""OMI01071"",""OMI01184"",""OMI01185"",""OMI01186"",""OMI01187""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV015,Ювелирная коробочка лома,jeweler_or_nonferrous_metal_worker,normal_1230,context_bound,"[""CRF0046""]","[""OMI00778"",""OMI00784"",""OMI00811"",""OMI00820"",""OMI00808"",""OMI00809"",""OMI00813"",""OMI00780""]","[""OMI00758"",""OMI00759"",""OMI00760"",""OMI00826""]",8,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV016,Охотничий набор силков и приманки,hunter_or_trapper,normal_1230,common_or_context_bound_by_item,"[""HNT0008"",""HOU0046""]","[""OMI00345"",""OMI00355"",""OMI00374"",""OMI00375"",""OMI02121"",""OMI02123"",""OMI02130"",""OMI00352""]","[""OMI02110"",""OMI00349"",""OMI00356""]",8,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV017,Полевой ремонтный набор,farmer_driver_or_seasonal_worker,normal_1230,common_or_context_bound_by_item,"[""HOU0018"",""CON0010"",""HOU0032""]","[""OMI00605"",""OMI00609"",""OMI00610"",""OMI00611"",""OMI02095""]","[""OMI00401"",""OMI00582"",""OMI00606""]",9,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV018,Упряжной ремонтный свёрток,driver_groom_or_harness_worker,normal_1230,common_or_context_bound_by_item,"[""HRS0035"",""HOU0018"",""CON0010""]","[""OMI00475"",""OMI00617"",""OMI00619"",""OMI01946"",""OMI01973"",""OMI00224"",""OMI00272"",""OMI00273"",""OMI00275"",""OMI00355""]","[""OMI00515"",""OMI00478"",""OMI00516"",""OMI00446"",""OMI00452""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV019,Банный и стиральный набор,household_or_bath_attendant,normal_1230,common_or_context_bound_by_item,"[""HOU0001"",""HOU0036""]","[""OMI01832"",""OMI01835"",""OMI01841"",""OMI01848"",""OMI01849"",""OMI01850"",""OMI01833"",""OMI01834""]","[""OMI01837"",""OMI01846"",""OMI01851"",""OMI01845""]",8,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV020,Перевязочный бытовой свёрток,household_caregiver_midwife_or_traveler,normal_1230,context_bound,"[""HOU0041""]","[""OMI01902"",""OMI00300"",""OMI00301"",""OMI00303"",""OMI00304"",""OMI00307"",""OMI00312""]","[""OMI01903"",""OMI01920"",""OMI01922""]",7,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV021,Церковный свечной запас,church_monastery_or_candle_worker,normal_1230,common_or_context_bound_by_item,"[""HOU0008"",""REL0015""]","[""OMI01497"",""OMI01498"",""OMI01827"",""OMI01493"",""OMI01822"",""OMI01494"",""OMI01495"",""OMI01496"",""OMI01764"",""OMI01501""]","[""OMI01489"",""OMI01499"",""OMI01766"",""OMI01500"",""OMI01767""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV022,Монастырский переплётный запас,monastery_scriptorium_or_bookbinder,normal_1230,context_bound,"[""WRT0025"",""WRT0004"",""WRT0021""]","[""OMI00275"",""OMI00298"",""OMI00448"",""OMI00471"",""OMI00266"",""OMI00267"",""OMI00268"",""OMI00271"",""OMI00272"",""OMI00273""]","[""OMI01706"",""OMI01705"",""OMI01696"",""OMI01702""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV023,Рыночный упаковочный свёрток,merchant_packer_or_storekeeper,normal_1230,common_or_context_bound_by_item,"[""HOU0015"",""HOU0018"",""HOU0041""]","[""OMI01548"",""OMI01615"",""OMI01504"",""OMI01505"",""OMI01538"",""OMI01545"",""OMI01546"",""OMI01551"",""OMI01556"",""OMI01568""]","[""OMI01616"",""OMI01535"",""OMI01552"",""OMI01564"",""OMI01508""]",10,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV024,Подобранные уличные мелочи,finder_has_possession_not_automatic_ownership,normal_1230,common_or_context_bound_by_item,"[""MSC0020"",""MSC0026""]","[""OMI02193"",""OMI00605"",""OMI00609"",""OMI00610"",""OMI00611"",""OMI02194""]","[""OMI02195"",""OMI00606"",""OMI01085""]",6,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV025,Складской набор пломбирования и маркировки,warehouse_merchant_or_official_context,normal_1230,context_bound,"[""WRT0020"",""HOU0041""]","[""OMI01615"",""OMI01639"",""OMI01662"",""OMI01621"",""OMI01648"",""OMI00808"",""OMI00809"",""OMI00813"",""OMI01637""]","[""OMI01623"",""OMI00798"",""OMI00802"",""OMI01616""]",9,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
INV026,Скудный домашний свёрток при голоде,household_famine_1230,famine_1230,common_or_context_bound_by_item,"[""HOU0015"",""HOU0041""]","[""OMI00395"",""OMI01322"",""OMI00312"",""OMI00313"",""OMI01545""]","[""OMI00256"",""OMI00329"",""OMI01363""]",5,select a small coherent subset; do not grant every listed item and do not use historical admissibility as proof of possession,"inventory means physically carried and accessible; ownership, permission and legal risk remain separate party facts","exact units/portions must fit container, mass and source constraints; no free refill from the profile","[""no confidence D"",""no automatic valuable, weapon, money or authoritative document"",""no duplicate clothing/accessory objects"",""no deposit or environmental layer as portable inventory without extraction""]","Useful for NPC equipment, loot candidates and bag contents only after a specific causal/property basis is committed."
