id	region_id	place_template_id	max_total	max_per_subregion	min_total_if_region_active	economic_basis_required	route_basis_required	water_basis_required	authority_basis_required	historical_anchor_basis_required	allowed_near_place_types	forbidden_near_place_types	minimum_distance_band	maximum_distance_band	density_logic	naming_policy	duplication_policy	game_use	limits	status	confidence	sources	audit_notes
pgl_nov_pilgrimage_shrine	region_novgorod_land	rpgr_nov_pilgrimage_shrine		1	0	false	true	false	true	false	"[""rural_church_center"", ""monastery"", ""pogost""]"	"[""pilgrimage_shrine""]"	requires_memory_or_local_cult	local_service_area	Economic limit: generate only where rural settlement, tax/church/estate context, or named anchor justifies authority. Do not create more than one authority/church/estate node of the same functional layer in one G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_pogost_genesis"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=authority; template_type=pilgrimage_shrine; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_wintering_hut	region_novgorod_land	rpgr_nov_wintering_hut		3	0	true	false	true	false	false	"[""hunting_camp"", ""forest_work_camp"", ""fishing_station""]"	"[""city_major_center""]"	remote_working_distance	forest_or_wetland_work_area	Economic limit: generate only in forest/promysel cells with hunting, fur, timber, fuelwood or beekeeping land_use. Resource camps are temporary/functional nodes; do not convert every forest cell into a permanent settlement. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_promysly"", ""src_fish_feather_fur_forest"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_novgorod_wider_context"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=forest; template_type=winter_hut; matched_current_g1_economy=['lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=7.
pgl_nov_forest_work_camp	region_novgorod_land	rpgr_nov_forest_work_camp		3	0	true	true	true	false	false	"[""winter_hut"", ""hunting_camp"", ""iron_smelting_site""]"	"[""city_major_center""]"	resource_patch	forest_work_area	Economic limit: generate only in forest/promysel cells with hunting, fur, timber, fuelwood or beekeeping land_use. Resource camps are temporary/functional nodes; do not convert every forest cell into a permanent settlement. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_promysly"", ""src_fish_feather_fur_forest"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_novgorod_wider_context"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=forest; template_type=forest_work_camp; matched_current_g1_economy=['lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hunting_ground', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=6.
pgl_nov_hunting_camp	region_novgorod_land	rpgr_nov_hunting_camp		3	0	true	false	true	false	false	"[""winter_hut"", ""forest_work_camp""]"	"[""city_major_center""]"	resource_patch	forest_hunting_area	Economic limit: generate only in forest/promysel cells with hunting, fur, timber, fuelwood or beekeeping land_use. Resource camps are temporary/functional nodes; do not convert every forest cell into a permanent settlement. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_promysly"", ""src_fish_feather_fur_forest"", ""src_project_schema"", ""src_novgorod_wider_context"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=forest; template_type=hunting_camp; matched_current_g1_economy=['lu_fur_trapping_ground', 'lu_hunting_ground']; missing_required_economy_count=1.
pgl_nov_fishing_station	region_novgorod_land	rpgr_nov_fishing_station		3	0	true	true	true	false	false	"[""fish_weir_site"", ""boat_landing"", ""river_landing""]"	"[""city_major_center""]"	same_water_body_segment	fishery_area	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_promysly"", ""src_fish_feather_fur_forest"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=fishing_station; matched_current_g1_economy=['lu_inland_capture_fishing', 'lu_reed_sedge_harvest']; missing_required_economy_count=0.
pgl_nov_fish_weir_site	region_novgorod_land	rpgr_nov_fish_weir_site		3	0	true	false	true	false	false	"[""fishing_station"", ""village"", ""monastic_grange""]"	"[""city_major_center""]"	same_water_body_segment	fishery_area	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_promysly"", ""src_fish_feather_fur_forest"", ""src_project_schema"", ""src_novgorod_wider_context"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=fish_weir_site; matched_current_g1_economy=['lu_fish_weir_trap_operation', 'lu_inland_capture_fishing']; missing_required_economy_count=0.
pgl_nov_river_landing	region_novgorod_land	rpgr_nov_river_landing		2	0	false	true	true	false	false	"[""village"", ""market_site"", ""ferry"", ""pogost""]"	[]	same_water_route_segment	water_route_service_area	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_he_roads"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=river_landing; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_hay_meadow_cutting', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest']; missing_required_economy_count=4.
pgl_nov_boat_landing	region_novgorod_land	rpgr_nov_boat_landing		2	0	false	true	true	false	false	"[""fishing_station"", ""river_landing"", ""village""]"	[]	same_water_edge	local_water_access	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_promysly"", ""src_he_roads"", ""src_project_schema"", ""src_novgorod_wider_context"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=boat_landing; matched_current_g1_economy=['lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=7.
pgl_nov_market_place	region_novgorod_land	rpgr_nov_market_place		1	0	true	true	false	true	false	"[""pogost"", ""village"", ""river_landing"", ""ferry""]"	"[""market_site""]"	service_area_separation	subregional_exchange_area	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=market_site; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=10.
pgl_nov_periodic_fairground	region_novgorod_land	rpgr_nov_periodic_fairground		1	0	true	true	false	true	false	"[""market_site"", ""pogost"", ""town""]"	"[""periodic_fairground""]"	service_area_separation	subregional_exchange_area	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=periodic_fairground; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=10.
pgl_nov_town	region_novgorod_land	rpgr_nov_town	2	1	0	true	true	true	true	true	"[""posad_suburb"", ""market_site"", ""river_landing""]"	"[""town"", ""city_major_center""]"	historical_anchor_required	regional_network	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium_high	"[""src_novgorod_wider_context"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=town; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_saltmaking_saltern', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=13.
pgl_nov_city_major_center	region_novgorod_land	rpgr_nov_city_major_center	1	1	1	true	true	true	true	true	"[""posad_suburb"", ""market_site"", ""river_landing""]"	"[""city_major_center""]"	historical_anchor_required	region_unique	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	high	"[""src_novgorod_wider_context"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=city_major_center; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_saltmaking_saltern', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=13.
pgl_nov_fortified_town	region_novgorod_land	rpgr_nov_fortified_town		1	0	true	true	true	true	true	"[""market_site"", ""posad_suburb"", ""river_landing""]"	"[""fortified_town""]"	historical_anchor_required	regional_network	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=fortified_town; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=10.
pgl_nov_posad_suburb	region_novgorod_land	rpgr_nov_posad_suburb	1	1	0	true	true	false	true	true	"[""town"", ""city_major_center"", ""fortified_town""]"	"[""isolated_farmstead"", ""hunting_camp""]"	must_attach_to_town_or_city	same_urban_node	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium_high	"[""src_novgorod_wider_context"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=posad_suburb; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_saltmaking_saltern', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=13.
pgl_nov_crossroads	region_novgorod_land	rpgr_nov_crossroads		2	0	false	true	false	false	false	"[""market_site"", ""roadside_inn"", ""watch_post"", ""toll_customs_post""]"	[]	route_intersection	route_network_node	Economic limit: route service nodes require actual graph_edges/corridor logic; do not generate from landscape alone. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_he_roads"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=route; template_type=crossroads; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_ford_place	region_novgorod_land	rpgr_nov_ford_place		2	0	false	true	true	false	false	"[""crossroads"", ""village"", ""watch_post"", ""toll_customs_post""]"	"[""ferry"", ""bridge_site""]"	same_water_crossing	route_crossing_area	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_he_roads"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=ford; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_ferry_place	region_novgorod_land	rpgr_nov_ferry_place		1	0	true	true	true	false	false	"[""crossroads"", ""market_site"", ""river_landing"", ""toll_customs_post""]"	"[""ford"", ""bridge_site""]"	same_water_crossing	route_crossing_area	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_he_roads"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=ferry; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_bridge_place	region_novgorod_land	rpgr_nov_bridge_place		1	0	false	true	true	false	false	"[""crossroads"", ""watch_post"", ""toll_customs_post"", ""village""]"	"[""ford"", ""ferry""]"	same_water_crossing	route_crossing_area	Economic limit: generate only on river/lake/marsh cells with fishing, fish-weir, landing or crossing basis. One crossing/landing node must represent the functional route-water point; merge duplicates. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_he_roads"", ""src_project_schema"", ""src_novgorod_wider_context"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=water; template_type=bridge_site; matched_current_g1_economy=[]; missing_required_economy_count=0.
