profile_id,household_type,household_class,season_period,fd_id,world_phase,presence_class,presence_weight,qty_band,qty_rule,source_refs,confidence,status
hs_poor_urban_winter_hops,hh_poor_urban,poor,winter,fd_hops,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC001"", ""master-food:FSRC005"", ""master-food:FSRC006"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_turnip,hh_poor_urban,poor,winter,fd_turnip,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_cabbage,hh_poor_urban,poor,winter,fd_cabbage,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_onion,hh_poor_urban,poor,winter,fd_onion,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_garlic,hh_poor_urban,poor,winter,fd_garlic,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_garden_root,hh_poor_urban,poor,winter,fd_garden_root,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_peas_dry,hh_poor_urban,poor,winter,fd_peas_dry,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_peas_boiled,hh_poor_urban,poor,winter,fd_peas_boiled,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_pea_flour,hh_poor_urban,poor,winter,fd_pea_flour,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_mixed_legumes,hh_poor_urban,poor,winter,fd_mixed_legumes,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_fermented_cabbage,hh_poor_urban,poor,winter,fd_fermented_cabbage,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_dried_turnip,hh_poor_urban,poor,winter,fd_dried_turnip,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_mushrooms_dried,hh_poor_urban,poor,winter,fd_mushrooms_dried,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0059"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_berries_dried,hh_poor_urban,poor,winter,fd_berries_dried,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0070"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_apple_local,hh_poor_urban,poor,winter,fd_apple_local,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0072"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_apple_dried,hh_poor_urban,poor,winter,fd_apple_dried,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0073"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_hazelnut_whole,hh_poor_urban,poor,winter,fd_hazelnut_whole,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_hazelnut_kernel,hh_poor_urban,poor,winter,fd_hazelnut_kernel,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_hazelnut_crushed,hh_poor_urban,poor,winter,fd_hazelnut_crushed,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_flax_seed,hh_poor_urban,poor,winter,fd_flax_seed,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_flax_seed_crushed,hh_poor_urban,poor,winter,fd_flax_seed_crushed,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_hemp_seed,hh_poor_urban,poor,winter,fd_hemp_seed,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_poppy_seed_uncertain,hh_poor_urban,poor,winter,fd_poppy_seed_uncertain,ordinary,rare,1,trace,rarity rare->rare; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_animal_fat,hh_poor_urban,poor,winter,fd_animal_fat,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_rendered_fat,hh_poor_urban,poor,winter,fd_rendered_fat,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_pork_lard,hh_poor_urban,poor,winter,fd_pork_lard,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_milk_cow,hh_poor_urban,poor,winter,fd_milk_cow,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_milk_goat,hh_poor_urban,poor,winter,fd_milk_goat,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_sour_milk,hh_poor_urban,poor,winter,fd_sour_milk,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_fresh_curd,hh_poor_urban,poor,winter,fd_fresh_curd,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_whey,hh_poor_urban,poor,winter,fd_whey,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_butter_fresh,hh_poor_urban,poor,winter,fd_butter_fresh,ordinary,contextual,2,little,rarity common->common; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_butter_washed,hh_poor_urban,poor,winter,fd_butter_washed,ordinary,contextual,2,little,rarity common->common; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_buttermilk,hh_poor_urban,poor,winter,fd_buttermilk,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_fresh_cheese,hh_poor_urban,poor,winter,fd_fresh_cheese,ordinary,contextual,2,little,rarity common->common; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_pressed_fresh_cheese,hh_poor_urban,poor,winter,fd_pressed_fresh_cheese,ordinary,contextual,2,little,rarity common->common; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_aged_cheese_uncertain,hh_poor_urban,poor,winter,fd_aged_cheese_uncertain,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_egg_chicken,hh_poor_urban,poor,winter,fd_egg_chicken,ordinary,rare,1,trace,rarity common->common; access occasional (-1); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_beef,hh_poor_urban,poor,winter,fd_beef,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_pork,hh_poor_urban,poor,winter,fd_pork,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_mutton_goat,hh_poor_urban,poor,winter,fd_mutton_goat,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_chicken_meat,hh_poor_urban,poor,winter,fd_chicken_meat,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_hare_meat,hh_poor_urban,poor,winter,fd_hare_meat,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_elk_meat,hh_poor_urban,poor,winter,fd_elk_meat,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_capercaillie_meat,hh_poor_urban,poor,winter,fd_capercaillie_meat,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_meat_cut_large,hh_poor_urban,poor,winter,fd_meat_cut_large,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_meat_cut_small,hh_poor_urban,poor,winter,fd_meat_cut_small,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_meat_strip,hh_poor_urban,poor,winter,fd_meat_strip,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_liver,hh_poor_urban,poor,winter,fd_liver,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_kidney,hh_poor_urban,poor,winter,fd_kidney,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_heart,hh_poor_urban,poor,winter,fd_heart,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_tongue,hh_poor_urban,poor,winter,fd_tongue,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_stomach_cleaned,hh_poor_urban,poor,winter,fd_stomach_cleaned,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_blood_animal,hh_poor_urban,poor,winter,fd_blood_animal,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_salted_meat,hh_poor_urban,poor,winter,fd_salted_meat,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_dried_meat,hh_poor_urban,poor,winter,fd_dried_meat,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_fish_generic,hh_poor_urban,poor,winter,fd_fish_generic,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0131"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_poor_urban_winter_pike,hh_poor_urban,poor,winter,fd_pike,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:FSRC002"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
