fd_id,month,availability,basis,source_refs,confidence,status
fd_water_river,7,common,year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0002:jul""]",B,candidate
fd_water_river,8,common,year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0002:aug""]",B,candidate
fd_water_river,9,common,year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0002:sep""]",B,candidate
fd_water_river,10,common,year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0002:oct""]",B,candidate
fd_water_river,11,common,year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0002:nov""]",B,candidate
fd_water_river,12,common,year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0002:dec""]",B,candidate
fd_salt_coarse,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:jan""]",A,candidate
fd_salt_coarse,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:feb""]",A,candidate
fd_salt_coarse,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:mar""]",A,candidate
fd_salt_coarse,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:apr""]",A,candidate
fd_salt_coarse,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:may""]",A,candidate
fd_salt_coarse,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:jun""]",A,candidate
fd_salt_coarse,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:jul""]",A,candidate
fd_salt_coarse,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:aug""]",A,candidate
fd_salt_coarse,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:sep""]",A,candidate
fd_salt_coarse,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:oct""]",A,candidate
fd_salt_coarse,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:nov""]",A,candidate
fd_salt_coarse,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0003:dec""]",A,candidate
fd_vinegar,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:jan""]",B,candidate
fd_vinegar,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:feb""]",B,candidate
fd_vinegar,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:mar""]",B,candidate
fd_vinegar,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:apr""]",B,candidate
fd_vinegar,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:may""]",B,candidate
fd_vinegar,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:jun""]",B,candidate
fd_vinegar,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:jul""]",B,candidate
fd_vinegar,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:aug""]",B,candidate
fd_vinegar,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:sep""]",B,candidate
fd_vinegar,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:oct""]",B,candidate
fd_vinegar,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:nov""]",B,candidate
fd_vinegar,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0004:dec""]",B,candidate
fd_rye_grain,1,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:jan""]",A,candidate
fd_rye_grain,2,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:feb""]",A,candidate
fd_rye_grain,3,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:mar""]",A,candidate
fd_rye_grain,4,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:apr""]",A,candidate
fd_rye_grain,5,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:may""]",A,candidate
fd_rye_grain,6,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:jun""]",A,candidate
fd_rye_grain,7,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:jul""]",A,candidate
fd_rye_grain,8,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:aug""]",A,candidate
fd_rye_grain,9,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:sep""]",A,candidate
fd_rye_grain,10,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:oct""]",A,candidate
fd_rye_grain,11,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:nov""]",A,candidate
fd_rye_grain,12,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0005:dec""]",A,candidate
fd_wheat_grain,1,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:jan""]",A,candidate
fd_wheat_grain,2,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:feb""]",A,candidate
fd_wheat_grain,3,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:mar""]",A,candidate
fd_wheat_grain,4,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:apr""]",A,candidate
fd_wheat_grain,5,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:may""]",A,candidate
fd_wheat_grain,6,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:jun""]",A,candidate
fd_wheat_grain,7,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:jul""]",A,candidate
fd_wheat_grain,8,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:aug""]",A,candidate
fd_wheat_grain,9,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:sep""]",A,candidate
fd_wheat_grain,10,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:oct""]",A,candidate
fd_wheat_grain,11,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:nov""]",A,candidate
fd_wheat_grain,12,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0006:dec""]",A,candidate
fd_barley_grain,1,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:jan""]",A,candidate
fd_barley_grain,2,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:feb""]",A,candidate
fd_barley_grain,3,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:mar""]",A,candidate
fd_barley_grain,4,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:apr""]",A,candidate
fd_barley_grain,5,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:may""]",A,candidate
fd_barley_grain,6,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:jun""]",A,candidate
fd_barley_grain,7,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:jul""]",A,candidate
fd_barley_grain,8,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:aug""]",A,candidate
fd_barley_grain,9,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:sep""]",A,candidate
fd_barley_grain,10,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:oct""]",A,candidate
fd_barley_grain,11,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:nov""]",A,candidate
fd_barley_grain,12,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0007:dec""]",A,candidate
fd_oat_grain,1,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:jan""]",A,candidate
fd_oat_grain,2,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:feb""]",A,candidate
fd_oat_grain,3,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:mar""]",A,candidate
fd_oat_grain,4,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:apr""]",A,candidate
fd_oat_grain,5,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:may""]",A,candidate
fd_oat_grain,6,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:jun""]",A,candidate
fd_oat_grain,7,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:jul""]",A,candidate
fd_oat_grain,8,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:aug""]",A,candidate
fd_oat_grain,9,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:sep""]",A,candidate
fd_oat_grain,10,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:oct""]",A,candidate
fd_oat_grain,11,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:nov""]",A,candidate
fd_oat_grain,12,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0008:dec""]",A,candidate
fd_millet_grain,1,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:jan""]",A,candidate
fd_millet_grain,2,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:feb""]",A,candidate
fd_millet_grain,3,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:mar""]",A,candidate
fd_millet_grain,4,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:apr""]",A,candidate
fd_millet_grain,5,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:may""]",A,candidate
fd_millet_grain,6,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:jun""]",A,candidate
fd_millet_grain,7,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:jul""]",A,candidate
fd_millet_grain,8,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:aug""]",A,candidate
fd_millet_grain,9,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:sep""]",A,candidate
fd_millet_grain,10,fresh_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:oct""]",A,candidate
fd_millet_grain,11,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:nov""]",A,candidate
fd_millet_grain,12,stored_available,grain_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0009:dec""]",A,candidate
fd_rye_groats,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:jan""]",B,candidate
fd_rye_groats,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:feb""]",B,candidate
fd_rye_groats,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:mar""]",B,candidate
fd_rye_groats,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:apr""]",B,candidate
fd_rye_groats,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:may""]",B,candidate
fd_rye_groats,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:jun""]",B,candidate
fd_rye_groats,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:jul""]",B,candidate
fd_rye_groats,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:aug""]",B,candidate
fd_rye_groats,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:sep""]",B,candidate
fd_rye_groats,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:oct""]",B,candidate
fd_rye_groats,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:nov""]",B,candidate
fd_rye_groats,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0010:dec""]",B,candidate
fd_barley_groats,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:jan""]",A,candidate
fd_barley_groats,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:feb""]",A,candidate
fd_barley_groats,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:mar""]",A,candidate
fd_barley_groats,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:apr""]",A,candidate
fd_barley_groats,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:may""]",A,candidate
fd_barley_groats,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:jun""]",A,candidate
fd_barley_groats,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:jul""]",A,candidate
fd_barley_groats,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:aug""]",A,candidate
fd_barley_groats,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:sep""]",A,candidate
fd_barley_groats,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:oct""]",A,candidate
fd_barley_groats,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:nov""]",A,candidate
fd_barley_groats,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0011:dec""]",A,candidate
fd_oat_groats,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:jan""]",A,candidate
fd_oat_groats,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:feb""]",A,candidate
fd_oat_groats,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:mar""]",A,candidate
fd_oat_groats,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:apr""]",A,candidate
fd_oat_groats,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:may""]",A,candidate
fd_oat_groats,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:jun""]",A,candidate
fd_oat_groats,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:jul""]",A,candidate
fd_oat_groats,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:aug""]",A,candidate
fd_oat_groats,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:sep""]",A,candidate
fd_oat_groats,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:oct""]",A,candidate
fd_oat_groats,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:nov""]",A,candidate
fd_oat_groats,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0012:dec""]",A,candidate
fd_millet_groats,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:jan""]",A,candidate
fd_millet_groats,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:feb""]",A,candidate
fd_millet_groats,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:mar""]",A,candidate
fd_millet_groats,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:apr""]",A,candidate
fd_millet_groats,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:may""]",A,candidate
fd_millet_groats,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:jun""]",A,candidate
fd_millet_groats,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:jul""]",A,candidate
fd_millet_groats,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:aug""]",A,candidate
fd_millet_groats,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:sep""]",A,candidate
fd_millet_groats,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:oct""]",A,candidate
fd_millet_groats,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:nov""]",A,candidate
fd_millet_groats,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0013:dec""]",A,candidate
fd_wheat_groats,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:jan""]",B,candidate
fd_wheat_groats,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:feb""]",B,candidate
fd_wheat_groats,3,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:mar""]",B,candidate
fd_wheat_groats,4,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:apr""]",B,candidate
fd_wheat_groats,5,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:may""]",B,candidate
fd_wheat_groats,6,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:jun""]",B,candidate
fd_wheat_groats,7,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:jul""]",B,candidate
fd_wheat_groats,8,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:aug""]",B,candidate
fd_wheat_groats,9,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:sep""]",B,candidate
fd_wheat_groats,10,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:oct""]",B,candidate
fd_wheat_groats,11,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:nov""]",B,candidate
fd_wheat_groats,12,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0014:dec""]",B,candidate
fd_rye_flour_coarse,1,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0015:jan""]",A,candidate
fd_rye_flour_coarse,2,stored_available,stored_year_round,"[""sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0015:feb""]",A,candidate
