cal_id,date_or_rule,year,kind,name_ru,effects,computation_ref,source_refs,confidence,status,note
cal_mv_fomino_1230,julian:1230-04-14,1230,feast,Фомина неделя (Антипасха),church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_radunitsa_1230,julian:1230-04-16,1230,belief,Радуница (поминовение предков),"folk,burial","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",C,candidate,
cal_mv_ascension_1230,julian:1230-05-16,1230,feast,Вознесение,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_trinity_1230,julian:1230-05-26,1230,feast,Троица (Пятидесятница),"church,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_all_saints_1230,julian:1230-06-02,1230,feast,Неделя Всех святых,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_rusalnaya_1230,julian:1230-05-27..+6d,1230,belief,"Русальная неделя (седьмая неделя по Пасхе, начало игрищ у воды)",folk,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 ('русальная неделя' -- седьмая неделя после Пасхи, летопись XII в.)",C,candidate,Точная граница недели (считать ли от Троицы или от Пасхи) расходится между источниками; помечено C.
cal_mv_petrov_start_1230,julian:1230-06-03,1230,fast,"Петров пост, начало (понедельник после Всех святых)","food,church","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 ¶3714 (Петровки: начало через неделю после Троицы)",B,candidate,
cal_mv_petrov_end_1230,julian:06-28,1230,fast,"Петров пост, конец (канун Петрова дня)","food,church",fixed_rule,"book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 ¶3714 (конец -- Петров день, 29 июня)",B,candidate,"Длина в этом году: 25 дн. (варьируется 1-6 недель в зависимости от Пасхи, как и утверждает источник)."
cal_mv_maslenitsa_1231,julian:1231-01-27,1231,feast,Масленица (начало сырной седмицы),"folk,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_great_lent_start_1231,julian:1231-02-03,1231,fast,"Великий пост, начало (Чистый понедельник)","food,church","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_palm_sunday_1231,julian:1231-03-16,1231,feast,Вербное (Цветоносное) воскресенье,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_holy_thursday_1231,julian:1231-03-20,1231,feast,Великий четверг,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_good_friday_1231,julian:1231-03-21,1231,fast,Великая пятница (строгий пост),"food,church","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_holy_saturday_1231,julian:1231-03-22,1231,feast,Великая субхота,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_easter_1231,julian:1231-03-23,1231,feast,Пасха,"church,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_fomino_1231,julian:1231-03-30,1231,feast,Фомина неделя (Антипасха),church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_radunitsa_1231,julian:1231-04-01,1231,belief,Радуница (поминовение предков),"folk,burial","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",C,candidate,
cal_mv_ascension_1231,julian:1231-05-01,1231,feast,Вознесение,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_trinity_1231,julian:1231-05-11,1231,feast,Троица (Пятидесятница),"church,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_all_saints_1231,julian:1231-05-18,1231,feast,Неделя Всех святых,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_rusalnaya_1231,julian:1231-05-12..+6d,1231,belief,"Русальная неделя (седьмая неделя по Пасхе, начало игрищ у воды)",folk,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 ('русальная неделя' -- седьмая неделя после Пасхи, летопись XII в.)",C,candidate,Точная граница недели (считать ли от Троицы или от Пасхи) расходится между источниками; помечено C.
cal_mv_petrov_start_1231,julian:1231-05-19,1231,fast,"Петров пост, начало (понедельник после Всех святых)","food,church","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 ¶3714 (Петровки: начало через неделю после Троицы)",B,candidate,
cal_mv_petrov_end_1231,julian:06-28,1231,fast,"Петров пост, конец (канун Петрова дня)","food,church",fixed_rule,"book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 ¶3714 (конец -- Петров день, 29 июня)",B,candidate,"Длина в этом году: 40 дн. (варьируется 1-6 недель в зависимости от Пасхи, как и утверждает источник)."
cal_mv_maslenitsa_1232,julian:1232-02-16,1232,feast,Масленица (начало сырной седмицы),"folk,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_great_lent_start_1232,julian:1232-02-23,1232,fast,"Великий пост, начало (Чистый понедельник)","food,church","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_palm_sunday_1232,julian:1232-04-04,1232,feast,Вербное (Цветоносное) воскресенье,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_holy_thursday_1232,julian:1232-04-08,1232,feast,Великий четверг,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_good_friday_1232,julian:1232-04-09,1232,fast,Великая пятница (строгий пост),"food,church","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_holy_saturday_1232,julian:1232-04-10,1232,feast,Великая субхота,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_easter_1232,julian:1232-04-11,1232,feast,Пасха,"church,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_fomino_1232,julian:1232-04-18,1232,feast,Фомина неделя (Антипасха),church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_radunitsa_1232,julian:1232-04-20,1232,belief,Радуница (поминовение предков),"folk,burial","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",C,candidate,
cal_mv_ascension_1232,julian:1232-05-20,1232,feast,Вознесение,church,"time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
cal_mv_trinity_1232,julian:1232-05-30,1232,feast,Троица (Пятидесятница),"church,fasting_free","time/scripts/paschalia.py:build_year (Gauss Julian-Easter congruence, cross-checked against Meeus algorithm)","book:356156 (Леонтьева, Кобрин, Шорин, Вспомогательные исторические дисциплины, 2009) §Глава 6. Хронология ¶1324, ¶1328-1333 (Gauss formula); book:122328 (Рыбаков, Язычество Древней Руси, 1987) §Часть третья, гл.13 (подвижность Пасхи и масленицы)",B,candidate,
