category_id,domain,facet,stable_code,parent_category_id,name_ru,name_en,region_id,origin,source_domain_file,status
cat_flora_woody_tree_ulmus_laevis,flora,taxon,flora.woody.tree.ulmus_laevis,cat_flora_woody_tree,вяз гладкий,European white elm (Ulmus laevis),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_tree_acer_platanoides,flora,taxon,flora.woody.tree.acer_platanoides,cat_flora_woody_tree,клён остролистный,Norway maple (Acer platanoides),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_small_tree_sorbus_aucuparia,flora,taxon,flora.woody.small_tree.sorbus_aucuparia,cat_flora_woody_small_tree,рябина обыкновенная,rowan (Sorbus aucuparia),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_small_tree_prunus_padus,flora,taxon,flora.woody.small_tree.prunus_padus,cat_flora_woody_small_tree,черёмуха обыкновенная,bird cherry (Prunus padus),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_small_tree_malus_sylvestris,flora,taxon,flora.woody.small_tree.malus_sylvestris,cat_flora_woody_small_tree,яблоня лесная,European crab apple (Malus sylvestris),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_tree_salix_alba,flora,taxon,flora.woody.tree.salix_alba,cat_flora_woody_tree,ива белая (ветла),white willow (Salix alba),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_small_tree_salix_caprea,flora,taxon,flora.woody.small_tree.salix_caprea,cat_flora_woody_small_tree,ива козья (бредина),goat willow (Salix caprea),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_small_tree_salix_pentandra,flora,taxon,flora.woody.small_tree.salix_pentandra,cat_flora_woody_small_tree,ива пятитычинковая (чернотал),bay willow (Salix pentandra),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_salix_cinerea,flora,taxon,flora.woody.shrub.salix_cinerea,cat_flora_woody_shrub,ива пепельная,grey willow (Salix cinerea),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_salix_aurita,flora,taxon,flora.woody.shrub.salix_aurita,cat_flora_woody_shrub,ива ушастая,eared willow (Salix aurita),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_salix_triandra,flora,taxon,flora.woody.shrub.salix_triandra,cat_flora_woody_shrub,ива трёхтычинковая (белотал),almond willow (Salix triandra),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_salix_viminalis,flora,taxon,flora.woody.shrub.salix_viminalis,cat_flora_woody_shrub,"ива прутовидная (корзиночная, тальник)",osier (Salix viminalis),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_salix_myrsinifolia,flora,taxon,flora.woody.shrub.salix_myrsinifolia,cat_flora_woody_shrub,ива мирзинолистная (чернеющая),dark-leaved willow (Salix myrsinifolia),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_salix_rosmarinifolia,flora,taxon,flora.woody.shrub.salix_rosmarinifolia,cat_flora_woody_shrub,ива розмаринолистная,rosemary-leaved willow (Salix rosmarinifolia),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_corylus_avellana,flora,taxon,flora.woody.shrub.corylus_avellana,cat_flora_woody_shrub,лещина обыкновенная (орешник),hazel (Corylus avellana),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_juniperus_communis,flora,taxon,flora.woody.shrub.juniperus_communis,cat_flora_woody_shrub,можжевельник обыкновенный,common juniper (Juniperus communis),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_frangula_alnus,flora,taxon,flora.woody.shrub.frangula_alnus,cat_flora_woody_shrub,крушина ломкая,alder buckthorn (Frangula alnus),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_viburnum_opulus,flora,taxon,flora.woody.shrub.viburnum_opulus,cat_flora_woody_shrub,калина обыкновенная,guelder rose (Viburnum opulus),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_rosa_majalis,flora,taxon,flora.woody.shrub.rosa_majalis,cat_flora_woody_shrub,шиповник майский (коричный),cinnamon rose (Rosa majalis),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_daphne_mezereum,flora,taxon,flora.woody.shrub.daphne_mezereum,cat_flora_woody_shrub,волчеягодник обыкновенный (волчье лыко),mezereon (Daphne mezereum),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_lonicera_xylosteum,flora,taxon,flora.woody.shrub.lonicera_xylosteum,cat_flora_woody_shrub,жимолость лесная (настоящая),fly honeysuckle (Lonicera xylosteum),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_shrub_euonymus_verrucosus,flora,taxon,flora.woody.shrub.euonymus_verrucosus,cat_flora_woody_shrub,бересклет бородавчатый,warty spindle (Euonymus verrucosus),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_dwarf_shrub_calluna_vulgaris,flora,taxon,flora.woody.dwarf_shrub.calluna_vulgaris,cat_flora_woody_dwarf_shrub,вереск обыкновенный,heather (Calluna vulgaris),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_dwarf_shrub_rhododendron_tomentosum,flora,taxon,flora.woody.dwarf_shrub.rhododendron_tomentosum,cat_flora_woody_dwarf_shrub,багульник болотный,marsh Labrador tea (Rhododendron tomentosum),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_dwarf_shrub_chamaedaphne_calyculata,flora,taxon,flora.woody.dwarf_shrub.chamaedaphne_calyculata,cat_flora_woody_dwarf_shrub,"хамедафна (болотный мирт, кассандра)",leatherleaf (Chamaedaphne calyculata),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
cat_flora_woody_dwarf_shrub_andromeda_polifolia,flora,taxon,flora.woody.dwarf_shrub.andromeda_polifolia,cat_flora_woody_dwarf_shrub,подбел многолистный,bog rosemary (Andromeda polifolia),,game_base_v1:flora-trees-shrubs,data/world-catalogs/novgorod/game-base-v1/flora-trees-shrubs/flora/woody_categories.csv,candidate
