fl_id,category_code,name_ru,name_folk,name_old_ru,name_lat,lat_synonyms,name_en,family,life_form,leaf_habit,region_scope,moisture,soil,light,flowering_months,fruit_months,seed_release_months,flowers_before_leaves,phenology_note,phenology_by_season,winter_look,cue_bark,cue_leaf,cue_smell,cue_sound,cue_other,use_codes,uses,building_timber,craft_wood,timber_note,hazard_codes,hazards,yield_units,kolchin_1968_wood_count,habitat_presence_summer,wk_claim_refs,source_refs,confidence,confidence_note,status,notes
fl_ts_ulmus_glabra,flora.woody.tree.ulmus_glabra,"вяз шершавый (ильм, вяз горный)",ильм; вяз горный,,Ulmus glabra,,wych elm,Ulmaceae,tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic;moist,"плодородные; широколиственные леса, овраги, речные долины",shade_tolerant,3-4,5-6,,yes,цветки в марте или апреле | крылатки в мае-июне,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering"",""fruit_ripe""],""summer"":[""in_leaf"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall""]}",безлистный; густая широкая крона из толстых ветвей,,крупные шершавые листья 8-15 см с неравнобоким основанием,,,ранней весной ветви в красноватых пучках цветков,timber_craft,"[{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""ильм — 4 изделия из 909"",""refs"":[""src:src_kolchin_1968""]}]",low,medium,,,[],log;bast_strip_bundle,4,pf_broadleaf_woodland:2;pf_forest_track:2;pf_hunting_ground:2;pf_mixed_woodland:1;pf_riverbank:1,,src:src_wiki_ulmus_glabra src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,Колчин различает вяз и ильм; отнесение «ильм» = U. glabra — по народному названию,candidate,
fl_ts_ulmus_laevis,flora.woody.tree.ulmus_laevis,вяз гладкий,вяз обыкновенный,,Ulmus laevis,,European white elm,Ulmaceae,tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic;moist,смешанные и дубовые леса (второй ярус),intermediate,4-5,,,yes,"до листьев, ветроопыляемый","{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}",безлистный; у старых деревьев досковидные корни-подпорки у основания,,,,,плоды гроздьями на длинных ножках; досковидные корни,timber_craft;bast,"[{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""вяз — 9 изделий из 909; прочная, тяжёлая, стойкая к воде"",""refs"":[""src:src_kolchin_1968"",""src:src_wiki_ulmus_laevis""]},{""use"":""bast"",""part"":""луб"",""quality"":""occasional"",""note"":""луб на верёвки и рогожи; кора для дубления"",""refs"":[""src:src_wiki_ulmus_laevis""]}]",low,medium,,,[],log;bast_strip_bundle,9,pf_broadleaf_woodland:2;pf_forest_track:2;pf_hunting_ground:2;pf_mixed_woodland:1;pf_riverbank:1,,src:src_wiki_ulmus_laevis src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,Колчин даёт «вяз» (род/вид не уточнён); отнесение к U. laevis — реконструкция,candidate,
fl_ts_acer_platanoides,flora.woody.tree.acer_platanoides,клён остролистный,,,Acer platanoides,,Norway maple,Sapindaceae,tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic,гумусные свежие супеси и суглинки; не выносит заболачивания,shade_tolerant,5,9-10,,yes,"первая половина мая, до и во время распускания листьев, 10-15 дней | крылатки держатся на дереве всю зиму | осень: жёлтая или оранжевая","{""winter"":[""leafless"",""fruit_or_dry_leaves_persist""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}",безлистный; на ветвях парные крылатки,,пальчатолопастные листья; из черешка сочится млечный сок,,,осенью ярко-жёлтая листва,turned_carved_vessels_spoons;honey_plant,"[{""use"":""turned_carved_vessels_spoons"",""part"":""древесина"",""quality"":""primary"",""note"":""самая частая порода изделий (177 из 909): точёные и резные сосуды, ложки (84 из 129), ковши"",""refs"":[""src:src_kolchin_1968""]},{""use"":""honey_plant"",""part"":""цветки"",""quality"":""good"",""note"":""ранний медонос"",""refs"":[""src:src_wiki_acer_platanoides""]}]",low,high,"однородная белая с красноватым оттенком, прочнее дуба, мало коробится, хорошо полируется (Колчин)",,[],log;billet,177,pf_broadleaf_woodland:4;pf_forest_track:4;pf_hunting_ground:4;pf_mixed_woodland:2,,src:src_wiki_acer_platanoides src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,"Колчин: клён распространён повсеместно, но занимает меньше пространства",candidate,
fl_ts_sorbus_aucuparia,flora.woody.small_tree.sorbus_aucuparia,рябина обыкновенная,,,Sorbus aucuparia,,rowan,Rosaceae,small_tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic,"подлесок и второй ярус хвойных и смешанных лесов, опушки, вырубки",intermediate,5-6,8-9,,,"белые щитки с неприятным запахом (триметиламин) | конец августа - сентябрь (Подмосковье); висят до зимы, после мороза теряют горечь | осень: золотая и красная","{""winter"":[""leafless"",""fruit_or_dry_leaves_persist""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""flowering"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}","безлистная; оранжево-красные гроздья ягод на снегу, стайки свиристелей и дроздов",,непарноперистые листья,цветы пахнут неприятно,,ягоды держатся до зимы; птицы,food_fruit;timber_craft,"[{""use"":""food_fruit"",""part"":""плоды"",""quality"":""occasional"",""note"":""косточки рябины в новгородском слое XIII в.; способ употребления не установлен"",""refs"":[""src:src_serezhnikova_2024"",""master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0067""]},{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""9 изделий из 909; красноватая мелкопористая, для точёных изделий"",""refs"":[""src:src_kolchin_1968"",""src:src_wiki_sorbus_aucuparia""]}]",none,medium,,,[],fruit_cluster_basket;billet,9,pf_broadleaf_woodland:2;pf_conifer_woodland:4;pf_field_margin:1;pf_forest_edge:4;pf_forest_track:4;pf_hunting_ground:4;pf_mixed_woodland:4,,src:src_wiki_sorbus_aucuparia src:src_serezhnikova_2024 master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0067 src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,A,археоботаника XIII в. (Сережникова 2024) + древесина (Колчин),candidate,Съедобность плодов — домен flora-herbs-berries-mushrooms / food; здесь только древесное растение.
fl_ts_prunus_padus,flora.woody.small_tree.prunus_padus,черёмуха обыкновенная,черёмуха кистевая,,Prunus padus,,bird cherry,Rosaceae,small_tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),moist;wet,"берега рек, приречные леса (уремы), кустарниковые заросли, опушки",intermediate,5-6,7-8,,,белые кисти с сильным запахом; «черёмуховые холода» | чёрные блестящие костянки,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""flowering"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall""]}","безлистная; серая кора с заметными чечевичками, тёмные гибкие ветви у воды",серая с крупными чечевичками,,сильный пьянящий запах цветения,,поздневесенний возврат холодов в пору цветения,timber_craft;bark_dye;food_fruit,"[{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""2 изделия из 909; плотная и гибкая"",""refs"":[""src:src_kolchin_1968"",""src:src_wiki_prunus_padus""]},{""use"":""bark_dye"",""part"":""кора"",""quality"":""occasional"",""note"":""зелёный и красно-бурый красители"",""refs"":[""src:src_wiki_prunus_padus""]},{""use"":""food_fruit"",""part"":""плоды"",""quality"":""occasional"",""note"":""плоды съедобны свежими и переработанными (современная практика; для 1230 — реконструкция C)"",""refs"":[""src:src_wiki_prunus_padus""]}]",none,low,,seeds_leaves_cyanogenic,"[{""hazard"":""seeds_leaves_cyanogenic"",""note"":""ядра косточек и листья содержат амигдалин (синильная кислота при расщеплении)"",""refs"":[""src:src_wiki_prunus_padus""]}]",fruit_basket;rod_bundle,2,pf_broadleaf_woodland:2;pf_floodplain_meadow:2;pf_forest_edge:2;pf_forest_track:2;pf_hunting_ground:2;pf_marshy_stream:4;pf_mixed_woodland:2;pf_riverbank:4,,src:src_wiki_prunus_padus src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,Колчин: черёмуха встречается в Новгородской земле,candidate,
fl_ts_malus_sylvestris,flora.woody.small_tree.malus_sylvestris,яблоня лесная,,,Malus sylvestris,,European crab apple,Rosaceae,small_tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic;moist,"пойменные леса, живые изгороди, кустарники; богатые глинистые почвы",light_demanding,4-5,,,,розовато-белые цветки | мелкие кислые яблоки осенью (месяцы источником не даны),"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}","безлистная; корявые ветви, под деревом мелкие палые яблоки в начале зимы",,,аромат цветения,,мелкие кислые плоды,food_fruit;timber_craft,"[{""use"":""food_fruit"",""part"":""плоды"",""quality"":""occasional"",""note"":""мелкоплодные яблоки в археоботанике Новгорода; Троицкий раскоп связывает яблоки с южными лиственными лесами"",""refs"":[""wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland"",""master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0072""]},{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""6 изделий из 909"",""refs"":[""src:src_kolchin_1968""]}]",none,medium,,seeds_poisonous,"[{""hazard"":""seeds_poisonous"",""note"":""плоды съедобны, семена ядовиты"",""refs"":[""wk:claim:research-malus-sylvestris-fruit-is-edible-but-seeds-are-poisonous""]}]",fruit_basket;billet,6,pf_broadleaf_woodland:2;pf_forest_edge:1;pf_forest_track:2;pf_hunting_ground:2;pf_mixed_woodland:1;pf_riverbank:1,wk:claim:household-apple-orchard,wk:claim:household-apple-orchard src:src_wiki_malus_sylvestris wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0072 src:src_kolchin_1968 wk:claim:research-malus-sylvestris-fruit-is-edible-but-seeds-are-poisonous src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,северная граница ареала: Карельский перешеек - Вологда - Пермь (Новгород внутри); археоботаника,candidate,Садовая яблоня (сады XI в. на Десятинном) — домен cultivated_plants.
fl_ts_salix_alba,flora.woody.tree.salix_alba,ива белая (ветла),ветла; белолоз,,Salix alba,,white willow,Salicaceae,tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),wet;moist,"поймы, берега рек и водоёмов, плотины, у жилья",light_demanding,4-5,,,,одновременно с распусканием листьев,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}","безлистная; крупное дерево с серебристой листвой летом, зимой — золотисто-серые ветви",,серебристая листва,,,"20-30 м, у воды и жилья",timber_craft;honey_plant,"[{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""хозяйственные изделия, рукояти; ива в целом 12 изделий из 909"",""refs"":[""src:src_wiki_salix_alba"",""src:src_kolchin_1968""]},{""use"":""honey_plant"",""part"":""цветки"",""quality"":""good"",""note"":""ранний медонос"",""refs"":[""src:src_wiki_salix_alba""]}]",low,low,,,[],pole;rod_bundle,,pf_floodplain_meadow:1;pf_riverbank:1;pf_village_lane:1,wk:claim:white-willow-depends-on-moist-lit-riparian-habitat,src:src_wiki_salix_alba wk:claim:white-willow-depends-on-moist-lit-riparian-habitat src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,аборигенность на северо-западе не подтверждена источником (у Колчина только род «ива»); оставлено с редким классом,candidate,"Проверить в региональной флоре: возможно, одичавшая из культуры."
fl_ts_salix_caprea,flora.woody.small_tree.salix_caprea,ива козья (бредина),бредина; ракита; верба (цветущие ветви),,Salix caprea,,goat willow,Salicaceae,small_tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic;moist,"сырые леса на богатых почвах, опушки, вырубки, обочины; избегает заболоченных",light_demanding,3-4,5,,yes,"одно из самых раноцветущих; пушистые серебристые серёжки | семена в мае, разносятся ветром","{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering"",""fruit_ripe""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}","безлистная; к концу зимы набухают крупные почки, в оттепель — серебристые «барашки»",,,,гул пчёл над цветущей вербой ранней весной,серебристые пушистые серёжки до листьев,bark_tanning;fodder_leaf;honey_plant,"[{""use"":""bark_tanning"",""part"":""кора"",""quality"":""primary"",""note"":""первосортный дубильный экстракт (16,5-21 % танинов)"",""refs"":[""src:src_wiki_salix_caprea""]},{""use"":""fodder_leaf"",""part"":""побеги, листья"",""quality"":""good"",""note"":""охотно поедается козами и овцами"",""refs"":[""src:src_wiki_salix_caprea""]},{""use"":""honey_plant"",""part"":""серёжки"",""quality"":""good"",""note"":""ранний медонос"",""refs"":[""src:src_wiki_salix_caprea""]}]",none,low,,,[],rod_bundle;bark_piece;leaf_fodder_bundle,,pf_field_margin:2;pf_forest_edge:4;pf_forest_track:2;pf_hunting_ground:4;pf_mixed_woodland:2;pf_road:2,wk:claim:macro-b21-fresh-willow-cuttings-need-suitable-season-moisture-and-contact-to-root-without-guarantee,src:src_wiki_salix_caprea wk:claim:macro-b21-fresh-willow-cuttings-need-suitable-season-moisture-and-contact-to-root-without-guarantee src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,род по Колчину; вид — лесная зона Европейской России,candidate,
fl_ts_salix_pentandra,flora.woody.small_tree.salix_pentandra,ива пятитычинковая (чернотал),чернотал; чернолоз,,Salix pentandra,,bay willow,Salicaceae,small_tree,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),wet;waterlogged,"торфяные и травяные болота, влажные луга, сырые леса",light_demanding,5-7,7-10,,,почти одновременно с листьями (поздно для ив) | семенной пух летом-осенью,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""flowering"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}","безлистная; блестящие тёмные побеги, на ветвях остатки пуха",,"тёмно-зелёные блестящие кожистые, «лавровые» листья",,,,honey_plant;fodder_browse;bark_tanning,"[{""use"":""honey_plant"",""part"":""серёжки"",""quality"":""good"",""note"":""поздний медонос"",""refs"":[""src:src_wiki_salix_pentandra""]},{""use"":""fodder_browse"",""part"":""побеги"",""quality"":""good"",""note"":""корм лося и бобра"",""refs"":[""src:src_wiki_salix_pentandra""]},{""use"":""bark_tanning"",""part"":""кора"",""quality"":""occasional"",""note"":""танины"",""refs"":[""src:src_wiki_salix_pentandra""]}]",none,low,,,[],rod_bundle,,pf_bog:2;pf_floodplain_meadow:2;pf_hunting_ground:2;pf_marshy_stream:4;pf_riverbank:2,,src:src_wiki_salix_pentandra src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,присутствие в Новгородской земле — по современному ареалу,candidate,
fl_ts_salix_cinerea,flora.woody.shrub.salix_cinerea,ива пепельная,ива серая,,Salix cinerea,,grey willow,Salicaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),wet;waterlogged,"топкие места, моховые и травяные болота, канавы, сырые смешанные леса, пойменные луга; сплошные заросли",light_demanding,4,5,,,цветёт в апреле,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering"",""fruit_ripe""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}",безлистный густой куст до 5 м с толстыми серыми ломкими ветвями,,серовато-опушённые листья,,,непролазные заросли по сырым местам,bark_tanning;fuel;fodder_leaf,"[{""use"":""bark_tanning"",""part"":""кора"",""quality"":""good"",""note"":""9-11 % танинов"",""refs"":[""src:src_wiki_salix_cinerea""]},{""use"":""fuel"",""part"":""ветви"",""quality"":""occasional"",""note"":""топливо и уголь"",""refs"":[""src:src_wiki_salix_cinerea""]},{""use"":""fodder_leaf"",""part"":""листья"",""quality"":""good"",""note"":""корм овец и коз; лось и бобр круглый год"",""refs"":[""src:src_wiki_salix_cinerea""]}]",none,none,,impenetrable_thicket,"[{""hazard"":""impenetrable_thicket"",""note"":""образует обширные заросли по топким местам"",""refs"":[""src:src_wiki_salix_cinerea""]}]",rod_bundle;brushwood_armful,,pf_bog:4;pf_field_margin:2;pf_floodplain_meadow:4;pf_forest_track:2;pf_hay_meadow:1;pf_hunting_ground:4;pf_marshy_stream:8;pf_mixed_woodland:2,,src:src_wiki_salix_cinerea src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,присутствие — по современному ареалу,candidate,
fl_ts_salix_aurita,flora.woody.shrub.salix_aurita,ива ушастая,,,Salix aurita,,eared willow,Salicaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),moist;wet,"окраины болот, сырые низины, светлые леса, обочины, вырубки, гари; кислые бедные почвы",light_demanding,,,,yes,до распускания листьев или одновременно (месяцы не даны),"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering_before_leaves""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}","низкий (0,5-2 м) густой безлистный куст",,морщинистые листья с крупными ушковидными прилистниками,,,,rods_weaving;honey_plant,"[{""use"":""rods_weaving"",""part"":""прутья"",""quality"":""occasional"",""note"":""плетёный материал; для дров слишком мягка"",""refs"":[""src:src_wiki_salix_aurita""]},{""use"":""honey_plant"",""part"":""серёжки"",""quality"":""good"",""note"":""медонос и пыльценос"",""refs"":[""src:src_wiki_salix_aurita""]}]",none,none,,,[],rod_bundle,,pf_bog:4;pf_forest_edge:4;pf_hunting_ground:4;pf_marshy_stream:2;pf_road:2,,src:src_wiki_salix_aurita src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,присутствие — по современному ареалу,candidate,
fl_ts_salix_triandra,flora.woody.shrub.salix_triandra,ива трёхтычинковая (белотал),белотал; белолоз; лоза; лозина,,Salix triandra,,almond willow,Salicaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),wet,"берега рек и озёр, главным образом пойма",light_demanding,4-5,,,,иногда вторично тёплой осенью,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}",безлистные гибкие прутья вдоль берега,,,,,,rods_weaving;bark_tanning,"[{""use"":""rods_weaving"",""part"":""однолетние прутья"",""quality"":""primary"",""note"":""плетение корзин"",""refs"":[""src:src_wiki_salix_triandra"",""wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work"",""master:data/world-catalogs/novgorod/sources/master-archive-v1/source_snapshots/material_entities/catalog/wood_bark_plant_materials.md#OMI00033""]},{""use"":""bark_tanning"",""part"":""кора"",""quality"":""good"",""note"":""10-12 % танинов"",""refs"":[""src:src_wiki_salix_triandra""]}]",none,none,,,[],rod_bundle,,pf_floodplain_meadow:4;pf_lake_shore:4;pf_riverbank:4,wk:claim:final-static-b01-willow-selection,src:src_wiki_salix_triandra wk:claim:final-static-b01-willow-selection wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work master:data/world-catalogs/novgorod/sources/master-archive-v1/source_snapshots/material_entities/catalog/wood_bark_plant_materials.md#OMI00033 src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,присутствие — по современному ареалу,candidate,
fl_ts_salix_viminalis,flora.woody.shrub.salix_viminalis,"ива прутовидная (корзиночная, тальник)",тальник; лоза; белотал; верболоз; кузовица,,Salix viminalis,,osier,Salicaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),wet,"песчаный аллювий в прирусловой пойме, затопляемые острова",light_demanding,3-5,,,yes,до листьев или одновременно,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}",длинные прямые безлистные прутья на песчаных отмелях,,узкие длинные листья,,,,rods_weaving,"[{""use"":""rods_weaving"",""part"":""прутья"",""quality"":""primary"",""note"":""превосходный корзиночный материал"",""refs"":[""src:src_wiki_salix_viminalis"",""wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work""]}]",none,none,,,[],rod_bundle,,pf_floodplain_meadow:2;pf_riverbank:4,wk:claim:final-static-b01-willow-preparation,src:src_wiki_salix_viminalis wk:claim:final-static-b01-willow-preparation wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,ареал — почти вся Европейская Россия (лесная зона),candidate,
fl_ts_salix_myrsinifolia,flora.woody.shrub.salix_myrsinifolia,ива мирзинолистная (чернеющая),ива чернеющая,,Salix myrsinifolia,,dark-leaved willow,Salicaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),moist,"лесные опушки, луга, окраины болот, обочины",light_demanding,,,,,одновременно с появлением листьев (месяцы не даны),"{""winter"":[""leafless""],""spring"":[""leaf_out""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}",безлистный куст; засохшие листья чернеют,,при высыхании листья чернеют,,,,fodder_leaf;bark_tanning,"[{""use"":""fodder_leaf"",""part"":""листья, побеги"",""quality"":""good"",""note"":""поедается скотом, бобром, лосем"",""refs"":[""src:src_wiki_salix_myrsinifolia""]},{""use"":""bark_tanning"",""part"":""кора"",""quality"":""occasional"",""note"":""6-14 % танинов"",""refs"":[""src:src_wiki_salix_myrsinifolia""]}]",none,none,,,[],rod_bundle;leaf_fodder_bundle,,pf_bog:2;pf_forest_edge:4;pf_hay_meadow:2;pf_hunting_ground:4;pf_road:2,,src:src_wiki_salix_myrsinifolia src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,присутствие — по современному ареалу,candidate,
fl_ts_salix_rosmarinifolia,flora.woody.shrub.salix_rosmarinifolia,ива розмаринолистная,ницелоз; нетала,,Salix rosmarinifolia,,rosemary-leaved willow,Salicaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),wet;waterlogged;dry,"сырые и торфяные луга, торфяники; боровые пески и вырубки",light_demanding,5,6,,,,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall""]}","низкий (до 1 м) безлистный кустик, часто под снегом",,"узкие, снизу серебристые листья",,,,,[],none,none,,,[],,,pf_bog:2;pf_floodplain_meadow:2;pf_forest_edge:1;pf_hay_meadow:2;pf_hunting_ground:2,,src:src_wiki_salix_rosmarinifolia src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,ареал — Европейская Россия,candidate,Использование источником не указано.
fl_ts_corylus_avellana,flora.woody.shrub.corylus_avellana,лещина обыкновенная (орешник),орешник; лесной орех,,Corylus avellana,,hazel,Betulaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic,"подлесок широколиственных, смешанных и хвойных лесов; опушки, вырубки, гари",shade_tolerant,2-4,8-9,,yes,жёлтые пылящие серёжки до листьев | реже конец июля,"{""winter"":[""leafless"",""flowering""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}","безлистный многоствольный куст; уже осенью висят зачатки серёжек, пылят в оттепель в конце зимы",светлая гладкая,округлые листья,,,орехи в листовидной плюске,food_nut;rods_hoops;timber_craft,"[{""use"":""food_nut"",""part"":""орехи"",""quality"":""good"",""note"":""орехи съедобны; в материалах Троицкого раскопа"",""refs"":[""wk:claim:research-corylus-avellana-hazelnuts-are-documented-edible"",""wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland"",""master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0074""]},{""use"":""rods_hoops"",""part"":""гибкие стволики"",""quality"":""good"",""note"":""обручи бочек, плетение корзин и изгородей, трости"",""refs"":[""src:src_wiki_corylus_avellana""]},{""use"":""timber_craft"",""part"":""древесина"",""quality"":""occasional"",""note"":""10 изделий из 909"",""refs"":[""src:src_kolchin_1968""]}]",none,medium,,,[],nut_handful;rod_bundle,10,pf_broadleaf_woodland:8;pf_conifer_woodland:2;pf_forest_edge:4;pf_forest_track:4;pf_hunting_ground:4;pf_mixed_woodland:4,,src:src_wiki_corylus_avellana wk:claim:research-corylus-avellana-hazelnuts-are-documented-edible wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0074 src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,A,орехи в средневековом новгородском слое + древесина,candidate,«Северные дубравы с лещиной» Валдая (WK research WFM S1).
