category_id,domain,facet,stable_code,parent_category_id,name_ru,name_en,region_id,origin,source_domain_file,status
content_tools_large,container_content,content_category,content_tools_large,,"крупный инструмент (топор, серп, лопата)",,,game_base_v1:buildings-interiors-containers,data/world-catalogs/novgorod/game-base-v1/buildings-interiors-containers/containers/content_categories.csv,candidate
content_vegetables,container_content,content_category,content_vegetables,,"овощи и корнеплоды (репа, капуста)",,,game_base_v1:buildings-interiors-containers,data/world-catalogs/novgorod/game-base-v1/buildings-interiors-containers/containers/content_categories.csv,candidate
content_waste,container_content,content_category,content_waste,,отходы ремесла,,,game_base_v1:buildings-interiors-containers,data/world-catalogs/novgorod/game-base-v1/buildings-interiors-containers/containers/content_categories.csv,candidate
content_wax,container_content,content_category,content_wax,,воск,,,game_base_v1:buildings-interiors-containers,data/world-catalogs/novgorod/game-base-v1/buildings-interiors-containers/containers/content_categories.csv,candidate
cat_container_access_direct_access_v1,container,access_model,container_access_direct_access_v1,,,direct_access,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_draw_arrow_v1,container,access_model,container_access_draw_arrow_v1,,,draw_arrow,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_draw_knife_v1,container,access_model,container_access_draw_knife_v1,,,draw_knife,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_draw_sword_v1,container,access_model,container_access_draw_sword_v1,,,draw_sword,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_open_close_one_step_v1,container,access_model,container_access_open_close_one_step_v1,,,open_close_one_step,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_open_flap_v1,container,access_model,container_access_open_flap_v1,,,open_flap,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_open_lid_v1,container,access_model,container_access_open_lid_v1,,,open_lid,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_open_or_unlock_v1,container,access_model,container_access_open_or_unlock_v1,,,open_or_unlock,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_open_tie_v1,container,access_model,container_access_open_tie_v1,,,open_tie,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_remove_cap_v1,container,access_model,container_access_remove_cap_v1,,,remove_cap,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_remove_lid_v1,container,access_model,container_access_remove_lid_v1,,,remove_lid,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_remove_stopper_v1,container,access_model,container_access_remove_stopper_v1,,,remove_stopper,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_unbung_or_open_head_v1,container,access_model,container_access_unbung_or_open_head_v1,,,unbung_or_open_head,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_access_untie_v1,container,access_model,container_access_untie_v1,,,untie,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_00c241407520aae5_v5,container,capacity_band,container_capacity_00c241407520aae5_v5,,,"explicit capacity {""minimum"":4500,""typical"":9000,""maximum"":14400}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_172ccfea52f995ee_v5,container,capacity_band,container_capacity_172ccfea52f995ee_v5,,,"explicit capacity {""minimum"":2500,""typical"":5000,""maximum"":8000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_178e24a1326aee6c_v5,container,capacity_band,container_capacity_178e24a1326aee6c_v5,,,"explicit capacity {""minimum"":12,""typical"":24,""maximum"":38}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_1b7e492ce0368a4f_v5,container,capacity_band,container_capacity_1b7e492ce0368a4f_v5,,,"explicit capacity {""minimum"":17500,""typical"":35000,""maximum"":56000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_47b9ba46e7d0edd1_v5,container,capacity_band,container_capacity_47b9ba46e7d0edd1_v5,,,"explicit capacity {""minimum"":6000,""typical"":12000,""maximum"":19200}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_48204ade568a77b9_v5,container,capacity_band,container_capacity_48204ade568a77b9_v5,,,"explicit capacity {""minimum"":10,""typical"":20,""maximum"":32}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_484786637fb03ae2_v5,container,capacity_band,container_capacity_484786637fb03ae2_v5,,,"explicit capacity {""minimum"":300,""typical"":600,""maximum"":960}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_4abb95308292f2ab_v5,container,capacity_band,container_capacity_4abb95308292f2ab_v5,,,"explicit capacity {""minimum"":90000,""typical"":180000,""maximum"":288000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_4cd3107224326163_v5,container,capacity_band,container_capacity_4cd3107224326163_v5,,,"explicit capacity {""minimum"":15000,""typical"":30000,""maximum"":48000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_5d2e430ad1b15811_v5,container,capacity_band,container_capacity_5d2e430ad1b15811_v5,,,"explicit capacity {""minimum"":600,""typical"":1200,""maximum"":1920}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_82e54ea2e16f2cad_v5,container,capacity_band,container_capacity_82e54ea2e16f2cad_v5,,,"explicit capacity {""minimum"":1,""typical"":1,""maximum"":1}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_9907e317d18baa15_v5,container,capacity_band,container_capacity_9907e317d18baa15_v5,,,"explicit capacity {""minimum"":7500,""typical"":15000,""maximum"":24000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_c16c25672223a547_v5,container,capacity_band,container_capacity_c16c25672223a547_v5,,,"explicit capacity {""minimum"":25000,""typical"":50000,""maximum"":80000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_e7430d6912e49d50_v5,container,capacity_band,container_capacity_e7430d6912e49d50_v5,,,"explicit capacity {""minimum"":4000,""typical"":8000,""maximum"":12800}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_capacity_f80e12cef2c45da3_v5,container,capacity_band,container_capacity_f80e12cef2c45da3_v5,,,"explicit capacity {""minimum"":50000,""typical"":100000,""maximum"":160000}",,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_bung_or_head_v1,container,closure_type,container_closure_bung_or_head_v1,,,bung_or_head,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_cap_or_plug_v1,container,closure_type,container_closure_cap_or_plug_v1,,,cap_or_plug,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_drawstring_v1,container,closure_type,container_closure_drawstring_v1,,,drawstring,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_fitted_lid_variant_v1,container,closure_type,container_closure_fitted_lid_variant_v1,,,fitted_lid_variant,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_flap_v1,container,closure_type,container_closure_flap_v1,,,flap,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_friction_fit_v1,container,closure_type,container_closure_friction_fit_v1,,,friction_fit,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_hinged_lid_possible_lock_v1,container,closure_type,container_closure_hinged_lid_possible_lock_v1,,,hinged_lid_possible_lock,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_lid_or_stop_variant_v1,container,closure_type,container_closure_lid_or_stop_variant_v1,,,lid_or_stop_variant,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_lid_possible_lock_v1,container,closure_type,container_closure_lid_possible_lock_v1,,,lid_possible_lock,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_lid_v1,container,closure_type,container_closure_lid_v1,,,lid,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_open_or_cover_v1,container,closure_type,container_closure_open_or_cover_v1,,,open_or_cover,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_open_or_flap_v1,container,closure_type,container_closure_open_or_flap_v1,,,open_or_flap,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_open_or_lid_variant_v1,container,closure_type,container_closure_open_or_lid_variant_v1,,,open_or_lid_variant,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_open_v1,container,closure_type,container_closure_open_v1,,,open,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_stopper_variant_v1,container,closure_type,container_closure_stopper_variant_v1,,,stopper_variant,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_tie_or_fold_v1,container,closure_type,container_closure_tie_or_fold_v1,,,tie_or_fold,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_closure_tie_v1,container,closure_type,container_closure_tie_v1,,,tie,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_birch_bark_box_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_birch_bark_box_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_birch_bark_box_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_bucket_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_bucket_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_bucket_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_carrying_basket_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_carrying_basket_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_carrying_basket_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_cask_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_cask_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_cask_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_chest_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_chest_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_chest_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_drawstring_pouch_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_drawstring_pouch_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_drawstring_pouch_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_flap_belt_pouch_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_flap_belt_pouch_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_flap_belt_pouch_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_jug_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_jug_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_jug_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_knife_sheath_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_knife_sheath_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_knife_sheath_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_needle_case_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_needle_case_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_needle_case_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_quiver_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_quiver_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_quiver_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_sack_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_sack_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_sack_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_small_casket_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_small_casket_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_small_casket_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_small_soft_bag_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_small_soft_bag_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_small_soft_bag_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_storage_pot_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_storage_pot_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_storage_pot_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_sword_scabbard_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_sword_scabbard_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_sword_scabbard_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_tub_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_tub_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_tub_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
cat_container_compatibility_container_tpl_nov_wooden_box_v1_v5,container,content_compatibility,container_compatibility_container_tpl_nov_wooden_box_v1_v5,,,explicit fail-closed compatibility compat_container_tpl_nov_wooden_box_v1_v3,,v17_item_container_v5,data/knowledge-source/imports/item-container-120-v5/candidate/tables/universal_categories.json,draft
