occupation_id,occupation_title,tl_id,carry_kind,work_location_note_ru,confidence,source_refs,status,note
nov_occ_measurer_weigher,мерщик или весовщик,tl_jeweler_scales,carried,,C,claim:trade-economy-balance-scale-repeatability-depends-on-components-condition-and-repeated-comparison-not-unknown-standard;src:matcult-catalog-v1,candidate,
nov_occ_measurer_weigher,мерщик или весовщик,tl_knife_utility,carried,,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_measurer_weigher,мерщик или весовщик,tl_tally_stick,workplace,,C,src:occupations-v1;src:kolchin1968-wood,candidate,
nov_occ_storehouse_keeper,сторож или держатель склада,tl_keys,carried,,C,src:v5-item-templates;src:kolchin1957-city,candidate,
nov_occ_storehouse_keeper,сторож или держатель склада,tl_knife_utility,carried,,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_storehouse_keeper,сторож или держатель склада,tl_tally_stick,workplace,,C,src:occupations-v1;src:kolchin1968-wood,candidate,
nov_occ_storehouse_keeper,сторож или держатель склада,tl_sack,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_storehouse_keeper,сторож или держатель склада,tl_rope_coil,workplace,,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_debt_account_keeper,человек купеческого долга,tl_tally_stick,carried,,C,src:occupations-v1;src:kolchin1968-wood,candidate,
nov_occ_debt_account_keeper,человек купеческого долга,tl_stylus,carried,,C,claim:residual-v1-birch-writing-used-styli-on-inner-surface;src:v5-item-templates,candidate,
nov_occ_debt_account_keeper,человек купеческого долга,tl_keys,workplace,,C,src:v5-item-templates;src:kolchin1957-city,candidate,
nov_occ_blacksmith,кузнец,tl_knife_utility,carried,,A,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_blacksmith,кузнец,tl_whetstone,carried,,B,claim:stone-whetstone-edge-maintenance,candidate,
nov_occ_blacksmith,кузнец,tl_forge_hearth,workplace,,A,claim:ordinary-life-smith-forge-and-bellows;claim:reconstructed-place-work-smithy-can-conditionally-link-forge-bellows-anvil-and-quench;src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_bellows,workplace,,B,claim:ordinary-life-smith-forge-and-bellows;src:matcult-catalog-v1,candidate,
nov_occ_blacksmith,кузнец,tl_anvil,workplace,,A,claim:occupation-smith-anvil;claim:ordinary-life-smith-anvil-hammer-tongs;src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_anvil_block,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_blacksmith,кузнец,tl_smith_hammer,workplace,,B,claim:occupation-smith-hammer;src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_sledgehammer,workplace,,A,claim:occupation-smith-hammer;src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_smith_tongs,workplace,,B,claim:occupation-smith-tongs;src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_smith_chisel,workplace,,B,src:kolchin1957-city;src:matcult-catalog-v1,candidate,
nov_occ_blacksmith,кузнец,tl_punch,workplace,,B,src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_file,workplace,,B,src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_nail_header,workplace,,B,src:kolchin1959-iron,candidate,
nov_occ_blacksmith,кузнец,tl_quench_tub,workplace,,B,claim:reconstructed-place-work-smithy-can-conditionally-link-forge-bellows-anvil-and-quench;src:matcult-catalog-v1,candidate,
nov_occ_blacksmith,кузнец,tl_grinding_wheel,workplace,,A,claim:stone-grinding-metal-use;src:kolchin1959-iron,candidate,
nov_occ_carpenter,плотник,tl_axe_carpenter,carried,,A,claim:population-woodwork-axe;claim:ordinary-life-carpenter-works-wood-with-tools;src:kolchin1959-iron;src:kolchin1957-city,candidate,
nov_occ_carpenter,плотник,tl_knife_utility,carried,,A,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_carpenter,плотник,tl_adze,workplace,,A,claim:population-woodwork-adze;src:kolchin1959-iron,candidate,
nov_occ_carpenter,плотник,tl_chisel,workplace,,A,claim:population-woodwork-chisel;src:kolchin1959-iron,candidate,
nov_occ_carpenter,плотник,tl_chisel_broad,workplace,,B,src:kolchin1957-city;src:matcult-catalog-v1,candidate,
nov_occ_carpenter,плотник,tl_auger_spoon,workplace,,A,claim:population-woodwork-drill;src:kolchin1959-iron;src:kolchin1957-city,candidate,
nov_occ_carpenter,плотник,tl_saw,workplace,,A,claim:population-woodwork-saw;claim:macro-b21-saw-kerf-binding-needs-pause-and-control-of-support-stress-or-alignment-not-force;src:kolchin1959-iron,candidate,
nov_occ_carpenter,плотник,tl_saw_bow,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_carpenter,плотник,tl_nail_puller,workplace,,B,src:kolchin1959-iron;src:kolchin1957-city,candidate,
nov_occ_carpenter,плотник,tl_drawknife,workplace,,A,claim:occupation-wood-drawknife;src:kolchin1959-iron,candidate,
nov_occ_carpenter,плотник,tl_plane,workplace,,A,claim:occupation-wood-plane;src:kolchin1957-city,candidate,
nov_occ_carpenter,плотник,tl_wedge,workplace,,B,src:matcult-catalog-v1;claim:mb14-practical-wet-wood-splitting-needs-grain-and-restraint,candidate,
nov_occ_carpenter,плотник,tl_mallet,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_carpenter,плотник,tl_marking_cord,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_carpenter,плотник,tl_plumb_line,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_knife_utility,carried,,B,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_drawknife,carried,,B,claim:occupation-wood-drawknife;src:kolchin1959-iron,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_cooper_croze,workplace,,B,src:kolchin1957-city,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_axe_carpenter,workplace,,B,claim:population-woodwork-axe;claim:ordinary-life-carpenter-works-wood-with-tools;src:kolchin1959-iron;src:kolchin1957-city,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_mallet,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_wedge,workplace,,B,src:matcult-catalog-v1;claim:mb14-practical-wet-wood-splitting-needs-grain-and-restraint,candidate,
nov_occ_cooper,бондарь или клетный мастер,tl_workhorse,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_leatherworker,кожевник,tl_knife_utility,carried,,B,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_leatherworker,кожевник,tl_whetstone,carried,,B,claim:stone-whetstone-edge-maintenance,candidate,
nov_occ_leatherworker,кожевник,tl_fleshing_knife,workplace,,B,src:izumova1959-leather,candidate,
nov_occ_leatherworker,кожевник,tl_beam,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_leatherworker,кожевник,tl_liming_vat,workplace,,B,src:izumova1959-leather,candidate,
nov_occ_leatherworker,кожевник,tl_leather_press,workplace,,B,src:izumova1959-leather,candidate,
nov_occ_leatherworker,кожевник,tl_drying_frame,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_shoemaker,сапожник,tl_shoe_knife,carried,,B,src:izumova1959-leather,candidate,
nov_occ_shoemaker,сапожник,tl_awl,carried,,A,claim:population-bark-pierce;src:izumova1959-leather,candidate,
nov_occ_shoemaker,сапожник,tl_last,workplace,,A,claim:population-shoe-form;src:izumova1959-leather,candidate,
nov_occ_shoemaker,сапожник,tl_leather_needle,workplace,,A,src:izumova1959-leather,candidate,
nov_occ_shoemaker,сапожник,tl_wax_block,workplace,,B,src:izumova1959-leather,candidate,
nov_occ_shoemaker,сапожник,tl_stamp_leather,workplace,,B,src:izumova1959-leather,candidate,
nov_occ_shoemaker,сапожник,tl_whetstone,workplace,,B,claim:stone-whetstone-edge-maintenance,candidate,
nov_occ_potter,гончар,tl_knife_utility,carried,,B,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_potter,гончар,tl_potter_paddle,carried,,B,src:matcult-catalog-v1,candidate,
nov_occ_potter,гончар,tl_potter_wheel,workplace,,B,claim:ceramic-novgorod-wheel;src:novgorod-museum-ceramics,candidate,
nov_occ_potter,гончар,tl_clay_trough,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_potter,гончар,tl_pottery_stamp,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_potter,гончар,tl_drying_shelf,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_potter,гончар,tl_kiln,workplace,,C,claim:mb14-practical-clay-firing-needs-gradual-observation;src:matcult-catalog-v1,candidate,
nov_occ_potter,гончар,tl_spade,workplace,,B,claim:household-garden-shovel,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_shears,carried,,B,claim:harvest-sheep-shearing-scissors;src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_sewing_needle,carried,,B,claim:practical-textile-sew;src:kolchin1957-city,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_loom,workplace,,B,claim:population-processes-weaving-device;claim:ordinary-life-weaver-needs-yarn-and-loom-space,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_shuttle,workplace,,B,src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_weaving_sword,workplace,,B,src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_weaving_tablets,workplace,,B,src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_reed_comb,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_spindle,workplace,,B,claim:practical-textile-spin;src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_spindle_whorl,workplace,,B,claim:household-spindle-whorl;src:sedova1981-jewelry,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_distaff,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_weaver_cloth_worker,ткач или работник ткани,tl_dye_pot,workplace,,C,claim:textile-dye-application;claim:place-dye-moving-submerged-textile-can-support-even-contact,candidate,
nov_occ_tailor_mender,портной или чинитель одежды,tl_sewing_needle,carried,шьёт и чинит дома или у заказчика,B,claim:practical-textile-sew;src:kolchin1957-city,candidate,
nov_occ_tailor_mender,портной или чинитель одежды,tl_shears,carried,шьёт и чинит дома или у заказчика,B,claim:harvest-sheep-shearing-scissors;src:matcult-catalog-v1,candidate,
nov_occ_tailor_mender,портной или чинитель одежды,tl_knife_utility,workplace,шьёт и чинит дома или у заказчика,B,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_axe_carpenter,carried,,B,claim:population-woodwork-axe;claim:ordinary-life-carpenter-works-wood-with-tools;src:kolchin1959-iron;src:kolchin1957-city,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_knife_utility,carried,,B,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_adze_boat,workplace,,B,src:matcult-catalog-v1;src:kolchin1959-iron,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_auger_spoon,workplace,,B,claim:population-woodwork-drill;src:kolchin1959-iron;src:kolchin1957-city,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_chisel,workplace,,B,claim:population-woodwork-chisel;src:kolchin1959-iron,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_caulking_iron,workplace,,B,claim:construction-tarred-tow-caulking;src:matcult-catalog-v1,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_pitch_pot,workplace,,B,claim:household-tar-pot;claim:macro-b20-heated-pitch-is-a-burn-and-fume-exposure-hazard-that-needs-cautious-handling;src:matcult-catalog-v1,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_boat_stocks,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_boatbuilder,лодейный мастер,tl_mallet,workplace,,C,src:matcult-catalog-v1,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_axe_household,carried,,C,claim:population-woodwork-axe,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_knife_utility,carried,,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_tar_pots,workplace,,C,claim:household-tar-pot;claim:place-thermal-birch-tar-method-choice-can-change-oxygen-and-collection-conditions;src:talanin-degot,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_pitch_pot,workplace,,C,claim:household-tar-pot;claim:macro-b20-heated-pitch-is-a-burn-and-fume-exposure-hazard-that-needs-cautious-handling;src:matcult-catalog-v1,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_charcoal_pit,workplace,,C,claim:fuel-pit-charcoal-burning-form;claim:fuel-pit-charcoal-burning-air-control,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_spade,workplace,,C,claim:household-garden-shovel,candidate,
nov_occ_pitch_tar_worker,смольщик или дегтярь,tl_basket_bark,workplace,,C,claim:household-bark-tues,candidate,
nov_occ_cart_driver,возчик,tl_knife_utility,carried,работает в дороге,C,claim:population-bark-cut;src:kolchin1957-city,candidate,Упряжь и телега — transport_travel.
nov_occ_cart_driver,возчик,tl_axe_household,carried,работает в дороге,C,claim:population-woodwork-axe,candidate,Упряжь и телега — transport_travel.
nov_occ_cart_driver,возчик,tl_rope_coil,workplace,работает в дороге,C,claim:population-processes-hemp-cordage,candidate,Упряжь и телега — transport_travel.
nov_occ_cart_driver,возчик,tl_whetstone,workplace,работает в дороге,C,claim:stone-whetstone-edge-maintenance,candidate,Упряжь и телега — transport_travel.
nov_occ_porter,грузчик,tl_rope_coil,carried,работает на пристани и торгу,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_porter,грузчик,tl_knife_utility,carried,работает на пристани и торгу,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_porter,грузчик,tl_sack,workplace,работает на пристани и торгу,C,src:matcult-catalog-v1,candidate,
nov_occ_landing_worker,работник пристани,tl_rope_coil,carried,работает на пристани,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_landing_worker,работник пристани,tl_knife_utility,carried,работает на пристани,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_landing_worker,работник пристани,tl_boat_pole,workplace,работает на пристани,C,src:occupations-v1,candidate,
nov_occ_landing_worker,работник пристани,tl_sack,workplace,работает на пристани,C,src:matcult-catalog-v1,candidate,
nov_occ_landing_worker,работник пристани,tl_caulking_iron,workplace,работает на пристани,C,claim:construction-tarred-tow-caulking;src:matcult-catalog-v1,candidate,
nov_occ_boatman,лодочник,tl_oar,carried,работает на реке,B,src:dubrovin2000-transport,candidate,
nov_occ_boatman,лодочник,tl_boat_pole,carried,работает на реке,C,src:occupations-v1,candidate,
nov_occ_boatman,лодочник,tl_knife_utility,carried,работает на реке,B,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_boatman,лодочник,tl_rope_coil,workplace,работает на реке,B,claim:population-processes-hemp-cordage,candidate,
nov_occ_boatman,лодочник,tl_pitch_pot,workplace,работает на реке,B,claim:household-tar-pot;claim:macro-b20-heated-pitch-is-a-burn-and-fume-exposure-hazard-that-needs-cautious-handling;src:matcult-catalog-v1,candidate,
nov_occ_helmsman,кормщик,tl_oar,carried,работает на судне,C,src:dubrovin2000-transport,candidate,
nov_occ_helmsman,кормщик,tl_knife_utility,carried,работает на судне,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_helmsman,кормщик,tl_rope_coil,workplace,работает на судне,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_helmsman,кормщик,tl_boat_pole,workplace,работает на судне,C,src:occupations-v1,candidate,
nov_occ_ferryman,перевозчик,tl_oar,carried,работает у перевоза,C,src:dubrovin2000-transport,candidate,
nov_occ_ferryman,перевозчик,tl_boat_pole,carried,работает у перевоза,C,src:occupations-v1,candidate,
nov_occ_ferryman,перевозчик,tl_rope_coil,carried,работает у перевоза,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_ferryman,перевозчик,tl_knife_utility,workplace,работает у перевоза,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_ferryman,перевозчик,tl_axe_household,workplace,работает у перевоза,C,claim:population-woodwork-axe,candidate,
nov_occ_route_guide,проводник,tl_knife_utility,carried,работает в пути,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_route_guide,проводник,tl_firesteel,carried,работает в пути,C,claim:casting-firesteel-steel;claim:ha-firesteel-ignition,candidate,
nov_occ_route_guide,проводник,tl_staff,carried,работает в пути,C,src:occupations-v1,candidate,
nov_occ_route_guide,проводник,tl_axe_household,workplace,работает в пути,C,claim:population-woodwork-axe,candidate,
nov_occ_route_guide,проводник,tl_ski_hunting,workplace,работает в пути,C,claim:household-ski-wood,candidate,
nov_occ_portage_worker,работник волока,tl_rope_coil,carried,работает на волоке,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_portage_worker,работник волока,tl_axe_household,carried,работает на волоке,C,claim:population-woodwork-axe,candidate,
nov_occ_portage_worker,работник волока,tl_knife_utility,workplace,работает на волоке,C,claim:population-bark-cut;src:kolchin1957-city,candidate,
nov_occ_portage_worker,работник волока,tl_wedge,workplace,работает на волоке,C,src:matcult-catalog-v1;claim:mb14-practical-wet-wood-splitting-needs-grain-and-restraint,candidate,
nov_occ_winter_road_worker,работник зимника,tl_axe_household,carried,работает на зимнике и льду,C,claim:population-woodwork-axe,candidate,
nov_occ_winter_road_worker,работник зимника,tl_ice_pick,carried,работает на зимнике и льду,C,src:matcult-catalog-v1,candidate,
nov_occ_winter_road_worker,работник зимника,tl_spade,workplace,работает на зимнике и льду,C,claim:household-garden-shovel,candidate,
nov_occ_winter_road_worker,работник зимника,tl_rope_coil,workplace,работает на зимнике и льду,C,claim:population-processes-hemp-cordage,candidate,
nov_occ_ploughman,пахарь,tl_sickle,carried,работает в поле и на току,B,claim:harvest-sickle-crops-grasses;claim:harvest-sickle-wooden-handle,candidate,
