it_id,name_ru,name_en,category_id,category_status,category_scope,region_permission,subcategory,item_group,material,technique,size_band,mass_rule,mass_g_nominal,mass_basis,quantity_unit,condition_states,condition_vocab_ref,perceptual_cues,functions,typical_owner_roles,value_band,carry_form,mark_slots,identifying_text_slot,v5_item_template_ref,v5_container_template_ref,master_refs,wk_refs,attestation,source_refs,confidence,status,note
it_hh_pot_stand,Деревянная подставка под горячий горшок,wooden pot stand,cat_item_object_pot_stand_v1,proposed_new,universal,region_novgorod_land,kitchen_wood,HH_COOKWARE,wood,carved,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",supporting_hot_vessel,woman_of_household,trifle,not_carried,wear;dmg,none,,,n1230:material_item:omi01787,claim:household-utensil-wood,master OMI01787 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; WK approved claims: 1,master:n1230:material_item:omi01787;wk:claim:household-utensil-wood;src:SRC005;src:SRC008;src:SRC045;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_stirring_paddle,Деревянная мешалка,wooden stirring paddle,cat_item_object_stirring_paddle_v1,proposed_new,universal,region_novgorod_land,kitchen_wood,HH_COOKWARE,wood,carved,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",stirring;mashing,woman_of_household,trifle,not_carried,wear;dmg,none,,,n1230:material_item:omi01768;n1230:material_item:omi01769;n1230:material_item:omi01770;n1230:material_item:omi01771,claim:household-utensil-wood,"master OMI01768 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 4, confidence set B ; WK approved claims: 1",master:n1230:material_item:omi01768;master:n1230:material_item:omi01769;master:n1230:material_item:omi01770;master:n1230:material_item:omi01771;wk:claim:household-utensil-wood;src:SRC005;src:SRC008;src:SRC045;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_kitchen_spatula,Деревянная кухонная лопаточка,wooden kitchen spatula,cat_item_object_kitchen_spatula_v1,proposed_new,universal,region_novgorod_land,kitchen_wood,HH_COOKWARE,wood,carved,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",turning;scraping,woman_of_household,trifle,not_carried,wear;dmg,none,,,n1230:material_item:omi01772;n1230:material_item:omi01773;n1230:material_item:omi01774,claim:household-utensil-wood,"master OMI01772 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 3, confidence set B ; WK approved claims: 1",master:n1230:material_item:omi01772;master:n1230:material_item:omi01773;master:n1230:material_item:omi01774;wk:claim:household-utensil-wood;src:SRC005;src:SRC008;src:SRC045;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_salt_cup,Деревянная чашечка для соли или жира,small wooden salt or fat cup,cat_item_object_salt_cup_v1,proposed_new,universal,region_novgorod_land,tableware_wood,HH_TABLEWARE,wood,carved,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",holding_salt;holding_fat,household_member,trifle,not_carried,own;orn;wear,none,,,n1230:material_item:omi01785;n1230:material_item:omi01781,claim:household-utensil-wood,"master OMI01785 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 2, confidence set B ; WK approved claims: 1",master:n1230:material_item:omi01785;master:n1230:material_item:omi01781;wk:claim:household-utensil-wood;src:SRC005;src:SRC008;src:SRC045;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_bark_cup,Берестяная чашечка,birch-bark cup,cat_item_object_bark_cup_v1,proposed_new,universal,region_novgorod_land,tableware_bark,HH_TABLEWARE,birch_bark,folded_sewn_bark,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,new;serviceable;worn;cracked;torn;repaired;damp,cond_bark,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",drinking;holding,household_member;traveller;child,trifle,bag,wear;dmg,none,,,n1230:material_item:omi01786,claim:household-bark-tues,master OMI01786 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; WK approved claims: 1,master:n1230:material_item:omi01786;wk:claim:household-bark-tues;src:SRC005;src:SRC008;src:SRC045;src:SRC067;src:SRC082;src:SRC103,C,candidate,Одноразовая или временная форма; тип по master OMI01786 (B).
it_hh_cooking_pot,Керамический кухонный горшок,ceramic cooking pot,cat_item_object_cooking_pot_v1,existing_v5_draft,universal,region_novgorod_land,ceramic_kitchen,HH_COOKWARE,clay,wheel_thrown_or_hand_finished;fired_clay,medium,band:medium [1000-5000 g per piece]; nominal 2500 g,2500,v5:item_tpl_nov_cooking_pot_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гончарный круг, обжиг; следы копоти на стенках | следы: сколы, копоть, следы пищи, обручи и починки",cooking;boiling;storing,woman_of_household,trifle,not_carried,mk;orn;rep;wear;dmg,TXT_POTTERY_STAMP,item_tpl_nov_cooking_pot_v1,,n1230:material_item:pot0021;n1230:material_item:pot0019;n1230:material_item:omi01072;n1230:material_item:omi01081;n1230:material_item:omi01082,claim:household-ceramic-vessel;claim:ceramic-novgorod-wheel;claim:pottery-handmade-local-clay;claim:population-ceramic-fracture,"master POT0021 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 5, confidence set A ; v5 item_tpl_nov_cooking_pot_v1: 4 source bindings (comparative_period) ; WK approved claims: 4",master:n1230:material_item:pot0021;master:n1230:material_item:pot0019;master:n1230:material_item:omi01072;master:n1230:material_item:omi01081;master:n1230:material_item:omi01082;v5:item_tpl_nov_cooking_pot_v1;wk:claim:household-ceramic-vessel;wk:claim:ceramic-novgorod-wheel;wk:claim:pottery-handmade-local-clay;wk:claim:population-ceramic-fracture;src:SRC024;src:BIB_POTTERY_STAMPS;src:SRC080;src:SRC005;src:SRC008;src:SRC066;src:SRC002;src:SRC007;src:SRC045;src:SRC067;src:SRC082,A,candidate,
it_hh_storage_pot,Крупный керамический горшок для хранения,large ceramic storage pot,cat_item_object_storage_pot_v1,proposed_new,universal,region_novgorod_land,ceramic_storage,HH_SMALL_STORAGE,clay,wheel_thrown_or_hand_finished;fired_clay,large,band:large [5000-25000 g per piece]; nominal 10000 g,10000,band default large,piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гончарный круг, обжиг | следы: сколы, копоть, следы пищи, обручи и починки",storing_grain;storing_liquid,woman_of_household,trifle,not_carried,mk;orn;rep;wear;dmg,TXT_POTTERY_STAMP,,container_tpl_nov_storage_pot_v1,n1230:material_item:pot0018;n1230:material_item:pot0023,claim:household-ceramic-vessel;claim:household-tar-pot,"master POT0018 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A/B ; WK approved claims: 2",master:n1230:material_item:pot0018;master:n1230:material_item:pot0023;v5:container_tpl_nov_storage_pot_v1;wk:claim:household-ceramic-vessel;wk:claim:household-tar-pot;src:SRC024;src:SRC080;src:SRC005;src:SRC008;src:SRC066,A,candidate,
it_hh_ceramic_bowl,Керамическая миска,ceramic bowl,cat_item_object_ceramic_bowl_v1,proposed_new,universal,region_novgorod_land,ceramic_table,HH_TABLEWARE,clay,wheel_thrown_or_hand_finished;fired_clay,hand,band:hand [250-1000 g per piece]; nominal 400 g,400,analog v5:item_tpl_nov_wooden_bowl_v1 (src_gameplay_physical_policy_v3),piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гончарный круг, обжиг | следы: сколы, копоть, следы пищи, обручи и починки",eating;serving,household_member,trifle,not_carried,mk;orn;rep;wear;dmg,TXT_POTTERY_STAMP,,,n1230:material_item:pot0015,claim:household-ceramic-vessel,"master POT0015 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; WK approved claims: 1",master:n1230:material_item:pot0015;wk:claim:household-ceramic-vessel;src:SRC024;src:SRC080;src:SRC005;src:SRC008;src:SRC066,A,candidate,
it_hh_ceramic_lid,Керамическая крышка,ceramic lid,cat_item_object_vessel_lid_v1,proposed_new,universal,region_novgorod_land,ceramic_kitchen,HH_COOKWARE,clay,fired_clay,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: лепка/круг, обжиг | следы: сколы, копоть, следы пищи, обручи и починки",covering,woman_of_household,trifle,not_carried,wear;dmg,none,,,n1230:material_item:pot0014;n1230:material_item:omi01077,claim:household-ceramic-vessel,"master POT0014 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 2, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:pot0014;master:n1230:material_item:omi01077;wk:claim:household-ceramic-vessel;src:SRC024;src:SRC080;src:SRC005;src:SRC008;src:SRC066;src:SRC002;src:SRC007;src:SRC045;src:SRC067;src:SRC082,B,candidate,
it_hh_ceramic_cup,Керамическая чаша,ceramic cup,cat_item_object_ceramic_cup_v1,proposed_new,universal,region_novgorod_land,ceramic_table,HH_TABLEWARE,clay,wheel_thrown_or_hand_finished;fired_clay,small,band:small [50-250 g per piece]; nominal 180 g,180,analog v5:item_tpl_nov_wooden_cup_v1 (src_gameplay_physical_policy_v3),piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гончарный круг, обжиг | следы: сколы, копоть, следы пищи, обручи и починки",drinking,household_member,ordinary,not_carried,orn;rep;wear;dmg,none,,,n1230:material_item:pot0017,claim:household-ceramic-vessel,master POT0017 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; WK approved claims: 1,master:n1230:material_item:pot0017;wk:claim:household-ceramic-vessel;src:SRC024;src:SRC080;src:SRC005;src:SRC008;src:SRC066,B,candidate,
it_hh_ceramic_jug,Керамический кувшин,ceramic jug,cat_item_object_jug_v1,proposed_new,universal,region_novgorod_land,ceramic_table,HH_TABLEWARE,clay,wheel_thrown_or_hand_finished;fired_clay,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: круговая формовка, отдельно присоединенная ручка | следы: сколы, копоть, следы пищи, обручи и починки",pouring;storing_liquid,household_member,ordinary,not_carried,orn;rep;wear;dmg,none,,container_tpl_nov_jug_v1,n1230:material_item:pot0020,claim:household-ceramic-vessel;claim:population-ceramic-joint,"master POT0020 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 2",master:n1230:material_item:pot0020;v5:container_tpl_nov_jug_v1;wk:claim:household-ceramic-vessel;wk:claim:population-ceramic-joint;src:SRC024;src:SRC080;src:SRC005;src:SRC008;src:SRC066,C,candidate,Master POT0020 = C.
it_hh_ceramic_mug,Керамическая кружка с ручкой,ceramic mug with handle,cat_item_object_ceramic_mug_v1,proposed_new,universal,region_novgorod_land,ceramic_table,HH_TABLEWARE,clay,wheel_thrown_or_hand_finished;fired_clay,small,band:small [50-250 g per piece]; nominal 180 g,180,analog v5:item_tpl_nov_wooden_cup_v1 (src_gameplay_physical_policy_v3),piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гончарный сосуд с прилепной ручкой | следы: сколы, копоть, следы пищи, обручи и починки",drinking,household_member,ordinary,not_carried,orn;wear;dmg,none,,,n1230:material_item:pot0013,claim:population-ceramic-joint,"master POT0013 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:pot0013;wk:claim:population-ceramic-joint;src:SRC024;src:SRC080;src:SRC005;src:SRC008;src:SRC066,C,candidate,Master POT0013 = C; форма осторожная.
it_hh_fat_vessel,Керамический сосуд для жира или масла,ceramic fat/oil vessel,cat_item_object_fat_vessel_v1,proposed_new,universal,region_novgorod_land,ceramic_storage,HH_SMALL_STORAGE,clay,fired_clay,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гончарный круг, обжиг | следы: сколы, копоть, следы пищи, обручи и починки",storing_fat,woman_of_household,trifle,not_carried,rep;wear;dmg,none,,,n1230:material_item:pot0023;n1230:material_item:omi01084,claim:maslo-birchbark-718-account;claim:population-ceramic-water,"master POT0023 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 2, confidence set B ; WK approved claims: 2",master:n1230:material_item:pot0023;master:n1230:material_item:omi01084;wk:claim:maslo-birchbark-718-account;wk:claim:population-ceramic-water;src:SRC024;src:SRC028;src:SRC080;src:SRC005;src:SRC008;src:SRC066;src:SRC002;src:SRC007;src:SRC045;src:SRC067;src:SRC082,B,candidate,
