it_id,name_ru,name_en,category_id,category_status,category_scope,region_permission,subcategory,item_group,material,technique,size_band,mass_rule,mass_g_nominal,mass_basis,quantity_unit,condition_states,condition_vocab_ref,perceptual_cues,functions,typical_owner_roles,value_band,carry_form,mark_slots,identifying_text_slot,v5_item_template_ref,v5_container_template_ref,master_refs,wk_refs,attestation,source_refs,confidence,status,note
it_ps_leather_purse,Малый кожаный кошель с завязкой,small leather drawstring purse,cat_item_object_drawstring_pouch_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,leather,sewn;drawstring,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: смешанные натуральные материалы, грязь, износ и случайные обломки",carrying_money;carrying_small_items,household_member;trader;traveller,trifle,belt,own;orn;rep;wear;dmg,none,,container_tpl_nov_drawstring_pouch_v1,n1230:material_item:omi01880;n1230:material_item:omi00490;n1230:material_item:omi00491;n1230:material_item:omi01882;n1230:material_item:omi01883;n1230:material_item:omi01884,claim:population-leather-case;claim:novgorod-leather-items,"master OMI01880 (A): Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте. ; linked master rows 6, confidence set A/B ; WK approved claims: 2",master:n1230:material_item:omi01880;master:n1230:material_item:omi00490;master:n1230:material_item:omi00491;master:n1230:material_item:omi01882;master:n1230:material_item:omi01883;master:n1230:material_item:omi01884;v5:container_tpl_nov_drawstring_pouch_v1;wk:claim:population-leather-case;wk:claim:novgorod-leather-items;src:SRC061;src:SRC105;src:SRC005;src:SRC008;src:SRC027;src:SRC045;src:SRC067;src:SRC084,A,candidate,
it_ps_cloth_purse,Тканевый кошелёк с завязкой,cloth drawstring purse,cat_item_object_drawstring_pouch_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,linen;wool,sewn;drawstring,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,clean;soiled;worn;torn;patched;damp;mouldy,cond_textile,"цвет: смешанные натуральные материалы, грязь, износ и случайные обломки",carrying_small_items,household_member;woman_of_household,trifle,belt,own;rep;wear;dmg,none,,container_tpl_nov_drawstring_pouch_v1,n1230:material_item:omi01881,claim:clothing-linen,master OMI01881 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; WK approved claims: 1,master:n1230:material_item:omi01881;v5:container_tpl_nov_drawstring_pouch_v1;wk:claim:clothing-linen;src:SRC045;src:SRC005;src:SRC008;src:SRC027;src:SRC061;src:SRC067;src:SRC084;src:SRC105,B,candidate,
it_ps_belt_pouch,Поясная кожаная сумка с клапаном,leather belt pouch with flap,cat_item_object_flap_belt_pouch_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,leather,sewn;flap_closure,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: натуральные тёмные тона | устройство: сшитый корпус с клапаном и петлями | следы: грязь, масло, ремонт, дорожная потёртость",carrying_small_items;carrying_fire_kit,household_member;trader;traveller;service_retainer,ordinary,belt,own;orn;rep;wear;dmg,none,,container_tpl_nov_flap_belt_pouch_v1,n1230:material_item:mil0021;n1230:material_item:omi00486;n1230:material_item:omi00487;n1230:material_item:omi00488;n1230:material_item:omi00451,claim:population-leather-case;claim:novgorod-leather-items,"master MIL0021 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 5, confidence set A ; WK approved claims: 2",master:n1230:material_item:mil0021;master:n1230:material_item:omi00486;master:n1230:material_item:omi00487;master:n1230:material_item:omi00488;master:n1230:material_item:omi00451;v5:container_tpl_nov_flap_belt_pouch_v1;wk:claim:population-leather-case;wk:claim:novgorod-leather-items;src:SRC105;src:SRC061;src:SRC036;src:SRC037;src:SRC038;src:SRC008;src:SRC045;src:SRC084,A,candidate,
it_ps_small_bag,Мешочек для мелочей,small pouch for oddments,cat_item_object_small_soft_bag_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,linen;leather,sewn,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,clean;soiled;worn;torn;patched;damp;mouldy,cond_textile,"цвет: натуральные материалы | устройство: сшитый мешочек | следы: рабочая потёртость, пятна, копоть, починка",carrying_small_items,household_member;traveller,trifle,belt;bag,wear;dmg,none,,container_tpl_nov_small_soft_bag_v1,n1230:material_item:hou0041,claim:population-leather-case,"master HOU0041 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; WK approved claims: 1",master:n1230:material_item:hou0041;v5:container_tpl_nov_small_soft_bag_v1;wk:claim:population-leather-case;src:SRC105;src:SRC001;src:SRC005;src:SRC006;src:SRC061;src:SRC089,A,candidate,
it_ps_tool_case,Кожаный чехол малого инструмента,leather case for small tool,cat_item_object_tool_case_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,leather,sewn;fitted_sheath,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: натуральные материалы | устройство: две детали кожи, шов по краю, формовка | следы: рабочая потёртость, пятна, копоть, починка",protecting_tool,craftsman,trifle,belt,own;orn;wear;dmg,none,,,n1230:material_item:hou0037;n1230:material_item:omi01889;n1230:material_item:omi00495;n1230:material_item:omi00496,claim:population-leather-case,"master HOU0037 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 4, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:hou0037;master:n1230:material_item:omi01889;master:n1230:material_item:omi00495;master:n1230:material_item:omi00496;wk:claim:population-leather-case;src:SRC105;src:SRC061;src:SRC084;src:SRC001;src:SRC005;src:SRC006;src:SRC089;src:SRC008;src:SRC027;src:SRC045;src:SRC067,A,candidate,
it_ps_western_bag,Кожаная купеческая сумка западной работы,western-made merchant's leather bag,cat_item_object_merchant_bag_western_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,leather,sewn,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,band default hand,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: без карикатурной национальной палитры | устройство: сшитая сумка с клапаном/подвесом, форма по археологии | следы: дорожная и морская потёртость, ремонт на месте | размер по источнику: поясной/наплечный размер",carrying_goods;carrying_documents,foreign_merchant;trader,valued,shoulder,orn;wear;dmg,none,,,n1230:material_item:frn0030,claim:novgorod-leather-items,master FRN0030 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; WK approved claims: 1,master:n1230:material_item:frn0030;wk:claim:novgorod-leather-items;src:SRC075;src:SRC049;src:SRC061;src:SRC084;src:SRC048;src:SRC050;src:SRC051,B,candidate,
it_ps_travel_bag,Дорожный мешок,travel sack,cat_item_object_travel_sack_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,linen;hemp;leather,sewn;drawstring,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,clean;soiled;worn;torn;patched;damp;mouldy,cond_textile,"цвет: натуральные тёмные тона | устройство: сшитый мешок/клапанная сумка | следы: грязь, масло, ремонт, дорожная потёртость | размер по источнику: примерно 15–35 см",carrying_belongings,traveller;service_retainer,trifle,back,own;rep;wear;dmg,none,,container_tpl_nov_sack_v1,n1230:material_item:mil0025,claim:trade-economy-batch-03-packaging-division-uses-material-and-space-per-carried-unit,"master MIL0025 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; WK approved claims: 1",master:n1230:material_item:mil0025;v5:container_tpl_nov_sack_v1;wk:claim:trade-economy-batch-03-packaging-division-uses-material-and-space-per-carried-unit;src:SRC036;src:SRC037;src:SRC038;src:SRC061;src:SRC008,A,candidate,
it_ps_wooden_flask,Деревянная походная фляга,wooden travel flask,cat_item_object_flask_wood_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,wood,staved;carved,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,band default hand,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные тёмные тона | устройство: клёпочный или составной сосуд | следы: грязь, масло, ремонт, дорожная потёртость | размер по источнику: портативный",carrying_drink,traveller;service_retainer,ordinary,belt;shoulder,own;orn;rep;wear;dmg,none,,,n1230:material_item:mil0016,claim:household-utensil-wood,master MIL0016 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; WK approved claims: 1,master:n1230:material_item:mil0016;wk:claim:household-utensil-wood;src:SRC005;src:SRC036;src:SRC037;src:SRC038;src:SRC061;src:SRC039,B,candidate,
it_ps_leather_flask,Кожаная фляга,leather flask,cat_item_object_flask_leather_v1,proposed_new,universal,region_novgorod_land,carry,PS_CARRY,leather,sewn,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,band default hand,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: натуральные тёмные тона | устройство: герметичная небольшая ёмкость с пробкой и ремнём; точная форма по аналогу | следы: грязь, масло, ремонт, дорожная потёртость | размер по источнику: примерно на одну–несколько порций",carrying_drink,traveller,ordinary,belt;shoulder,wear;dmg;rep,none,,,n1230:material_item:mil0010,claim:population-leather-case,"master MIL0010 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:mil0010;wk:claim:population-leather-case;src:SRC105;src:SRC061;src:SRC084;src:SRC036;src:SRC037;src:SRC038;src:SRC005,C,candidate,Master MIL0010 = C.
it_ps_fire_kit,"Огнивный набор в мешочке (кресало, кремень, трут)",fire-making kit in pouch,cat_item_object_fire_kit_v1,proposed_new,universal,region_novgorod_land,fire_making,PS_FIRE_KIT,iron;stone;tinder_fungus;leather,assembled,tiny,band:tiny [1-50 g per set]; nominal 20 g,20,band default tiny,set,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: натуральные материалы | устройство: небольшой кремневый отщеп и сухой горючий материал в мешочке/коробке | следы: рабочая потёртость, пятна, копоть, починка | размер по источнику: малый набор",striking_fire,household_member;traveller;fisher;service_retainer,ordinary,belt;pouch,own;wear,none,,,n1230:material_item:hou0011;n1230:material_item:hou0012;n1230:material_item:int0033;n1230:material_item:int0040,claim:ha-firesteel-ignition,"master HOU0011 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 4, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:hou0011;master:n1230:material_item:hou0012;master:n1230:material_item:int0033;master:n1230:material_item:int0040;wk:claim:ha-firesteel-ignition;src:SRC032;src:SRC001;src:SRC005;src:SRC006;src:SRC061;src:SRC089;src:SRC008;src:SRC067,B,candidate,"Набор как сочетание засвидетельствованных вещей (кресало, кремень, трут); сам комплект — вывод."
it_ps_iron_stylus,Железное писало с лопаточкой,iron stylus with spatula head,cat_item_object_stylus_v1,existing_v5_draft,universal,region_novgorod_land,writing,PS_WRITING,iron,forged,tiny,band:tiny [1-50 g per piece]; nominal 40 g,40,v5:item_tpl_nov_stylus_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: натуральная береста, тёмные чернила, свинец | устройство: тонкий заострённый стержень; противоположный конец может быть лопаточкой для воска | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: обычно 8–20 см",writing_on_birch_bark;writing_on_wax,scribe_literate;trader;clergy_monastic;child;household_member,ordinary,belt;pouch,mk;orn;wear;dmg,none,item_tpl_nov_stylus_v1,,n1230:material_item:wrt0027,claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection,"master WRT0027 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; v5 item_tpl_nov_stylus_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:wrt0027;v5:item_tpl_nov_stylus_v1;wk:claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;src:SRC026;src:SRC027;src:SRC073;src:SRC068,A,candidate,
it_ps_bone_stylus,Костяное писало,bone stylus,cat_item_object_stylus_v1,existing_v5_draft,universal,region_novgorod_land,writing,PS_WRITING,bone_or_antler,carved,tiny,band:tiny [1-50 g per piece]; nominal 40 g,40,analog v5:item_tpl_nov_stylus_v1 (src_gameplay_physical_policy_v3),piece,whole;worn_polished;cracked;teeth_broken;broken,cond_bone,"цвет: натуральная береста, тёмные чернила, свинец | устройство: полированный заострённый стержень с расширенным концом | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: 8–20 см",writing_on_birch_bark;writing_on_wax,scribe_literate;child;household_member,trifle,pouch,orn;wear;dmg,none,item_tpl_nov_stylus_v1,,n1230:material_item:wrt0028;n1230:material_item:omi00934;n1230:material_item:omi00935,claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection,"master WRT0028 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 3, confidence set A ; v5 item_tpl_nov_stylus_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:wrt0028;master:n1230:material_item:omi00934;master:n1230:material_item:omi00935;v5:item_tpl_nov_stylus_v1;wk:claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC005;src:SRC006;src:SRC008;src:SRC033;src:SRC045;src:SRC058;src:SRC067;src:SRC103,A,candidate,
it_ps_bark_sheet_blank,Подготовленная пластина бересты для письма,prepared birch-bark writing sheet,cat_item_object_birch_bark_sheet_v1,existing_v5_draft,universal,region_novgorod_land,writing,PS_WRITING,birch_bark,prepared,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,v5:item_tpl_nov_birch_bark_sheet_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;torn;repaired;damp,cond_bark,"цвет: натуральная береста, тёмные чернила, свинец | устройство: кора снята, расправлена, очищена и обрезана; письмо процарапывается по мягкой поверхности | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: от небольшой полоски до листа примерно ладонного/тетрадного…",writing_surface,scribe_literate;trader;household_member,trifle,pouch,none,none,item_tpl_nov_birch_bark_sheet_v1,,n1230:material_item:wrt0020;n1230:material_item:omi01637;n1230:material_item:omi01638;n1230:material_item:omi01639;n1230:material_item:omi01640;n1230:material_item:omi01654,claim:gramota-73-debt-record,"master WRT0020 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 6, confidence set A ; v5 item_tpl_nov_birch_bark_sheet_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:wrt0020;master:n1230:material_item:omi01637;master:n1230:material_item:omi01638;master:n1230:material_item:omi01639;master:n1230:material_item:omi01640;master:n1230:material_item:omi01654;v5:item_tpl_nov_birch_bark_sheet_v1;wk:claim:gramota-73-debt-record;src:SRC027;src:SRC081;src:SRC026;src:SRC068;src:SRC073;src:SRC005;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC103,A,candidate,
