tp_id,name_ru,object_kind,node_ref,name_status,first_attestation,source_refs,confidence
pn_v6_0052,Верхние Луга: охотничий стан,hunting_camp,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:52,C
pn_v6_0053,Нижний Починок на Волхове: брод,ford_place,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:53,C
pn_v6_0054,Верхнее Березье у Волхова: деревня,hamlet,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:54,C
pn_v6_0055,Верхние Лужицы на Волхове: брод,ford_place,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:55,C
pn_v6_0056,Верхнее Селище у Волхова: деревня,hamlet,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:56,C
pn_v6_0057,Починок на Волхове: брод,ford_place,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:57,C
pn_v6_0058,Верхнее Дуброво на Волхове: брод,ford_place,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:58,C
pn_v6_0059,Сосновец у Волхова: деревня,hamlet,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:59,C
pn_v6_0060,Верхнее Мховое у Волхова: деревня,hamlet,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:60,C
pn_v6_0061,Озерец на Волхове: брод,ford_place,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:61,C
pn_v6_0062,Верхнее Плесо: охотничий стан,hunting_camp,nov_g1_00_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_05:62,C
pn_v6_0063,Нижнее Дуброво на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:63,C
pn_v6_0064,Сосновец на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:64,C
pn_v6_0065,Нижнее Мховое у Волхова: деревня,hamlet,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:65,C
pn_v6_0066,Верхний Озерец у Волхова: деревня,hamlet,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:66,C
pn_v6_0067,Плесо на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:67,C
pn_v6_0068,Верхнее Залесье: охотничий стан,hunting_camp,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:68,C
pn_v6_0069,Борок на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:69,C
pn_v6_0070,Наволок у Волхова: деревня,hamlet,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:70,C
pn_v6_0071,Верхняя Глинка на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:71,C
pn_v6_0072,Верхние Луки у Волхова: деревня,hamlet,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:72,C
pn_v6_0073,Погосток на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:73,C
pn_v6_0074,Верхний Рыбный Стан на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:74,C
pn_v6_0075,Волчий Бор у Волхова: деревня,hamlet,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:75,C
pn_v6_0076,Кривой Ручей у Волхова: деревня,hamlet,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:76,C
pn_v6_0077,Верхний Зимний Стан на Волхове: брод,ford_place,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:77,C
pn_v6_0078,Верхняя Сухая Грива: охотничий стан,hunting_camp,nov_g1_00_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_00_06:78,C
pn_v6_0079,Верхний Озерец на Ильмене: пристань,river_landing,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:79,C
pn_v6_0080,Плесо на Ильмене: брод,ford_place,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:80,C
pn_v6_0081,Залесье у Ильменя: деревня,hamlet,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:81,C
pn_v6_0082,Верхний Борок у Ильменя: деревня,hamlet,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:82,C
pn_v6_0083,Верхний Наволок на Ильмене: пристань,river_landing,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:83,C
pn_v6_0084,Верхняя Глинка: охотничий стан,hunting_camp,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:84,C
pn_v6_0085,Луки на Ильмене: брод,ford_place,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:85,C
pn_v6_0086,Верхний Погосток у Ильменя: деревня,hamlet,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:86,C
pn_v6_0087,Верхний Рыбный Стан на Ильмене: пристань,river_landing,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:87,C
pn_v6_0088,Верхний Волчий Бор у Ильменя: деревня,hamlet,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:88,C
pn_v6_0089,Верхний Кривой Ручей на Ильмене: пристань,river_landing,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:89,C
pn_v6_0090,Зимний Стан на Ильмене: брод,ford_place,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:90,C
pn_v6_0091,Верхняя Сухая Грива у Ильменя: деревня,hamlet,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:91,C
pn_v6_0092,Верхний Чёрный Мох у Ильменя: деревня,hamlet,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:92,C
pn_v6_0093,Верхняя Глухая Лука на Ильмене: пристань,river_landing,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:93,C
pn_v6_0094,Верхний Ольшаник: охотничий стан,hunting_camp,nov_g1_01_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_00:94,C
pn_v6_0095,Верхний Зимний Стан на Ильмене: пристань,river_landing,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:95,C
pn_v6_0096,Сухая Грива на Ильмене: брод,ford_place,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:96,C
pn_v6_0097,Нижний Чёрный Мох у Ильменя: деревня,hamlet,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:97,C
pn_v6_0098,Верхняя Глухая Лука у Ильменя: деревня,hamlet,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:98,C
pn_v6_0099,Верхний Ольшаник на Ильмене: пристань,river_landing,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:99,C
pn_v6_0100,Верхнее Следово: охотничий стан,hunting_camp,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:100,C
pn_v6_0101,Каменка на Ильмене: брод,ford_place,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:101,C
pn_v6_0102,Верхнее Заречье у Ильменя: деревня,hamlet,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:102,C
pn_v6_0103,Верхнее Подборье на Ильмене: пристань,river_landing,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:103,C
pn_v6_0104,Верхние Ручьи у Ильменя: деревня,hamlet,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:104,C
pn_v6_0105,Верхний Малый Бор на Ильмене: пристань,river_landing,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:105,C
pn_v6_0106,Верхние Луга на Ильмене: брод,ford_place,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:106,C
pn_v6_0107,Верхнее Починье у Ильменя: деревня,hamlet,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:107,C
pn_v6_0108,Верхнее Березье у Ильменя: деревня,hamlet,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:108,C
pn_v6_0109,Верхние Лужицы на Ильмене: пристань,river_landing,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:109,C
pn_v6_0110,Верхнее Селище: охотничий стан,hunting_camp,nov_g1_01_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_01:110,C
pn_v6_0111,Верхние Луга на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:111,C
pn_v6_0112,Верхнее Починье на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:112,C
pn_v6_0113,Верхнее Березье у Ильменя: село,village,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:113,C
pn_v6_0114,Верхние Лужицы у Ильменя: село,village,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:114,C
pn_v6_0115,Верхнее Селище на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:115,C
pn_v6_0116,Верхний Починок у Ильменя: деревня,hamlet,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:116,C
pn_v6_0117,Верхнее Дуброво на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:117,C
pn_v6_0118,Верхний Сосновец у Ильменя: село,village,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:118,C
pn_v6_0119,Верхнее Мховое на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:119,C
pn_v6_0120,Верхний Озерец у Ильменя: село,village,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:120,C
pn_v6_0121,Верхнее Плесо на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:121,C
pn_v6_0122,Верхнее Залесье на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:122,C
pn_v6_0123,Верхний Борок у Ильменя: село,village,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:123,C
pn_v6_0124,Верхний Наволок у Ильменя: село,village,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:124,C
pn_v6_0125,Верхняя Глинка на Ильмене: пристань,river_landing,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:125,C
pn_v6_0126,Верхние Луки у Ильменя: деревня,hamlet,nov_g1_01_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_02:126,C
pn_v6_0127,Нижнее Залесье на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:127,C
pn_v6_0128,Верхний Борок на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:128,C
pn_v6_0129,Нижний Наволок у Ильменя: село,village,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:129,C
pn_v6_0130,Верхняя Глинка у Ильменя: село,village,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:130,C
pn_v6_0131,Верхние Луки на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:131,C
pn_v6_0132,Нижний Погосток у Ильменя: деревня,hamlet,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:132,C
pn_v6_0133,Нижний Рыбный Стан на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:133,C
pn_v6_0134,Верхний Волчий Бор у Ильменя: село,village,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:134,C
pn_v6_0135,Нижний Кривой Ручей на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:135,C
pn_v6_0136,Верхний Зимний Стан у Ильменя: село,village,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:136,C
pn_v6_0137,Верхняя Сухая Грива на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:137,C
pn_v6_0138,Верхний Чёрный Мох на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:138,C
pn_v6_0139,Верхняя Глухая Лука у Ильменя: село,village,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:139,C
pn_v6_0140,Верхний Ольшаник у Ильменя: село,village,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:140,C
pn_v6_0141,Верхнее Следово на Ильмене: пристань,river_landing,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:141,C
pn_v6_0142,Верхняя Каменка у Ильменя: деревня,hamlet,nov_g1_01_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_03:142,C
pn_v6_0143,Верхний Чёрный Мох у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:143,C
pn_v6_0144,Глухая Лука у Ильменя: погост,pogost_center,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:144,C
pn_v6_0145,Нижний Ольшаник у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:145,C
pn_v6_0146,Верхнее Следово у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:146,C
pn_v6_0147,Верхняя Каменка: церковный двор,rural_church_center,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:147,C
pn_v6_0148,Нижнее Заречье у Ильменя: деревня,hamlet,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:148,C
pn_v6_0149,Подборье у Ильменя: погост,pogost_center,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:149,C
pn_v6_0150,Верхние Ручьи у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:150,C
pn_v6_0151,Верхний Малый Бор: двор,isolated_farmstead,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:151,C
pn_v6_0152,Верхние Луга у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:152,C
pn_v6_0153,Нижний Починок: церковный двор,rural_church_center,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:153,C
pn_v6_0154,Березье у Ильменя: погост,pogost_center,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:154,C
pn_v6_0155,Нижние Лужицы у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:155,C
pn_v6_0156,Верхнее Селище у Ильменя: село,village,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:156,C
pn_v6_0157,Починок: двор,isolated_farmstead,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:157,C
pn_v6_0158,Верхнее Дуброво у Ильменя: деревня,hamlet,nov_g1_01_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_04:158,C
pn_v6_0159,Нижнее Березье у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:159,C
pn_v6_0160,Лужицы у Ильменя: погост,pogost_center,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:160,C
pn_v6_0161,Нижнее Селище у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:161,C
pn_v6_0162,Верхний Починок у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:162,C
pn_v6_0163,Дуброво: церковный двор,rural_church_center,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:163,C
pn_v6_0164,Сосновец у Ильменя: деревня,hamlet,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:164,C
pn_v6_0165,Мховое у Ильменя: погост,pogost_center,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:165,C
pn_v6_0166,Нижний Озерец у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:166,C
pn_v6_0167,Плесо: двор,isolated_farmstead,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:167,C
pn_v6_0168,Верхнее Залесье у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:168,C
pn_v6_0169,Борок: церковный двор,rural_church_center,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:169,C
pn_v6_0170,Наволок у Ильменя: погост,pogost_center,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:170,C
pn_v6_0171,Нижняя Глинка у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:171,C
pn_v6_0172,Верхние Луки у Ильменя: село,village,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:172,C
pn_v6_0173,Погосток: двор,isolated_farmstead,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:173,C
