row_id,julian_month,interval,normal_temp_c,formula,source_refs,confidence,status
wtp_m03_12-18,3,12-18,1.8,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m03_18-24,3,18-24,-1.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m04_00-06,4,00-06,1.6,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m04_06-12,4,06-12,5.5,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m04_12-18,4,12-18,10.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m04_18-24,4,18-24,5.5,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m05_00-06,5,00-06,7.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m05_06-12,5,06-12,12.5,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m05_12-18,5,12-18,17.9,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m05_18-24,5,18-24,12.5,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m06_00-06,6,00-06,10.5,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m06_06-12,6,06-12,16.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m06_12-18,6,12-18,21.2,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m06_18-24,6,18-24,16.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m07_00-06,7,00-06,11.8,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m07_06-12,7,06-12,16.9,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m07_12-18,7,12-18,21.8,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m07_18-24,7,18-24,16.9,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m08_00-06,8,00-06,10.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m08_06-12,8,06-12,14.3,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m08_12-18,8,12-18,19.6,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m08_18-24,8,18-24,14.3,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m09_00-06,9,00-06,5.8,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m09_06-12,9,06-12,9.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m09_12-18,9,12-18,13.4,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m09_18-24,9,18-24,9.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m10_00-06,10,00-06,0.8,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m10_06-12,10,06-12,3.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m10_12-18,10,12-18,6.4,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m10_18-24,10,18-24,3.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m11_00-06,11,00-06,-4.4,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m11_06-12,11,06-12,-2,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m11_12-18,11,12-18,0.1,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m11_18-24,11,18-24,-2,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m12_00-06,12,00-06,-9.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m12_06-12,12,06-12,-6.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m12_12-18,12,12-18,-3.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
wtp_m12_18-24,12,18-24,-6.7,T = normal_temp_c + anomaly.delta_c + STATE_TEMP_MOD[state][interval],"Климатическая таблица «Великий Новгород» — ru.wikipedia.org/wiki/Великий_Новгород (раздел «Климат»; источники таблицы: «Научно-прикладной справочник по климату СССР», Яндекс.Погода). https://ru.wikipedia.org/wiki/Великий_Новгород",B,candidate
