ds_id,master_recipe_id,name_ru,name_en,recipe_type,subcategory,dish_category,description_ru,ingredients,process_ref,craft_process_ref,heating_method,fasting_compatible,fasting_day_rule_ids,fasting_omit_optional,master_fasting_status,meal_slots,class_access,social_scope,season_scope,preservation_method,storage_refs,shelf_life,spoilage_states,famine_role,sensory_smell_ru,sensory_taste_ru,sensory_texture_ru,sensory_look_ru,sensory_ref,portion_rule,satiety_band,body_effects,attestation_confidence,recipe_confidence,recipe_evidence_type,source_refs,confidence,status,notes
ds_porridge_barley_groats_liquid,RCP0029,"Ячменная каша, жидкая",porridge barley groats liquid,dish,porridge,porridge,"Ячменная каша, жидкая; отношение воды к крупе не исторически записано, игровой диапазон около 1:5.0.","[{""fd_id"": ""fd_barley_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 5.0:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000115"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000116"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000117"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000118"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000119"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000120""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0029""]",C,candidate,
ds_porridge_barley_groats_medium,RCP0030,"Ячменная каша, обычной густоты",porridge barley groats medium,dish,porridge,porridge,"Ячменная каша, обычной густоты; отношение воды к крупе не исторически записано, игровой диапазон около 1:3.5.","[{""fd_id"": ""fd_barley_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 3.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000121"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000122"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000123"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000124"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000125"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000126""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0030""]",C,candidate,
ds_porridge_barley_groats_thick,RCP0031,"Ячменная каша, густая",porridge barley groats thick,dish,porridge,porridge,"Ячменная каша, густая; отношение воды к крупе не исторически записано, игровой диапазон около 1:2.5.","[{""fd_id"": ""fd_barley_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 2.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000127"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000128"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000129"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000130"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000131"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000132""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0031""]",C,candidate,
ds_porridge_oat_groats_liquid,RCP0032,"Овсяная каша, жидкая",porridge oat groats liquid,dish,porridge,porridge,"Овсяная каша, жидкая; отношение воды к крупе не исторически записано, игровой диапазон около 1:5.0.","[{""fd_id"": ""fd_oat_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 5.0:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000133"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000134"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000135"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000136"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000137"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000138""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0032""]",C,candidate,
ds_porridge_oat_groats_medium,RCP0033,"Овсяная каша, обычной густоты",porridge oat groats medium,dish,porridge,porridge,"Овсяная каша, обычной густоты; отношение воды к крупе не исторически записано, игровой диапазон около 1:3.5.","[{""fd_id"": ""fd_oat_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 3.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000139"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000140"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000141"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000142"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000143"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000144""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0033""]",C,candidate,
ds_porridge_oat_groats_thick,RCP0034,"Овсяная каша, густая",porridge oat groats thick,dish,porridge,porridge,"Овсяная каша, густая; отношение воды к крупе не исторически записано, игровой диапазон около 1:2.5.","[{""fd_id"": ""fd_oat_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 2.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000145"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000146"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000147"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000148"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000149"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000150""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0034""]",C,candidate,
ds_porridge_millet_groats_liquid,RCP0035,"Пшённая каша, жидкая",porridge millet groats liquid,dish,porridge,porridge,"Пшённая каша, жидкая; отношение воды к крупе не исторически записано, игровой диапазон около 1:5.0.","[{""fd_id"": ""fd_millet_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 5.0:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000151"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000152"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000153"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000154"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000155"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000156""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0035""]",C,candidate,
ds_porridge_millet_groats_medium,RCP0036,"Пшённая каша, обычной густоты",porridge millet groats medium,dish,porridge,porridge,"Пшённая каша, обычной густоты; отношение воды к крупе не исторически записано, игровой диапазон около 1:3.5.","[{""fd_id"": ""fd_millet_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 3.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000157"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000158"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000159"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000160"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000161"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000162""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0036""]",C,candidate,
ds_porridge_millet_groats_thick,RCP0037,"Пшённая каша, густая",porridge millet groats thick,dish,porridge,porridge,"Пшённая каша, густая; отношение воды к крупе не исторически записано, игровой диапазон около 1:2.5.","[{""fd_id"": ""fd_millet_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 2.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000163"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000164"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000165"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000166"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000167"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000168""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0037""]",C,candidate,
ds_porridge_rye_groats_liquid,RCP0038,"Ржаная каша, жидкая",porridge rye groats liquid,dish,porridge,porridge,"Ржаная каша, жидкая; отношение воды к крупе не исторически записано, игровой диапазон около 1:5.0.","[{""fd_id"": ""fd_rye_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 5.0:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000169"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000170"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000171"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000172"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000173"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000174""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0038""]",C,candidate,
ds_porridge_rye_groats_medium,RCP0039,"Ржаная каша, обычной густоты",porridge rye groats medium,dish,porridge,porridge,"Ржаная каша, обычной густоты; отношение воды к крупе не исторически записано, игровой диапазон около 1:3.5.","[{""fd_id"": ""fd_rye_groats"", ""role"": ""required"", ""qty_rule"": ""{\""min_g\"": 250, \""max_g\"": 450, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""ratio_to_dry_grain\"": \""about 3.5:1 by mass/volume range\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_salt_coarse"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000175"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000176"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000177"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000178"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000179"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000180""]",pc_food_porridge,boil_then_residual_oven_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],"[""ARC0026"", ""POT0021"", ""HOU0025""]",same day; leftovers only after reheating and inspection,"[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",thin_version_ok,"пар варёного зерна, иногда пригар со дна горшка","мучнисто-сладковатый, пресный без соли","густая, клейкая, стынет коркой",серая или желтоватая масса в горшке,lex:porridge,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",filling,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0039""]",C,candidate,
