fp_id,region_id,fl_id,table,pf_id,season,frequency_class,weight,visible_state,confidence,basis,status
fp_hb_dactylis_glomerata__forest_track__summer,region_novgorod_land,fl_hb_dactylis_glomerata,herbs,forest_track,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:2 -> forest_track (max); season from visible months V–X",candidate
fp_hb_dactylis_glomerata__forest_track__autumn,region_novgorod_land,fl_hb_dactylis_glomerata,herbs,forest_track,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:2 -> forest_track (max); season from visible months V–X",candidate
fp_hb_dactylis_glomerata__hay_meadow__spring,region_novgorod_land,fl_hb_dactylis_glomerata,herbs,hay_meadow,spring,common,4,vegetative,C,"habitat_class MEADOW:4 EDGE:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_dactylis_glomerata__hay_meadow__summer,region_novgorod_land,fl_hb_dactylis_glomerata,herbs,hay_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 EDGE:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_dactylis_glomerata__hay_meadow__autumn,region_novgorod_land,fl_hb_dactylis_glomerata,herbs,hay_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 EDGE:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__floodplain_meadow__spring,region_novgorod_land,fl_hb_festuca_pratensis,herbs,floodplain_meadow,spring,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:2 -> floodplain_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__floodplain_meadow__summer,region_novgorod_land,fl_hb_festuca_pratensis,herbs,floodplain_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 PASTURE:2 -> floodplain_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__floodplain_meadow__autumn,region_novgorod_land,fl_hb_festuca_pratensis,herbs,floodplain_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:2 -> floodplain_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__hay_meadow__spring,region_novgorod_land,fl_hb_festuca_pratensis,herbs,hay_meadow,spring,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__hay_meadow__summer,region_novgorod_land,fl_hb_festuca_pratensis,herbs,hay_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 PASTURE:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__hay_meadow__autumn,region_novgorod_land,fl_hb_festuca_pratensis,herbs,hay_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__pasture__spring,region_novgorod_land,fl_hb_festuca_pratensis,herbs,pasture,spring,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:2 -> pasture (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__pasture__summer,region_novgorod_land,fl_hb_festuca_pratensis,herbs,pasture,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:2 -> pasture (max); season from visible months V–X",candidate
fp_hb_festuca_pratensis__pasture__autumn,region_novgorod_land,fl_hb_festuca_pratensis,herbs,pasture,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:2 -> pasture (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__floodplain_meadow__spring,region_novgorod_land,fl_hb_festuca_rubra,herbs,floodplain_meadow,spring,contextual,2,vegetative,C,"habitat_class PASTURE:4 MEADOW:2 -> floodplain_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__floodplain_meadow__summer,region_novgorod_land,fl_hb_festuca_rubra,herbs,floodplain_meadow,summer,contextual,2,fruiting,C,"habitat_class PASTURE:4 MEADOW:2 -> floodplain_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__floodplain_meadow__autumn,region_novgorod_land,fl_hb_festuca_rubra,herbs,floodplain_meadow,autumn,contextual,2,vegetative,C,"habitat_class PASTURE:4 MEADOW:2 -> floodplain_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__hay_meadow__spring,region_novgorod_land,fl_hb_festuca_rubra,herbs,hay_meadow,spring,contextual,2,vegetative,C,"habitat_class PASTURE:4 MEADOW:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__hay_meadow__summer,region_novgorod_land,fl_hb_festuca_rubra,herbs,hay_meadow,summer,contextual,2,fruiting,C,"habitat_class PASTURE:4 MEADOW:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__hay_meadow__autumn,region_novgorod_land,fl_hb_festuca_rubra,herbs,hay_meadow,autumn,contextual,2,vegetative,C,"habitat_class PASTURE:4 MEADOW:2 -> hay_meadow (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__pasture__spring,region_novgorod_land,fl_hb_festuca_rubra,herbs,pasture,spring,common,4,vegetative,C,"habitat_class PASTURE:4 MEADOW:2 -> pasture (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__pasture__summer,region_novgorod_land,fl_hb_festuca_rubra,herbs,pasture,summer,common,4,fruiting,C,"habitat_class PASTURE:4 MEADOW:2 -> pasture (max); season from visible months V–X",candidate
fp_hb_festuca_rubra__pasture__autumn,region_novgorod_land,fl_hb_festuca_rubra,herbs,pasture,autumn,common,4,vegetative,C,"habitat_class PASTURE:4 MEADOW:2 -> pasture (max); season from visible months V–X",candidate
fp_hb_poa_pratensis__churchyard__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,churchyard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> churchyard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__churchyard__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,churchyard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> churchyard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__churchyard__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,churchyard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> churchyard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__floodplain_meadow__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,floodplain_meadow,spring,common,4,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> floodplain_meadow (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__floodplain_meadow__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,floodplain_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> floodplain_meadow (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__floodplain_meadow__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,floodplain_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> floodplain_meadow (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__hay_meadow__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,hay_meadow,spring,common,4,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> hay_meadow (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__hay_meadow__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,hay_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> hay_meadow (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__hay_meadow__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,hay_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> hay_meadow (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__monastery_yard__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,monastery_yard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> monastery_yard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__monastery_yard__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,monastery_yard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> monastery_yard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__monastery_yard__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,monastery_yard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> monastery_yard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__outbuildings__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,outbuildings,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> outbuildings (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__outbuildings__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,outbuildings,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> outbuildings (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__outbuildings__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,outbuildings,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> outbuildings (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__pasture__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,pasture,spring,common,4,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> pasture (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__pasture__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,pasture,summer,common,4,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> pasture (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__pasture__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,pasture,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> pasture (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__peasant_homestead__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,peasant_homestead,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> peasant_homestead (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__peasant_homestead__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,peasant_homestead,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> peasant_homestead (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__peasant_homestead__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,peasant_homestead,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> peasant_homestead (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__road__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,road,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> road (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__road__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,road,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> road (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__road__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,road,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> road (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__rural_yard__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,rural_yard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> rural_yard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__rural_yard__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,rural_yard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> rural_yard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__rural_yard__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,rural_yard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> rural_yard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_courtyard__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_courtyard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_courtyard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_courtyard__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_courtyard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_courtyard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_courtyard__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_courtyard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_courtyard (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_street__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_street,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_street (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_street__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_street,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_street (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_street__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_street,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_street (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_wall_edge__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_wall_edge,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_wall_edge (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_wall_edge__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_wall_edge,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_wall_edge (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__town_wall_edge__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,town_wall_edge,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> town_wall_edge (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__village_lane__spring,region_novgorod_land,fl_hb_poa_pratensis,herbs,village_lane,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> village_lane (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__village_lane__summer,region_novgorod_land,fl_hb_poa_pratensis,herbs,village_lane,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> village_lane (max); season from visible months IV–X",candidate
fp_hb_poa_pratensis__village_lane__autumn,region_novgorod_land,fl_hb_poa_pratensis,herbs,village_lane,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 PASTURE:4 RUDERAL:2 -> village_lane (max); season from visible months IV–X",candidate
fp_hb_poa_annua__churchyard__spring,region_novgorod_land,fl_hb_poa_annua,herbs,churchyard,spring,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> churchyard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__churchyard__summer,region_novgorod_land,fl_hb_poa_annua,herbs,churchyard,summer,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> churchyard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__churchyard__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,churchyard,autumn,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> churchyard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__ferry_landing__spring,region_novgorod_land,fl_hb_poa_annua,herbs,ferry_landing,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> ferry_landing (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__ferry_landing__summer,region_novgorod_land,fl_hb_poa_annua,herbs,ferry_landing,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> ferry_landing (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__ferry_landing__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,ferry_landing,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> ferry_landing (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__forest_track__spring,region_novgorod_land,fl_hb_poa_annua,herbs,forest_track,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> forest_track (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__forest_track__summer,region_novgorod_land,fl_hb_poa_annua,herbs,forest_track,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> forest_track (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__forest_track__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,forest_track,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> forest_track (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__market_square__spring,region_novgorod_land,fl_hb_poa_annua,herbs,market_square,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> market_square (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__market_square__summer,region_novgorod_land,fl_hb_poa_annua,herbs,market_square,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> market_square (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__market_square__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,market_square,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> market_square (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__monastery_yard__spring,region_novgorod_land,fl_hb_poa_annua,herbs,monastery_yard,spring,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> monastery_yard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__monastery_yard__summer,region_novgorod_land,fl_hb_poa_annua,herbs,monastery_yard,summer,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> monastery_yard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__monastery_yard__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,monastery_yard,autumn,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> monastery_yard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__outbuildings__spring,region_novgorod_land,fl_hb_poa_annua,herbs,outbuildings,spring,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> outbuildings (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__outbuildings__summer,region_novgorod_land,fl_hb_poa_annua,herbs,outbuildings,summer,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> outbuildings (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__outbuildings__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,outbuildings,autumn,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> outbuildings (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__peasant_homestead__spring,region_novgorod_land,fl_hb_poa_annua,herbs,peasant_homestead,spring,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> peasant_homestead (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__peasant_homestead__summer,region_novgorod_land,fl_hb_poa_annua,herbs,peasant_homestead,summer,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> peasant_homestead (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__peasant_homestead__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,peasant_homestead,autumn,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> peasant_homestead (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__river_wharf__spring,region_novgorod_land,fl_hb_poa_annua,herbs,river_wharf,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> river_wharf (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__river_wharf__summer,region_novgorod_land,fl_hb_poa_annua,herbs,river_wharf,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> river_wharf (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__river_wharf__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,river_wharf,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> river_wharf (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__road__spring,region_novgorod_land,fl_hb_poa_annua,herbs,road,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> road (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__road__summer,region_novgorod_land,fl_hb_poa_annua,herbs,road,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> road (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__road__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,road,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> road (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__rural_yard__spring,region_novgorod_land,fl_hb_poa_annua,herbs,rural_yard,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> rural_yard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__rural_yard__summer,region_novgorod_land,fl_hb_poa_annua,herbs,rural_yard,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> rural_yard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__rural_yard__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,rural_yard,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> rural_yard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__town_courtyard__spring,region_novgorod_land,fl_hb_poa_annua,herbs,town_courtyard,spring,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> town_courtyard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__town_courtyard__summer,region_novgorod_land,fl_hb_poa_annua,herbs,town_courtyard,summer,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> town_courtyard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__town_courtyard__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,town_courtyard,autumn,common,4,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> town_courtyard (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__town_street__spring,region_novgorod_land,fl_hb_poa_annua,herbs,town_street,spring,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> town_street (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__town_street__summer,region_novgorod_land,fl_hb_poa_annua,herbs,town_street,summer,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> town_street (max); season from visible months IV–XI",candidate
fp_hb_poa_annua__town_street__autumn,region_novgorod_land,fl_hb_poa_annua,herbs,town_street,autumn,ubiquitous,8,fruiting,C,"habitat_class TRAMPLED:8 RUDERAL:4 -> town_street (max); season from visible months IV–XI",candidate
