fl_id,name_ru,month,month_roman,season,field_state,rule,confidence,status
fl_cu_panicum_miliaceum,просо,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_panicum_miliaceum,просо,9,IX,autumn,"созревание, жатва/уборка",derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_panicum_miliaceum,просо,10,X,autumn,жнивьё или пар,derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_panicum_miliaceum,просо,11,XI,autumn,жнивьё или пар,derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_panicum_miliaceum,просо,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_pisum_sativum,горох,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,4,IV,spring,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,5,V,spring,"сев, всходы",derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,6,VI,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,7,VII,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,9,IX,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,10,X,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,11,XI,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_pisum_sativum,горох,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_vicia_faba,бобы (конские),1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),4,IV,spring,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),5,V,spring,"сев, всходы",derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),6,VI,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),7,VII,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),8,VIII,summer,"созревание, жатва/уборка",derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),9,IX,autumn,"созревание, жатва/уборка",derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),10,X,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),11,XI,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_vicia_faba,бобы (конские),12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII–IX,C,candidate
fl_cu_lens_culinaris,чечевица,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,4,IV,spring,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,5,V,spring,"сев, всходы",derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,6,VI,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,7,VII,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,9,IX,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,10,X,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,11,XI,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_lens_culinaris,чечевица,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VIII,C,candidate
fl_cu_linum_usitatissimum,лён,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,4,IV,spring,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,5,V,spring,"сев, всходы",derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,6,VI,summer,цветение/колошение,derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,7,VII,summer,"созревание, жатва/уборка",derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,9,IX,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,10,X,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,11,XI,autumn,жнивьё или пар,derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_linum_usitatissimum,лён,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow=VI–VII harvest=VII–VIII,C,candidate
fl_cu_cannabis_sativa,конопля,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,4,IV,spring,жнивьё или пар,derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,5,V,spring,"сев, всходы",derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,6,VI,summer,"сев, всходы",derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,7,VII,summer,цветение/колошение,derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,9,IX,autumn,"созревание, жатва/уборка",derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,10,X,autumn,жнивьё или пар,derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,11,XI,autumn,жнивьё или пар,derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_cannabis_sativa,конопля,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow=VII–VIII harvest=VIII–IX,C,candidate
fl_cu_brassica_rapa,репа,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,4,IV,spring,жнивьё или пар,derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,5,V,spring,жнивьё или пар,derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,6,VI,summer,"сев, всходы",derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,7,VII,summer,"сев, всходы",derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,8,VIII,summer,всходы и рост,derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,9,IX,autumn,"созревание, жатва/уборка",derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,10,X,autumn,"созревание, жатва/уборка",derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,11,XI,autumn,жнивьё или пар,derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_rapa,репа,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=VI–VII flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,4,IV,spring,жнивьё или пар,derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,5,V,spring,"сев, всходы",derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,6,VI,summer,"сев, всходы",derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,7,VII,summer,всходы и рост,derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,8,VIII,summer,всходы и рост,derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,9,IX,autumn,"созревание, жатва/уборка",derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,10,X,autumn,"созревание, жатва/уборка",derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,11,XI,autumn,жнивьё или пар,derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_brassica_oleracea,капуста,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=IX–X,C,candidate
fl_cu_allium_cepa,лук репчатый,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,4,IV,spring,"сев, всходы",derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,5,V,spring,"сев, всходы",derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,6,VI,summer,всходы и рост,derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,7,VII,summer,"созревание, жатва/уборка",derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,8,VIII,summer,"созревание, жатва/уборка",derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,9,IX,autumn,жнивьё или пар,derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,10,X,autumn,жнивьё или пар,derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,11,XI,autumn,жнивьё или пар,derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_cepa,лук репчатый,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,1,I,winter,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,2,II,winter,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,3,III,winter,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,4,IV,spring,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,5,V,spring,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,6,VI,summer,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,7,VII,summer,"созревание, жатва/уборка",derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,8,VIII,summer,"созревание, жатва/уборка",derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,9,IX,autumn,"сев, всходы",derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,10,X,autumn,"сев, всходы",derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,11,XI,autumn,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_allium_sativum,чеснок,12,XII,winter,всходы и рост,derived: sow=IX–X flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,4,IV,spring,жнивьё или пар,derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,5,V,spring,"сев, всходы",derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,6,VI,summer,всходы и рост,derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,7,VII,summer,"созревание, жатва/уборка",derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,9,IX,autumn,жнивьё или пар,derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,10,X,autumn,жнивьё или пар,derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,11,XI,autumn,жнивьё или пар,derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_anethum_graveolens,укроп,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=VII–VIII,C,candidate
fl_cu_beta_vulgaris,свёкла,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,4,IV,spring,жнивьё или пар,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,5,V,spring,"сев, всходы",derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,6,VI,summer,всходы и рост,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,7,VII,summer,всходы и рост,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,8,VIII,summer,всходы и рост,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,9,IX,autumn,"созревание, жатва/уборка",derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,10,X,autumn,жнивьё или пар,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,11,XI,autumn,жнивьё или пар,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_beta_vulgaris,свёкла,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,4,IV,spring,жнивьё или пар,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,5,V,spring,"сев, всходы",derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,6,VI,summer,всходы и рост,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,7,VII,summer,всходы и рост,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,8,VIII,summer,всходы и рост,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,9,IX,autumn,"созревание, жатва/уборка",derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,10,X,autumn,жнивьё или пар,derived: sow=V flow= harvest=IX,C,candidate
fl_cu_daucus_carota,морковь,11,XI,autumn,жнивьё или пар,derived: sow=V flow= harvest=IX,C,candidate
